"","公司全名","更新日期","專利號","申請日","獲證日","PR","標題","專利摘要","預測年份","主分支","台灣公開發行","技術分類","股票代碼","產業別","資料時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本","市值權重%","趨勢機率%"
"410","國立中山大學","2024-11-18","TWI844495B","2023-11-16","2024-06-01",53,"工作派遣方法及系統","一種工作派遣方法及系統，用以解決習知工作派遣方法效率不佳的問題。係包含：基於一圖論方法，將該執行裝置資訊與該派遣裝置資訊轉換為一節點特徵與一邊緣特徵；及運用由一機器學習架構搭配一注意力機制所建立一分析模型，定義一關注特徵；運用softmax函數將所述關注特徵進行歸一化，以計算一注意力分數；及使用一預設擴散輸出定義進行該注意力分數的計算，並執行一預設擴散次數，以獲得一結果矩陣，而可決定一執行裝置與一派遣裝置作為工作派遣的目標。本發明可達成有效率地產生高效能的派遣規劃的功效。","Y2024","main","No","自動化控制系統",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","國立中山大學","2024-11-18","TWI815503B","2022-06-15","2023-09-11",52,"修飾電極、修飾電極的製備方法及其應用","一種修飾電極的製備方法，用以解決習知電極經修飾過程中表面型態改變而降低靈敏度的問題。係包含：將一修飾成分與一兩性離子成分形成一偽離子交換膜修飾成分；該修飾成分具有多個奈米粒子，各該奈米粒子的淨表面電荷為正電或負電；該兩性離子成分具有多個兩性離子，該兩性離子之端部或中心帶有與該奈米粒子的淨表面電荷相反的電性，使該奈米粒子與該兩性離子間具有結合的親和性；使該偽離子交換膜修飾成分附著於一電極本體之一處，而形成對應的一修飾電極。","Y2024","branch","No","半導體結構製備",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","國立勤益科技大學","2024-11-18","TWI804325B","2022-05-20","2023-06-01",72,"可變資料之窄頻多通道通訊系統","本發明可變資料之窄頻多通道通訊系統，包含有傳送模組、接收模組及通訊媒介，通過該傳送模組可將多數傳遞之常數/動態資料建立為PK位元狀態，並經一函數演算法則的轉換後形成為複數個相鄰頻率，且每個頻率間具有正弦及餘弦函數正交特性同時封裝轉換為具備同步脈波串，並將其疊代串列整合為一具有多維度資料通訊通道的串列傳輸模式架構的模擬量子信號，如此在相鄰較窄的頻率中可使得傳送資料得以具有加密之特性，更可防止雜訊干擾而造成脈波數量誤差情事產生，同時更可增進由該通訊媒介的傳送速率。","Y2024","main","No","無線通訊技術",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","國立勤益科技大學","2024-11-18","TWI831523B","2022-12-15","2024-02-01",73,"電子文件驗證系統之運作方法","一種電子文件驗證系統之運作方法，其係包含進行一下載請求步驟、進行一簽章請求步驟、進行一簽章嵌入步驟以及進行一簽章後運算步驟。本發明將文件以數位化的方式保存，並結合數位簽章與浮水印的技術，提出了一套簡易、安全、可靠的驗證系統。本發明不僅讓數位文件擁有合法性與其不可竄改性，以確保數位文件的完整性並且防偽確實，不用再擔心文件在運送途中遺失或是損壞，也避免在網路傳輸的過程中遭竄改或損毀，達到本發明強調的安全且不會被竄改的特性與其方便的效果。","Y2024","main","No","資訊安全技術",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","國立勤益科技大學","2024-11-18","TWI810119B","2022-11-29","2023-07-21",55,"工具機熱位移預測方法","本發明提供一種基於單一訊號時間序列之工具機熱位移預測方法，取得僅一個機台主軸位移量相關性最高的關鍵訊號，並以該關鍵訊號當下及過往的趨勢數據，做為預測模型的輸入，接著以一維卷積神經網路中的卷積運算，進行輸入訊號數據的特徵值萃取，取得細微且重要的關鍵特徵值，最後再以全連接層類神經網路，學習關鍵特徵值及相對應主軸位移量之關係，在不同主軸轉速條件下，本發明的平均準確度高，優於需多個關鍵訊號源數量之類神經主軸位移量預測模型，具有較高預測準確性及強健性。","Y2024","branch","No","其他",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","國立勤益科技大學","2024-11-18","TWI833618B","2023-03-24","2024-02-21",57,"變焦鏡頭裝置","本發明提供一種變焦鏡頭裝置，其應用於終端裝置；變焦鏡頭裝置包含：控液模組、透光模組及偵測器，控液模組具有儲液槽及控制器，儲液槽容設有高透光液體；透光模組具有高透光膜，高透光膜內具有容室，控制器能將高透光液體注入或抽出容室，令高透光膜往外弧形膨脹或往內弧形凹入於容室，以改變焦距；偵測器能感測容室中高透光液體的含量，以產生液體量數據並回傳至控制器，控制器依據終端裝置傳送之焦距指令配合液體量數據，調整容室內高透光液體的含量；藉以達到體積小且可有效掌握變焦焦距之效果。","Y2024","main","No","影像處理技術",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","國立屏東科技大學","2024-11-18","TWI818836B","2022-12-20","2023-10-11",74,"芒果過敏原的檢測方法","一種芒果過敏原的檢測方法，用以解決習知芒果過敏原的檢測方法容易發生偽陽性的結果的問題。該芒果過敏原的檢測方法包含：使用傅立葉轉換衰減式全反射紅外光光譜儀，分析一待測樣品以獲得一紅外光光譜，在該紅外光光譜於介於1120~980cm-1之間的波數下具有一波峰時，代表該待測樣品包含Man i 1蛋白質。","Y2024","main","No","其他",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","國立屏東科技大學","2024-11-18","TWI825747B","2022-05-26","2023-12-11",91,"具備行動監控的水質量測系統","本發明為一種具備行動監控的水質量測系統，包含有一行動水質監控模組、一行動監控裝置以及一伺服主機；其中，該行動水質監控模組包含一監控單元、一遙控載台、一量測桶、一取水單元及一紅外線攝影機，而該監控單元包含一微控制器、一無線通訊模組、一水質感測組、一衛星定位模組、一重置按鈕及一水位感測器；操作人員可透過該行動監控裝置或該伺服主機對該行動水質監控模組進行操作，讓該行動水質監控模組根據設定的監測項目、監測深度及監測路徑，自動化量測一水域中多個量測點的水質，達到低成本且有效率的水質監控模式。","Y2024","branch","No","其他",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","國立彰化師範大學","2024-11-18","TWI812527B","2022-11-01","2023-08-11",82,"風能混合靜態動態經濟調度優化系統","本發明提供一種風能混合靜態動態經濟調度優化系統，其包含相互耦接之混合靜態經濟調度模型模組以及優化模組。混合靜態經濟調度模型模組具有參數計算單元及目標參數單元，參數計算單元根據約束函數計算出熱力發電成本參數及風電發電成本參數，目標參數單元根據前述成本參數，並利用目標計算函數計算出目標參數；優化模組具有初始化優化單元及增強優化單元，優化模組係根據目標參數，並透過初始化優化單元及增強優化單元將探路者演算法優化成改良探路者演算法。","Y2024","branch","No","其他",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","國立成功大學","2024-11-18","TWI814396B","2022-05-25","2023-09-01",98,"知識圖譜建立方法及系統以及新聞事件對話方法及系統","一種知識圖譜建立方法，包括以處理裝置執行：將多篇新聞文章歸類至關聯於多個子事件的主事件；以主事件作為知識圖譜中的第一節點，以該些子事件分別作為知識圖譜中的多個第二節點，將該些第二節點連接於第一節點，依據樣板規則從該些新聞文章分別抽取出多個事件摘要，將該些事件摘要分別作為知識圖譜中的多個第三節點，並依據該些事件摘要與該些子事件的相關性，將該些第三節點各連接至該些第二節點中之一者，從該些事件摘要抽取出多個發言人身分作為知識圖譜中的多個第四節點，並將該些第四節點各連接至該些第三節點中之至少一者。","Y2024","main","No","其他",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","國立成功大學","2024-11-18","TWI818873B","2023-03-02","2023-10-11",53,"考慮加工時變與即時資料串流的優化排程的系統及其方法","本發明提供一種考慮加工時變與即時資料串流的優化排程的系統及其方法，其系統包含數據解析器、發佈訂閱機制模組、加工處理時間預測模組及排程優化模組。正交貪婪演算法與循環神經網路用以萃取關鍵特徵，以預測不同的加工處理時間。整數規劃方式用以產生排程問題，並建立嵌入排序優化演算法概念的分解和協調方法。發佈訂閱機制用以實現即時需求，通過此機制，訊息(更新的生產狀態)將作為特定主題發佈，並由製造執行系統所需的模組訂閱此主題。藉此，可提供有效的動態運算方式以及接近最優解的排程，且沒有階層式架構延遲。","Y2024","branch","No","其他",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","國立成功大學","2024-11-18","TWI841325B","2023-03-28","2024-05-01",54,"微電網離網電能管理方法","一種微電網離網電能管理方法包含以下步驟：利用一非線性規劃獲得多台電動車及一電能儲存裝置之每一者在所對應之每一時間窗格的一預計充放電電功率；將該等電動車與該電能儲存裝置在一當前時間之多個電池荷電狀態、該微電網在該當前時間之一淨負載與一預測淨負載間之差、每一電動車在一當前的時間窗格所對應之該預計充放電電功率及一充電優先權，以及該電能儲存裝置在該當前的時間窗格之該預計充放電電功率集結為一當前狀態；及根據該當前狀態利用一即時電能控制模型獲得一執行動作以控制該電能儲存裝置及每一電動車之充放電。","Y2024","branch","No","其他",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","國立暨南國際大學","2024-11-18","TWI823640B","2022-10-20","2023-11-21",48,"分析方法","一種分析方法，包含：將待分析樣品設置於量測裝置中，該量測裝置包含治具及電流訊號接收器，該治具包括供該待分析樣品設置的容器及安裝在該容器且電連接該電流訊號接收器的電極單元；利用設置在該容器的一側的特斯拉線圈裝置對該待分析樣品依時地施予預定磁場，於此時，該電流訊號接收器依時地接受經由該電極單元傳遞出來的電流值；依據在磁場作用下的該等電流值與該等時間，計算電流變化率；及，將上述的電流變化率輸入至一相關於介電係數及對應該介電係數的電流變化率的關係方程式中，以計算出該待分析樣品的介電係數。","Y2024","main","No","半導體結構",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","國立清華大學","2024-11-18","TWI814593B","2022-09-28","2023-09-01",76,"電容式超聲波傳感裝置、其製造方法及傳感陣列","一種電容式超聲波傳感裝置，包含基板、第一電容結構、第二電容結構、第一薄膜結構及第二薄膜結構。第一電容結構設置於基板，並包含第一電極及第二電極。第二電極與第一電極之間具有第一間隙及介電層。第二電容結構設置於基板，並包含第三電極及第四電極。第四電極與第三電極之間具有第二間隙。第一薄膜結構連接第一電極與介電層，並用以將第一間隙封閉。第二薄膜結構連接第三電極與第四電極，並用以將第二間隙封閉。第一電極與第二電極之間的第一間距與第二間隙的第二間距相異。藉此，提供不同的電容傳感間隙，以增加應用彈性。","Y2024","branch","No","其他",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","國立清華大學","2024-11-18","TWI839079B","2023-01-16","2024-04-11",70,"位元串列運算裝置與測試方法","一種位元串列運算裝置包含運算電路與一倍率乘法器。運算電路包括N個乘法累加電路片，每一乘法累加電路片計算輸入乘數向量與另一向量的一內積，另一向量由饋入被乘數向量的該等被乘數輸入中具有與該乘法累加電路片對應的權重之該等被乘數片段構成。倍率乘法器耦接到該等乘法累加電路片以接收等乘法累加電路片分別計算的該等內積，並且還接收第一控制信號。針對每一乘法累加電路片，倍率乘法器根據第一控制信號將該乘法累加電路片計算的內積乘上一加權比，以得出對應乘法累加電路片的倍率乘法後內積，加權比表示與乘法累加電路片對應的權重。","Y2024","branch","No","半導體結構製備",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","國立清華大學","2024-11-18","TWI823731B","2022-12-28","2023-11-21",34,"前饋等化器及使用其的電壓模態信號發射器","一種前饋等化器及使用其的電壓模態信號發射器。前饋等化器包括輸出端、多個抽頭驅動器以及控制電路。每個抽頭驅動器包括細胞驅動器。控制電路包括前饋等化器控制迴路以及阻抗控制迴路。前饋等化器控制迴路包括與一部分的細胞驅動器相對應的第一複製電路。前饋等化器控制迴路依據第一複製電路產生第一參考電壓。阻抗控制迴路包括與前饋等化器中細胞驅動器相對應的第二複製電路。阻抗控制迴路依據第一參考電壓以及第二複製電路產生第二參考電壓。抽頭驅動器受控於第一與第二參考電壓而調整其自身的輸出阻抗。","Y2024","main","No","半導體檢測技術",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","國立清華大學","2024-11-18","TWI842474B","2023-04-12","2024-05-11",77,"異質整合電容器以及金屬-氧化物-金屬電容器","本發明提供一種異質整合電容器，具有第一電極與第二電極，且包括：基底；半導體電容器；金屬-氧化物-金屬電容器；以及金屬-絕緣層-金屬電容器。所述金屬氧化物半導體電容器、所述金屬-氧化物-金屬電容器與所述金屬-絕緣層-金屬電容器依序形成於所述基板之上。所述半導體電容器、所述金屬-氧化物-金屬電容器與所述金屬-絕緣層-金屬電容器以並聯方式形成。","Y2024","main","No","半導體結構",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","國立清華大學","2024-11-18","TWI803322B","2022-05-18","2023-05-21",67,"電極結構及量子點電致發光元件","本發明主要揭示一種電極結構，其包括：一種子層、形成於該種子層之上的一電極層、以及形成於該電極層之上的一覆蓋層。本發明之電極結構可應用於一量子點電致發光元件之中，從而作為該量子點電致發光元件所具有的兩種電極(即，陽極與陰極)的其中之一。實驗數據顯示，在包含本發明之電極結構的情況下，該量子點電致發光元件的不會發生透光率不平衡現象。並且，該量子點電致發光元件的總亮度、電流效率和EQE係同時提高。","Y2024","branch","No","半導體結構製備",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","國立聯合大學","2024-11-18","TWI831641B","2023-03-10","2024-02-01",79,"雙液晶穆勒偏振檢測系統及檢測非酵素性糖化膠原蛋白的方法","本發明提供一種雙液晶穆勒偏振檢測系統，包含光源、線偏振模組、偏振狀態產生器、史托克斯偏振儀及處理器。線偏振模組配置使入射光成為線性偏振光。偏振狀態產生器包含液晶相位延遲元件組和四分之一波片，配置以形成具有不同調制偏振狀態之調制偏振光。史托克斯偏振儀配置以接受生物樣本反射之反射光，並產生光學資訊。處理器用以控制液晶相位延遲元件組和計算光學資訊。藉此，本發明之雙液晶穆勒偏振檢測系統可依據光學資訊計算出對應的微分穆勒矩陣，再計算出線性相位延遲值區分生物樣本中不同交聯度的非酵素性糖化膠原蛋白。","Y2024","branch","No","其他",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","國立臺北科技大學","2024-11-18","TWI842504B","2023-04-28","2024-05-11",40,"混合實境深度感知系統、混合實境環境感知方法及混合實境虛擬繪圖方法","本發明提供一種混合實境深度感知系統、混合實境環境感知方法及混合實境虛擬繪圖方法。混合實境深度感知系統包括深度偵測眼鏡及深度感知手套，深度偵測眼鏡及深度感知手套以AoA/AoD方法進行定位。深度偵測眼鏡用於偵測使用者前方環境的狀況，並將環境狀況的相關資料傳輸至深度感知手套，深度感知手套依據前述資料及定位狀況發出震動，輔助視覺障礙人士以觸覺感知震動感知周遭環境，並且可以進一步進行虛擬繪圖。本發明可以解決現行缺乏小體積且可協助視覺障礙人士感知身旁環境的輔助工具的問題。","Y2024","main","No","影像處理技術",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","國立臺灣師範大學","2024-11-18","TWI799269B","2022-05-16","2023-04-11",59,"化學物質對雌激素受體的活性之預測方法","本發明提出一種化學物質對雌激素受體的活性之預測方法。該方法透過一計算機實現，包含步驟：a) 蒐集複數個化學物質並以一標註值註明其是否具有雌激素受體活性；b) 將每一化學物質依照簡化分子線性輸入規範，運算出包含一位有效編碼、400列42行的一一維特徵矩陣；c) 於一化學資料庫中取得每一化學物質的二維圖像、將該二維圖像轉為白底黑色圖像，及將該白底黑色圖像正規化為400列400行並以1與0組成的一二維特徵矩陣；d) 為每一化學物質將該一維特徵矩陣與該二維特徵矩陣合併為一400列442行的一合成特徵矩陣；及e) 以所有化學物質的合成特徵矩陣及對應的標註值，透過一卷積神經網路以產生出一估測模型，用以預估其它化學物質的標註值。","Y2024","branch","No","其他",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","國立臺灣海洋大學","2024-11-18","TWI826100B","2022-11-04","2023-12-11",66,"磨耗試驗機構","一種磨耗試驗機構，包含一支架單元及一試驗單元。支架單元包括一支架，該支架具有一底壁及兩個自該底壁橫向延伸的側壁，該底壁形成一開口。試驗單元包括一樞設於該底壁並穿過該開口的試驗件治具、一被該試驗件治具固持的試驗件、兩個分別設置於該等側壁的第一感測件及兩個穿設該等側壁及該等第一感測件的調整件，該等調整件能夠朝該試驗件治具移動以緊密抵靠該試驗件治具。","Y2024","main","No","其他",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","國立臺灣科技大學","2024-11-18","TWI835356B","2022-10-18","2024-03-11",36,"可調控穩定度之亂數產生系統及其方法","一種可調控穩定度之亂數產生系統及其方法，係包含有一靜態隨機存取記憶體及一可程式裝置，其中該可程式裝置能夠接收該靜態隨機存取記憶體每一次啟動所產生之隨機數據，該可程式裝置能夠將該隨機數據區分出多個位址及多組加密金鑰，並設定一碰撞偏移量，以判斷由哪一個位址開始挑選多個加密金鑰，並再使用挑選多個加密金鑰對該欲加密數據進行加密生成一亂數值。","Y2024","main","No","資訊安全技術",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","國立臺灣科技大學","2024-11-18","TWI809932B","2022-06-16","2023-07-21",46,"電池狀態診斷系統與診斷方法","一種數據收集系統，用以收集一待測電池的電池監控數據，並可連接一電池狀態估測系統而形成一電池狀態診斷系統並提供一診斷方法。此數據收集系統包括一備份電池、一雙向電源轉換器及一系統管理電路。雙向電源轉換器電性連接於備份電池，並且與待測電池形成可拆缷的電性連接。雙向電源轉換器可依據一測試電流的電流型態對待測電池進行抽載，並於達到放電截止電壓後依據所設定之電流型態對待測電池進行充電，使備份電池與待測電池的電量循環性地互換，以形成充放電循環。系統管理電路用以在充放電循環中取得待測電池的電池監控數據。依據處理後的電池監控數據，電池狀態估測系統可評估待測電池的狀態。","Y2024","main","No","電源管理技術",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","國立陽明交通大學","2024-11-18","TWI805400B","2022-06-07","2023-06-11",93,"奈米微粒分徑用的新穎慣性衝擊器","一種新穎慣性衝擊器包括一氣膠流入口、一預備腔、一噴嘴板、一衝擊腔、一注水式衝擊板、一尾流腔及一尾流出口。預備腔位於氣膠流入口及噴嘴板之間，噴嘴板具有多個噴孔，這些噴孔由預備腔往衝擊腔的方向呈漸縮漏斗狀。注水式衝擊板具有一微粒衝擊面、至少一形成於微粒衝擊面的注水口、一注水流道、一鋪設於微粒衝擊面並覆蓋至少一注水口的濾紙、一集水井、一氣流通道及一汲水流道。該至少一注水口連通於注水流道，汲水流道連通於集水井，氣流通道連通於衝擊腔及尾流腔之間，衝擊腔位於噴嘴板及濾紙之間，尾流出口連通於尾流腔。","Y2024","main","No","其他",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","國立陽明交通大學","2024-11-18","TWI825878B","2022-07-28","2023-12-11",93,"金屬鐵電金屬場效應電晶體、金屬鐵電金屬場效應電晶體陣列及其操作方法","一種金屬鐵電金屬(MFM)場效應電晶體(FET)，該MFMFET包含一MFM、一第一FET、以及一第二FET。該MFM具有一第一電極。該第一FET電連接該第一電極，且具有一第一閘極，其中該第一閘極具有一第一面積。該第二FET電連接該第一電極，且具有一第二閘極，其中該第二閘極具有一第二面積，該第一面積與該第二面積具有一比值，且該比值的一比值範圍為1：50至1：2。","Y2024","main","No","半導體結構",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","國立陽明交通大學","2024-11-18","TWI806804B","2022-12-05","2023-06-21",92,"具有自單一ＰＵＦ電路來源所得多重硬體簽章之裝置及相關方法、系統與應用","一種於內部或外部與多重數位簽章安全引擎介接的電子裝置，藉由多重數位簽章而可取得多個PUF安全憑證，並可自同一PUF熵源產生的多個唯一數位簽章中任意選擇使用。多重數位簽章安全性區域包括可動態測量的PUF熵源、非揮發性記憶體儲存媒體以及應相連電子裝置要求而執行對應函式的數位電路系統。所述電子裝置能夠在多個唯一數位簽章中，任意的選擇或切換對應相關網路安全應用程式的唯一數位簽章，不受上電時序或上電時序後的單次或多次運作所影響。","Y2024","branch","No","數據加密技術",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","國立陽明交通大學","2024-11-18","TWI826179B","2022-12-12","2023-12-11",64,"氮化鎵電晶體裝置","本發明提供一種氮化鎵電晶體裝置，包括：一基板；一氮化鎵層，設置於基板上；一阻障層，設置於氮化鎵層上；一源極，設置於阻障層上；一汲極，設置於阻障層上；一複合介電層，設置於阻障層上，且包括一第一成核層及一經摻雜的氧化鋯鉿層，第一成核層包括ZrO        2；以及一閘極，設置於複合介電層上。","Y2024","main","No","半導體結構",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","國立陽明交通大學","2024-11-18","TWI819717B","2022-07-25","2023-10-21",38,"半導體裝置及其製造方法","本案的一實施例提供了一種半導體裝置，包含基板、晶片、閂鎖效應保護電路、以及重佈線層。晶片是位於基板之上。閂鎖效應保護電路和晶片在一方向上分開。重佈線層傳輸閂鎖效應保護電路和晶片間的訊號。","Y2024","main","No","半導體結構",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","國立陽明交通大學","2024-11-18","TWI805457B","2022-07-22","2023-06-11",26,"發光裝置及其製造方法","一種製造發光裝置的方法包括以下流程。形成發光元件。通過電子計算器執行超穎介面的模擬。基於前述模擬，形成超穎介面。放置超穎介面於發光元件的出光側上。通過電子計算器執行超穎介面的模擬包括以下流程。建立超穎介面的超穎介面模型，其中超穎介面模型具有複數個單位晶胞，單位晶胞的複數個相位補償值在偏折方向上以超晶胞週期長度週期性地分布。調整單位晶胞的相位補償值並設置出光波長的光源，以模擬超穎介面模型在不同的相位補償值下的複數個穿透率。選定在穿透率之穿透率峰值下的相位補償值作為超穎介面的複數個製程參數。","Y2024","main","No","其他",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","國立雲林科技大學","2024-11-18","TWI835395B","2022-11-08","2024-03-11",79,"用於抗壞血酸檢測之生醫感測器之量測系統及其方法","一種用於抗壞血酸檢測之生醫感測器之量測方法包含：利用一抗壞血酸感測元件於一待測抗壞血酸樣本進行量測，以獲得一抗壞血酸量測訊號；將該抗壞血酸感測元件電性連接於一抗壞血酸訊號處理電路；將該抗壞血酸量測訊號經由該抗壞血酸訊號處理電路進行處理，以獲得一已處理抗壞血酸量測訊號；將該抗壞血酸訊號處理電路電性連接於一訊號讀出電路；及將該已處理抗壞血酸量測訊號經由該訊號讀出電路進行放大，以獲得一已放大抗壞血酸量測訊號。","Y2024","main","No","醫療感測技術",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","國立高雄大學","2024-11-18","TWI833427B","2022-11-07","2024-02-21",99,"可溶性ST2胜肽拓印導電聚合物及其用途","本發明係關於一種可溶性ST2胜肽拓印導電聚合物及其用途，尤其係指一種包含導電聚合物之單體、二維材料與可溶性ST2分子的一小部分胜肽作為模版之胜肽拓印導電聚合物。本發明所提供之可溶性ST2胜肽拓印導電聚合物具高度敏感性、準確度高、分析速度快、所需樣品量少及偵測極限低的優勢，以有效地檢測血清檢體中之可溶性ST2，從而達成檢測、預防及預後心力衰竭。","Y2024","main","No","生物識別技術",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","國立高雄科技大學","2024-11-18","TWI843146B","2022-07-11","2024-05-21",85,"陣列波導光柵裝置及其運作系統","一種陣列波導光柵裝置，包含一輸入單元、一連接該輸入單元的傳導單元、一調整單元，及一連接該傳導單元的輸出單元。該輸入單元包括一輸入光纖，及一連接該輸入光纖的第一耦合器。該傳導單元包括多條配置於一基準平面並按傳輸波長排列的傳導光纖。定義其中一個三角頂端鄰近傳輸波長最高之該傳導光纖的紅移調整區，及一個三角頂端鄰近傳輸波長最低之該傳導光纖的藍移調整區。該調整單元包括二分別對應該紅移調整區、該藍移調整區且用以對該等傳導光纖加熱的加熱器。該輸出單元包括一連接該等傳導光纖的第二耦合器，及多條輸出光纖。","Y2024","main","No","資料傳遞技術",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","國立高雄科技大學","2024-11-18","TWI831210B","2022-05-18","2024-02-01",87,"圖形化財務管理系統","本發明乃是一種圖形化財務管理系統，其包含：一登入財富管理頁面、一預設比對圖形頁面、一預設第一次及後續漲跌幅曲線高度及減碼加碼、一預設剩餘資產拋售次數及減碼加碼、一自訂配置圖形頁面、一自訂第一次及後續漲跌幅曲線高度及減碼加碼、一自訂剩餘資產拋售次數及減碼加碼、一有價證券日圖形、一圖形化預估及一提示訊息傳送。本發明具將複雜的市場有價證券價格線圖，以簡化趨勢圖形方式呈現，並讓使用者點選自己喜愛的簡化趨勢圖形來管理手上持有的有價證券，給予使用者作為管理有價證券財務管理的系統。","Y2024","branch","No","其他",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","國立高雄科技大學","2024-11-18","TWI836790B","2022-12-14","2024-03-21",30,"利用具隱含式密碼之空中簽名執行驗證之方法","本發明提供一種利用具隱含式密碼之空中簽名執行驗證之方法，其係應用於使用者於空間移動所產生軌跡，影像擷取裝置拍攝影像，影像包含手勢影像、軌跡影像以及經軟體轉換產生速度曲線，將手勢影像、軌跡影像以及速度曲線進行處理後，與資料庫預存之數據進行比對，通過比對後執行登入程式，藉由簽名時不同比劃對應不同手勢，可降低偽造簽名通過驗證之機率。","Y2024","branch","No","身分驗證系統",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","均華精密工業","2024-11-18","TWI803445B","2022-11-17","2023-05-21",57,"負壓式晶片分離設備及其晶片剝離裝置","本發明公開一種負壓式晶片分離設備及其晶片剝離裝置。所述晶片剝離裝置包含一載台、對應所述載台設置的一頂抵機構、及一負壓模組。所述載台用來固定一黏著膜，其黏接多個晶片。所述頂抵機構包含一腔體及多個頂抵器。當所述腔體抵接於所述黏著膜的周圍，以共同形成有一預剝離腔室時，多個所述頂抵器位於所述預剝離腔室內、並用來通過抵接於所述黏著膜而分別頂抵於多個所述晶片。所述負壓模組能用來在所述預剝離腔室形成小於1大氣壓的一負壓環境，以使未抵接於多個所述頂抵器的所述黏著膜部位，其能通過所述負壓環境而與多個所述晶片分離。","Y2024","branch","Yes","半導體結構製備","6640","半導體","2024-12-01",NA,NA,NA,99,232.15,876.24,NA,NA,NA,NA,NA,0.0292,54.7
