"","公司全名","更新日期","計算終止日","專利號","申請日","獲證日","PR","標題","專利摘要","主分支","公開發行","技術分類","股票代碼","產業別","收盤時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本","市值權重%","趨勢機率%","NA"
"623","友達光電","2025-03-03","2025-02-15","TWI867862B","2023-11-23","2024-12-21",83,"維修發光二極體基板的方法","一種維修發光二極體基板的方法包含檢測基板上的發光二極體的亮度，以得到至少一不良發光二極體與複數個正常發光二極體，將發光二極體分為維修群組與顯示群組，維修群組包含第一發光二極體，顯示群組包含第二發光二極體，第一發光二極體與第二發光二極體在第一方向與第二方向上交錯排列，且維修群組包含的至少一不良發光二極體的數量比顯示群組包含的至少一不良發光二極體的數量還多，調整第一維修用發光二極體的亮度，其中第一維修用發光二極體為維修群組的第一發光二極體之相鄰於顯示群組的至少一不良發光二極體的正常發光二極體。","decline","Yes","顯示技術","2409","光電業","2025-02-27",1.3,17.36,1,10.89,58.27,76.73,16.2,16.2,14.8,15.25,15.9,0.14519,12.8,"TW"
"624","友達光電","2025-03-03","2025-02-15","TWI847819B","2023-07-28","2024-07-01",7,"透明顯示裝置","一種透明顯示裝置包括第一透明基板、第一發光元件、第二發光元件、第三發光元件及第一頻帶阻隔濾波器。第一透明基板具有第一顯示區及第一顯示區外的第一透明區。第一發光元件、第二發光元件及第三發光元件設置於第一顯示區，且分別用以發出第一色光、第二色光及第三色光。第一頻帶阻隔濾波器設置於第一色光、第二色光及第三色光的傳遞路徑上。第一頻帶阻隔濾波器具有分別對應第一色光、第二色光及第三色光的第一阻隔帶、第二阻隔帶及第三阻隔帶。第一阻隔帶的半高寬、第二阻隔帶的半高寬及第三阻隔帶的半高寬落在15nm~55nm的範圍。","decline","Yes","顯示技術","2409","光電業","2025-02-27",1.3,17.36,1,10.89,58.27,76.73,16.2,16.2,14.8,15.25,15.9,0.14519,12.8,"TW"
"625","友達光電","2025-03-03","2025-02-15","TWI839694B","2022-03-04","2024-04-21",81,"顯示裝置","一種顯示裝置，包括第一發光單元、第二發光單元和第三發光單元。第一發光單元包括第一發光晶片和藍色色阻，藍色色阻具有0.141至0.151的第一藍色色度和0.033至0.043的第二藍色色度，入射進藍色色阻的第一光線具有459 nm至469 nm的波峰波長。第二發光單元包括第二發光晶片和綠色色阻，綠色色阻具有0.151至0.171的第一綠色色度和0.745至0.755的第二綠色色度，入射進綠色色阻的第二光線具有527 nm至537 nm的波峰波長。第三發光單元包括第三發光晶片和紅色色阻，紅色色阻具有0.692至0.698的第一紅色色度和0.302至0.308的第二紅色色度，入射進紅色色阻的第三光線具有639 nm至649 nm的波峰波長。","main","Yes","影像處理技術","2409","光電業","2025-02-27",1.3,17.36,1,10.89,58.27,76.73,16.2,16.2,14.8,15.25,15.9,0.14519,12.8,"TW"
"626","友達光電","2025-03-03","2025-02-15","TWI847938B","2023-02-21","2024-07-01",72,"發光單元","一種發光單元包含基板、發光元件及微透鏡。發光元件位於基板上。微透鏡包圍發光元件。微透鏡包含彼此鄰接的多個複眼結構。在一俯視角中，每一個複眼結構具有長度與寬度，且發光元件具有長度與寬度。每一個複眼結構在俯視角中的長度與寬度及發光元件在俯視角中的長度與寬度實質上滿足：1 ≦ (L1/W1)/(L2/W2) ≦ 1.5，其中W1為發光元件在俯視角中的寬度，L1為發光元件在俯視角中的長度，W2為每一個複眼結構在俯視角中的寬度，L2為每一個複眼結構在俯視角中的長度。","decline","Yes","顯示技術","2409","光電業","2025-02-27",1.3,17.36,1,10.89,58.27,76.73,16.2,16.2,14.8,15.25,15.9,0.14519,12.8,"TW"
"627","友達光電","2025-03-03","2025-02-15","TWI850063B","2023-08-14","2024-07-21",72,"透明顯示裝置","一種透明顯示裝置包括透明基板、第一畫素陣列及漏光抑制元件。透明基板具有多個顯示區及多個透明區。第一畫素陣列設置於透明基板上且包括多個第一畫素及多個第一開口。每一第一畫素與對應的一顯示區重疊。每一第一開口與對應的一透明區重疊。漏光抑制元件包括彼此隔開的多個擋光結構。多個第一畫素設置於透明基板的第一側。漏光抑制元件的每一擋光結構的至少一部分設置於透明基板的第二側。","main","Yes","影像處理技術","2409","光電業","2025-02-27",1.3,17.36,1,10.89,58.27,76.73,16.2,16.2,14.8,15.25,15.9,0.14519,12.8,"TW"
"628","友達光電","2025-03-03","2025-02-15","TWI832553B","2022-11-11","2024-02-11",92,"顯示面板與其製作方法","顯示面板包含陣列基板、發光二極體晶片、感光材料層與透明導電層。陣列基板包含第一電極墊與相鄰第一電極墊的第二電極墊，且第一電極墊與第二電極墊用以提供不同電位。發光二極體晶片包含位於相對兩側的第一電極與第二電極，第一電極電性連接第一電極墊。感光材料層在陣列基板上且包圍發光二極體晶片，並包含暴露第二電極墊的開口，感光材料層的開口的側壁具有第一部分與第二部分，第一部分的斜率比第二部分的斜率大，且第一部分於陣列基板的正投影比第二部分於陣列基板的正投影小。透明導電層在感光材料層上並連接第二電極墊與第二電極。","main","Yes","其他","2409","光電業","2025-02-27",1.3,17.36,1,10.89,58.27,76.73,16.2,16.2,14.8,15.25,15.9,0.14519,12.8,"TW"
"629","友達光電","2025-03-03","2025-02-15","TWI812139B","2022-04-01","2023-08-11",63,"顯示裝置","一種顯示裝置，包含：顯示面板與閘極控制電路。顯示面板包含排列為M行與N列的M*N個像素單元。各個像素單元包含彼此電連接之電晶體與膽固醇液晶像素，且各個像素單元的一端接收共模電壓。閘極控制電路經N條閘極信號線而分別電連接於位在N列的該等像素單元。閘極控制電路因應共模電壓自第一共模電壓位準轉變為第二共模電壓位準而控制N條閘極信號線同時產生同步致能脈波。其中，M、N為正整數。","main","Yes","影像處理技術","2409","光電業","2025-02-27",1.3,17.36,1,10.89,58.27,76.73,16.2,16.2,14.8,15.25,15.9,0.14519,12.8,"TW"
"630","友達光電","2025-03-03","2025-02-15","TWI856674B","2023-05-26","2024-09-21",86,"顯示裝置","一種顯示裝置適於在第一顯示面與第二顯示面的至少一者進行顯示，且其包括顯示面板、光路選擇模組與至少一反射元件。顯示面板設有第一顯示面，且適於發出影像光線。光路選擇模組設置在來自顯示面板的影像光線的傳遞路徑上。在通過光路選擇模組後沿著第一光路傳遞的影像光線適於在第一顯示面上呈現第一影像。在通過光路選擇模組後沿著第二光路傳遞的影像光線適於在第二顯示面上呈現第二影像。第一影像不同於第二影像。至少一反射元件設置在第二光路上。","main","Yes","影像處理技術","2409","光電業","2025-02-27",1.3,17.36,1,10.89,58.27,76.73,16.2,16.2,14.8,15.25,15.9,0.14519,12.8,"TW"
"631","友達光電","2025-03-03","2025-02-15","TWI795305B","2022-06-07","2023-03-01",25,"感光系統","一種感光系統，包含處理器及面板電路。面板電路包含取圖電路、信號收集電路及積分器。取圖電路用以根據光源以產生光電信號，並根據閘極信號以透過取圖電路的讀取線路以讀取光電信號。信號收集電路用以根據電源信號及光電信號以輸出偵測信號。積分器用以接收偵測信號以輸出總和信號，且處理器用以根據總和信號的斜率變化以切換取圖電路的操作階段至清圖階段、預備階段或讀圖階段。","decline","Yes","顯示技術","2409","光電業","2025-02-27",1.3,17.36,1,10.89,58.27,76.73,16.2,16.2,14.8,15.25,15.9,0.14519,12.8,"TW"
"632","友達光電","2025-03-03","2025-02-15","TWI807728B","2022-03-28","2023-07-01",89,"電泳顯示裝置及其驅動方法","一種電泳顯示裝置，包括第一元件基板、第二元件基板、顯示介質層以及隔離結構。第一元件基板包括第一載板以及多個畫素電極。畫素電極陣列於第一載板之上。第二元件基板包括第二載板以及至少一共用電極。共用電極重疊於畫素電極。顯示介質層以及隔離結構位於第一載板與第二載板之間。顯示介質層包括多個帶電粒子。隔離結構包括屏障結構以及隔離電極。隔離電極形成於屏障結構的底面上，且鄰近顯示介質層。","main","Yes","光學檢測系統","2409","光電業","2025-02-27",1.3,17.36,1,10.89,58.27,76.73,16.2,16.2,14.8,15.25,15.9,0.14519,12.8,"TW"
"633","友達光電","2025-03-03","2025-02-15","TWI796170B","2022-03-17","2023-03-11",80,"發光面板","一種發光面板包括畫素陣列基板、多個發光元件、黑矩陣層及透光圖案層。畫素陣列基板具有多個次畫素區與多個透光區。這些發光元件、黑矩陣層、透光圖案層設置於畫素陣列基板上。這些發光元件分別位於這些次畫素區上。黑矩陣層不分布於這些透光區內。透光圖案層分布於這些透光區內。黑矩陣層、透光圖案層與畫素陣列基板形成多個凹槽。這些凹槽分別位於這些次畫素區上。這些發光元件分別位於這些凹槽內。黑矩陣層與透光圖案層共同圍繞位於至少一個凹槽內的發光元件。","main","Yes","影像處理技術","2409","光電業","2025-02-27",1.3,17.36,1,10.89,58.27,76.73,16.2,16.2,14.8,15.25,15.9,0.14519,12.8,"TW"
"634","友達光電","2025-03-03","2025-02-15","TWI835126B","2022-04-29","2024-03-11",23,"液晶顯示面板","一種液晶顯示面板包括第一基板、畫素電路陣列、多個畫素電極、第二基板與設置在第一基板與第二基板之間的液晶層。畫素電路陣列包括多條資料線，並在第一基板上定義多個次畫素區。各個次畫素區內分布相鄰兩條資料線。這些畫素電極分別位於這些次畫素區內，並電性連接畫素電路陣列。在各次畫素區中，畫素電極與相鄰兩條資料線重疊。在液晶顯示面板顯示影像的期間，分布於各個次畫素區內的相鄰兩條資料線的電壓彼此不同。","main","Yes","影像處理技術","2409","光電業","2025-02-27",1.3,17.36,1,10.89,58.27,76.73,16.2,16.2,14.8,15.25,15.9,0.14519,12.8,"TW"
"635","友達光電","2025-03-03","2025-02-15","TWI818646B","2022-07-27","2023-10-11",85,"顯示面板和其製造方法","本公開提供一種顯示面板，包括基板、位於基板上方的像素襯墊層，以及位於基板上方且電性連接至像素襯墊層的接觸件堆疊。接觸件堆疊包括第一金屬層、位於第一金屬層上方的第二金屬層，以及位於第一金屬層和第二金屬層之間的第一層間絕緣層。第一層間絕緣層包括覆蓋第一金屬層的頂表面的邊緣的第一頂部部分。第二金屬層電性連接至第一層間絕緣層所暴露的第一金屬層的頂表面。第一層間絕緣層的側壁從基板的側壁內縮大於0的第一距離。","main","Yes","半導體製程技術","2409","光電業","2025-02-27",1.3,17.36,1,10.89,58.27,76.73,16.2,16.2,14.8,15.25,15.9,0.14519,12.8,"TW"
"636","友達光電","2025-03-03","2025-02-15","TWI814557B","2022-08-30","2023-09-01",77,"光學模組及包含其的增強實境近眼顯示器","揭露一種光學模組，包含投影光源及第一光波導。投影光源切換地提供第一影像光及第二影像光。第一光波導具有第一輸入耦合區、第一輸出耦合區及第二輸出耦合區。當第一影像光入射至第一輸入耦合區時，第一輸入耦合區沿第一方向傳遞第一影像光至第一輸出耦合區。當第二影像光入射至第一輸入耦合區時，第一輸入耦合區沿第二方向傳遞第二影像光至第二輸出耦合區，且第一方向及第二方向不相同。","main","Yes","光學檢測系統","2409","光電業","2025-02-27",1.3,17.36,1,10.89,58.27,76.73,16.2,16.2,14.8,15.25,15.9,0.14519,12.8,"TW"
"637","友達光電","2025-03-03","2025-02-15","TWI819863B","2022-10-26","2023-10-21",70,"顯示面板","一種顯示面板被提出。顯示面板包括畫素陣列基板、第一平坦層、多個第一接墊、第一發光元件、第二平坦層、多個第二接墊及第二發光元件。第一平坦層設置在畫素陣列基板上。多個第一接墊設置在第一平坦層上。第一發光元件電性接合至這些第一接墊。第二平坦層覆蓋第一發光元件。多個第二接墊設置在第二平坦層上。第二發光元件電性接合至這些第二接墊。","main","Yes","影像處理技術","2409","光電業","2025-02-27",1.3,17.36,1,10.89,58.27,76.73,16.2,16.2,14.8,15.25,15.9,0.14519,12.8,"TW"
"638","友達光電","2025-03-03","2025-02-15","TWI804365B","2022-06-27","2023-06-01",26,"顯示面板模組及顯示裝置","一種顯示面板模組，包括上顯示面板以及下顯示面板。下顯示面板與上顯示面板層疊配置且下顯示面板包括基板、光控制層以及聚光層。光控制層包括多個光吸收元件。聚光層包括多個聚光元件。聚光層配置於光控制層以及上顯示面板之間。光控制層配置於基板以及聚光層之間。這些光吸收元件在基板上的垂直投影落在這些聚光元件在基板上的垂直投影中。一種顯示裝置亦被提出。","main","Yes","光學檢測系統","2409","光電業","2025-02-27",1.3,17.36,1,10.89,58.27,76.73,16.2,16.2,14.8,15.25,15.9,0.14519,12.8,"TW"
"639","友達光電","2025-03-03","2025-02-15","TWI784915B","2022-06-02","2022-11-21",95,"顯示面板的操作方法以及顯示面板","本發明提供一種顯示面板的操作方法以及顯示面板。操作方法包括以下的步驟：設定顯示畫面以包括加密資料以及環繞加密資料的加密邊框；使加密資料的灰階值與加密邊框的灰階值之間的差值大於預設值；以及驅動畫素陣列以顯示顯示畫面。","main","Yes","其他","2409","光電業","2025-02-27",1.3,17.36,1,10.89,58.27,76.73,16.2,16.2,14.8,15.25,15.9,0.14519,12.8,"TW"
"640","台亞半導體","2025-03-03","2025-02-15","TWI831435B","2022-10-24","2024-02-01",24,"基板研磨方法","本發明提出一種基板研磨方法，包含提供具有凹槽之陶瓷盤，將玻璃板至於凹槽；加熱陶瓷盤及玻璃板至一預定溫度；塗佈蠟於玻璃板之中心，並黏貼待研磨基板；以壓蠟單元對陶瓷盤加壓預定時間；將玻璃板以及待研磨基板置於墊子之至少一溝槽中，墊子具有至少一缺口，待研磨基板具有第一高度；提供承載盤，承載盤包含至少一凸起點，凸起點具有第二高度，將墊子與承載盤中心重疊對準，凸起點穿過缺口並凸出缺口；以及以加壓單元提供承載盤壓力，將待研磨基板按壓於研磨盤而對待研磨基板研磨該第二高度。","decline","Yes","其他","2340","半導體","2025-02-27",0.6,-12.36,6,2.85,-62.29,-292.47,32.6,29.4,30,28.15,30.8,0.01533,64.5,"TW"
"641","台亞半導體","2025-03-03","2025-02-15","TWI858974B","2023-10-20","2024-10-11",46,"發光二極體封裝元件檢測方法","本發明係關於一種發光二極體封裝元件檢測方法，包含：提供一發光二極體封裝元件，其中發光二極體封裝元件包含一發光二極體晶粒、一支架及一包覆載體。發光二極體晶粒係設置於支架上，支架之高度高於發光二極體晶粒之高度，而且，包覆載體包覆發光二極體晶粒及部分之支架。接著，去除部分包覆載體以裸露發光二極體晶粒之上表面。","main","Yes","光學檢測系統","2340","半導體","2025-02-27",0.6,-12.36,6,2.85,-62.29,-292.47,32.6,29.4,30,28.15,30.8,0.01533,64.5,"TW"
"642","台亞半導體","2025-03-03","2025-02-15","TWI858880B","2023-08-21","2024-10-11",67,"單體光照繼電器及其製造方法","本發明係關於一種單體光照繼電器及其製造方法。單體光照繼電器製造方法係使用低摻雜基板，並於磊晶層形成第一P-N結構、第二P-N結構以及N-P-N結構，透過乾式蝕刻，將磊晶層分割為彼此電性隔離的高壓區及低壓區。接著，於磊晶層上沉積隔離層，並進行光罩蝕刻，以產生複數圖案，再沉積金屬層，以基於該等圖案於第一P-N結構形成發光二極體，於第二P-N結構形成光電二極體，以及於N-P-N結構形成至少一金屬氧化物半導體場效電晶體。","decline","Yes","其他","2340","半導體","2025-02-27",0.6,-12.36,6,2.85,-62.29,-292.47,32.6,29.4,30,28.15,30.8,0.01533,64.5,"TW"
"643","台灣伽瑪移動數位","2025-03-03","2025-02-15","TWI827029B","2022-04-29","2023-12-21",57,"用於推薦商品之方法及其相關電子裝置","本揭露提供一種用於推薦商品之方法及其相關電子裝置。本揭露中提供一種處理商品推薦清單的電子裝置。電子裝置包含通信模組、記憶模組以及處理模組。通信模組經組態以執行：接收用戶之目前狀態；接收用戶之至少一個先前訂單；接收用戶之至少一個瀏覽紀錄；及回應於商品之匹配分數大於或等於用戶屬性分數之第一預定比例，傳送第一信號，第一信號指示將商品加入至用戶之商品推薦清單中。處理模組經組態以執行：基於用戶之目前狀態判定第一組用戶屬性；基於用戶之至少一個先前訂單判定第二組用戶屬性；基於用戶之至少一個瀏覽紀錄判定第三組用戶屬性；基於第一組用戶屬性、第二組用戶屬性以及第三組用戶屬性判定用戶屬性分數；及基於第一組用戶屬性、第二組用戶屬性、第三組用戶屬性以及商品之第一組商品屬性判定商品之匹配分數。","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"644","台灣光罩","2025-03-03","2025-02-15","TWI854755B","2023-07-25","2024-09-01",98,"用以測試半導體元件之測試系統","一種測試系統用以測試複數個半導體元件，且包含加壓裝置、承載裝置以及抵壓裝置。加壓裝置包含罩體以及底座。罩體與底座構成測試腔體以及密封的輔助腔體。承載裝置係置於測試腔體內。每一個半導體元件係由承載裝置之一個測試座承載。抵壓裝置係置於罩體與承載裝置之複數個測試座之間。輔助腔體經由該至少一抽氣孔被抽氣，致使輔助腔體內之壓力下降以帶動罩體朝向底座移動並施力於抵壓裝置，使抵壓裝置抵壓複數個測試座以及複數個半導體元件，讓每一個測試座與其所承載的半導體元件電氣接觸。","main","Yes","半導體製程技術","2338","半導體","2025-02-27",0.43,-20.56,4,-8.14,-28.43,-48.39,50.6,NA,48.6,47.25,49.6,0.01505,0,"TW"
"645","台灣光罩","2025-03-03","2025-02-15","TWI858914B","2023-09-11","2024-10-11",13,"壓力驅動裝置","一種壓力驅動裝置包含腔室罩、配置座、第一氣密元件以及第二氣密元件。腔室罩與與配置座構成密閉的內腔室以及密閉的外腔室。受力工件係置於內腔室內或抵接於腔室罩的頂表面上。由於內腔室內之第一壓力、第一外腔室內之第二壓力以及外部之大氣壓力導致腔室罩相對配置座靠近或遠離，進而讓腔室罩對受力工件加壓或減壓。","main","Yes","其他","2338","半導體","2025-02-27",0.43,-20.56,4,-8.14,-28.43,-48.39,50.6,NA,48.6,47.25,49.6,0.01505,0,"TW"
"646","台灣大哥大","2025-03-03","2025-02-15","TWI869695B","2022-08-08","2025-01-11",60,"連網系統及其方法","一種連網系統，包含：一資料庫，儲存一第一確認資訊，該第一確認資訊關聯於一網路分享裝置；以及一伺服器，存取該資料庫，並通訊連接該網路分享裝置，該伺服器自該網路分享裝置接收一第二確認資訊；其中該伺服器基於該第一確認資訊以及該第二確認資訊，以決定是否提供一網路使用權限予該網路分享裝置。","main","Yes","無線通信技術","3045","通信網路業","2025-02-27",0.27,-2.93,5,9.3,17.06,20.43,104.9,104.8,113.1,114.5,106.5,0.52931,70.7,"TW"
"647","台灣大哥大","2025-03-03","2025-02-15","TWI847218B","2022-08-12","2024-07-01",35,"文字圖像辨識系統及其方法","一種文字圖像拆分系統，包含：一資料庫，儲存一初始文字資料、一第一數值資料、一第二數值資料以及複數個原始辨識文字資料，該初始文字資料包含一第一文字資料以及一第二文字資料；以及一伺服器，存取該資料庫，該伺服器接收一初始圖像資料，該初始圖像資料包含一第一文字圖像資料以及一第二文字圖像資料；其中該伺服器120至少藉由該第一文字資料、該第二文字資料、該第一文字圖像資料、該第二文字圖像資料、該第一數值資料、該第二數值資料以及該複數個原始辨識文字資料，以判斷該初始圖像資料是否符合該初始文字資料。","main","Yes","影像處理技術","3045","通信網路業","2025-02-27",0.27,-2.93,5,9.3,17.06,20.43,104.9,104.8,113.1,114.5,106.5,0.52931,70.7,"TW"
"648","台灣大哥大","2025-03-03","2025-02-15","TWI866435B","2023-09-01","2024-12-11",82,"視訊會議虛擬替身系統及其方法","本發明提供一種視訊會議系統，維護一視訊會議，該視訊會議允許一或多個使用者加入；及一虛擬替身控制模組，對應加入該視訊會議的一第一使用者生成一第一虛擬替身，對應加入該視訊會議的一第二使用者生成一第二虛擬替身，並令該第一虛擬替身採取一特色反應，以回應該第二使用者或該第二虛擬替身與該視訊會議的一互動。可以透過虛擬替身來與其他人輕鬆的進行交流，並同時這些虛擬替身可以有效的代表會議參加人，透過虛擬替身依據別人的動作給予回應。","main","Yes","其他","3045","通信網路業","2025-02-27",0.27,-2.93,5,9.3,17.06,20.43,104.9,104.8,113.1,114.5,106.5,0.52931,70.7,"TW"
"649","台灣大哥大","2025-03-03","2025-02-15","TWI856829B","2023-09-26","2024-09-21",86,"負載分配裝置及方法","一種負載分配裝置，通訊連接複數個伺服器以及一終端裝置，其中該終端裝置用以存取該些伺服器其中之一第一伺服器。該負載分配裝置用以自該終端裝置接收一資源請求。響應於自該終端裝置接收該資源請求，該負載分配裝置還用以基於一評估結果判斷是否將該終端裝置重導向至該些伺服器其中之一第二伺服器。響應於判斷將該終端裝置重導向至該第二伺服器，該負載分配裝置還用以傳送一資源回應至該終端裝置，其中該資源回應對應至該第二伺服器。","main","Yes","無線通信技術","3045","通信網路業","2025-02-27",0.27,-2.93,5,9.3,17.06,20.43,104.9,104.8,113.1,114.5,106.5,0.52931,70.7,"TW"
"650","台灣大哥大","2025-03-03","2025-02-15","TWI831540B","2022-12-26","2024-02-01",95,"信令風暴之阻斷方法","本發明揭露一種信令風暴阻斷方法，包含將一電信網路後台設備至少劃分為一第一層級風險控管區及一第二層級風險控管區，偵測並分析該第二層級風險控管區，以及至少根據識別該第二層級風險控管區一負載狀態或一異常事件，阻斷該第一層級控管區，使該第一層級控管區的至少一部分與該第二層級控管區斷開通訊連接。","main","Yes","無線通信技術","3045","通信網路業","2025-02-27",0.27,-2.93,5,9.3,17.06,20.43,104.9,104.8,113.1,114.5,106.5,0.52931,70.7,"TW"
"651","台灣大哥大","2025-03-03","2025-02-15","TWI869739B","2022-12-12","2025-01-11",11,"通訊網路作業監控系統及方法","本發明揭露一種通訊網路作業監控方法，包含：在一第一方的一終端裝置呈現一指令輸入介面，該指令輸入介面用於接收來自該第一方所輸入的一或多個待執行指令；及由一指令偵測及阻斷模組，根據一黑名單比對該一或多個待執行指令，以決定系統自動阻斷或經人工審核後手動阻斷該一或多個待執行指令，其中該黑名單包含與高風險指令有關的多個關鍵字。","main","Yes","無線通信技術","3045","通信網路業","2025-02-27",0.27,-2.93,5,9.3,17.06,20.43,104.9,104.8,113.1,114.5,106.5,0.52931,70.7,"TW"
"652","台灣大哥大","2025-03-03","2025-02-15","TWI854898B","2023-11-22","2024-09-01",41,"線上會議系統及其方法","一種線上會議系統，通訊連接複數個第一計算機裝置，並使該複數個第一計算機裝置進行一線上會議，該線上會議系統包含：一資料庫，儲存一至多個判斷資料，該一至多個判斷資料其中每一者分別關聯於該複數個第一計算機裝置其中至少一者；以及一伺服器，存取該資料庫，並通訊連接該複數個第一計算機裝置；其中該伺服器根據該一至多個判斷資料以將該複數個第一計算機裝置分為一第一計算機裝置群組以及一第二計算機裝置群組，該伺服器並根據該一至多個判斷資料產生一標示資料，該標示資料指示出該第一計算機裝置群組；其中該伺服器根據該標示資料以在該線上會議中，使該第一計算機裝置群組的資料傳輸方式採用雙向傳輸方式，並使該第二計算機裝置群組的資料傳輸方式採用單向傳輸方式。","main","Yes","其他","3045","通信網路業","2025-02-27",0.27,-2.93,5,9.3,17.06,20.43,104.9,104.8,113.1,114.5,106.5,0.52931,70.7,"TW"
"653","台灣大哥大","2025-03-03","2025-02-15","TWI867867B","2023-11-28","2024-12-21",33,"全景影片生成系統及方法","本發明提供一種全景影片生成系統，包括：第一模組，用於獲取多個使用者裝置的第一時間資料，並提供第二時間資料以將多個所述使用者裝置的時間整合成一致，其中所述使用者裝置具有攝像單元；第二模組，藉由關聯於一預定影像或者來自所述使用者裝置所提供的一第一影像其中一者，生成一第一資料，所述第一資料係多個關聯於該目標的特徵點；第三模組，基於多個所述使用者裝置的位置資訊生成一第二資料，該第二資料關聯於所述使用者裝置相對於該目標的位置；第四模組，根據所述第一資料與所述第二資料生成一操作資料，並分別提供所述操作資料於每一個所述使用者裝置，從而根據多個所述使用者裝置所拍攝的訊號源生成一全景影片，其中所述操作資料係一關聯於所述攝像單元對於所述目標的焦距以及方向的一指示，根據本發明的構想，可以實現一種即時串流的全景影片生成技術，","main","Yes","影像處理技術","3045","通信網路業","2025-02-27",0.27,-2.93,5,9.3,17.06,20.43,104.9,104.8,113.1,114.5,106.5,0.52931,70.7,"TW"
"654","台灣大哥大","2025-03-03","2025-02-15","TWI866862B","2024-05-17","2024-12-11",99,"串流會議裝置與串流會議數位影像輸出控制方法","一種串流會議數位影像輸出控制方法，包括：掃描串流平台的多個輸入頻道，以挑選出閒置輸入頻道；標記閒置輸入頻道為使用中輸入頻道；接收數位影音資料；接收主視覺影音資料，以依據主視覺影音資料和數位影音資料產生輸入數位影音資料；依據輸入數位影音資料產生輸出數位影音資料；加密輸出數位影音資料為加密影音資料，以傳輸加密影音資料至使用中輸入頻道；以及當使用中輸入頻道接收到加密影音資料時，轉換加密影音資料為播放清單資料，並將播放清單資料的檔案名稱設定為播放清單名稱，以透過串流平台傳輸播放清單資料至客戶會議室主機。","main","Yes","影像處理技術","3045","通信網路業","2025-02-27",0.27,-2.93,5,9.3,17.06,20.43,104.9,104.8,113.1,114.5,106.5,0.52931,70.7,"TW"
"655","台灣大哥大","2025-03-03","2025-02-15","TWI866239B","2023-05-30","2024-12-11",66,"會議共聚系統","一種會議共聚系統，其包括：一影音串流模組，配置成提供一或複數個人物影像串流，所述人物影像串流是根據一鏡頭拍攝一使用者所產生之一串流影音畫面；一輪廓運算模組，配置成接收該一或複數個人物影像串流，將所述人物影像串流的串流影音畫面根據該使用者臉部輪廓進行裁切而形成一裁切的串流影音畫面，並將該裁切的串流影音畫面嵌入一虛擬物件以形成一虛擬複合物件；一背景渲染模組，配置成渲染一視訊介面的一背景；及一複合串流模組，配置成將該虛擬複合物件疊加至該背景。","main","Yes","影像處理技術","3045","通信網路業","2025-02-27",0.27,-2.93,5,9.3,17.06,20.43,104.9,104.8,113.1,114.5,106.5,0.52931,70.7,"TW"
"656","台灣愛司帝科技","2025-03-03","2025-02-15","TWI858374B","2022-08-11","2024-10-11",38,"用於檢測電子元件之裝置","本發明提供一種用於檢測電子元件之裝置，包括一探針模組以及一承載平台。探針模組包括一基板、複數個探針對以及一撓性推力產生機構，基板的一表面上設有一線路；探針對設置於線路上且電性連接於線路，且線路用以提供電流至探針對；撓性推力產生機構設置於基板未設置探針對的另一表面上且用以提供一撓性推力至基板。承載平台相對於基板設置有探針對的表面設置且用以承載待檢測的一電子元件。","main","No","光學檢測系統",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"657","台灣揚昕","2025-03-03","2025-02-15","TWI819590B","2022-05-03","2023-10-21",87,"背光模組及顯示裝置","一種背光模組，包括光源、導光元件、第一稜鏡片、第二稜鏡片及第三稜鏡片。光源用以發出照明光束，導光元件配置於照明光束的傳遞路徑上。第一稜鏡片配置於導光元件上，且包括多個第一稜鏡，其中每一第一稜鏡的第一頂角朝向導光元件。第二稜鏡片配置於第一稜鏡片上方，且包括多個第二稜鏡，其中每一第二稜鏡的第二頂角朝向導光元件。第三稜鏡片配置於第二稜鏡片上方，且包括多個第三稜鏡，其中每一第三稜鏡的第三頂角朝向遠離導光元件的方向。一種包括上述背光模組的顯示裝置亦被提出。本發明提出的背光模組及顯示裝置具有準直出光的功效。","main","No","光學檢測系統",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"658","台灣松下電器","2025-03-03","2025-02-15","TWI866721B","2023-12-25","2024-12-11",83,"語音控制家電之近距離多裝置控制方法","一種語音控制家電之近距離多裝置控制方法，複數家電裝置的任一者於接收一喚醒語音後發送一廣播訊號，該等家電裝置的任一者於接收到該廣播訊號後，根據一家電清單進行判斷，當自身與該廣播訊號所對應的家電裝置皆列於該家電清單內時發送另一廣播訊號，並將有發送廣播訊號的所有家電裝置建立成一工作清單，列於該工作清單內的家電裝置中的任一者於接收一命令語音後，產生一對應該命令語音的聲音強度的聲音強度值，當自身接收的該命令語音所對應的聲音強度值為最大值時，該家電裝置執行自身接收的該命令語音所對應的命令，以避免使其他家電裝置產生誤動作。","decline","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
