"","公司全名","專利號","申請日","獲證日","PR","標題","專利摘要","預測年份","主分支","台灣上市櫃","技術分類","股票代碼","產業別","資料時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本"
"108","旺宏電子","TWI787080B","2022-02-10","2022-12-11",97,"三維快閃記憶體元件","一種記憶體元件，包括：基底、多個第一記憶體陣列、多個第一位元線、第一共同源極板以及第一陣列穿孔接觸窗。多個第一記憶體陣列位於所述基底的第一平面區中。多個第一位元線，位於所述多個第一記憶體陣列與所述基底之間，且與所述多個第一記憶體陣列電性連接。第一共同源極板位於所述多個第一記憶體陣列上方，且與所述多個第一記憶體陣列電性連接。第一陣列穿孔接觸窗設置於所述第一平面區外的第一接觸區，電性連接所述第一共同源極板。","Y2024","main","Yes","記憶體架構","2337","半導體","2024-07-26",0.66,1.77,4,-18.91,-36.03,-196.47,27.3,28.8,27.3,25.7,27.9
"109","美商應用材料","TWI816324B","2022-03-10","2023-09-21",97,"用於製造微型ＬＥＤ顯示器的系統及方法","一種用於製造發光二極體(LED)顯示器的工具及方法。工具包括用於將第一顏色轉換前驅物遞送到工件上的第一分配腔室。第一固化站固化工件以在工件上的LED的第一集合上方形成第一顏色轉換層。第一洗滌/乾燥腔室從工件移除第一顏色轉換前驅物的未固化部分並且隨後乾燥工件。第二分配腔室將第二顏色轉換前驅物遞送到工件上。第二固化站固化第二顏色轉換前驅物以在工件上的LED的第二集合上方形成第二顏色轉換層。第二洗滌/乾燥腔室從工件移除第二顏色轉換層的未固化部分。腔室的每一者係獨立可密封的。控制器控制工件運輸系統以在腔室之間順序地移動工件。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","群創光電","TWI832262B","2022-05-26","2024-02-11",97,"允許光線穿過的電子裝置及其構成的電子模組","本揭露公開了一種允許一光線穿過的電子裝置及包括所述電子裝置之一電子模組。所述電子裝置包括一基板，一含矽半導體設置在所述基板上，一第一導電層設置在所述含矽半導體上，一氧化物半導體設置在所述基板上，以及一第二導電層設置在所述氧化物半導體上。所述第一導電層以及所述第二導電層的其中一者包括允許所述光線穿過的一第一開口。所述電子模組包括所述電子裝置以及設置在所述電子裝置下方的一指紋感測器或一影像感測器。","Y2024","main","Yes","其他","3481","光電業","2024-07-26",1.17,-3.14,1,10.74,166.76,63.17,15,16,15.4,15.55,15.5
"111","聯發科技","TWI809860B","2022-05-09","2023-07-21",97,"執行主機控制器對儲存設備的中止處理的方法與系統","主機系統啟動中止已置於主機系統的提交隊列(SQ)中的命令。主機系統識別第一結果和第二結果中的至少一個。當第一結果表示命令未完成，第二結果表示已從SQ獲取SQ條目時，主機系統向儲存設備發送中止請求，並發出清理請求以指示主機控制器回收分配給命令的主機硬體資源。主機系統將完成隊列(CQ)條目添加到CQ，並基於第一結果和第二結果中的至少一個來設置CQ條目的總體命令狀態(OCS)值。","Y2024","main","Yes","其他","2454","半導體","2024-07-26",0.68,12.75,7,39.53,52.25,123.96,857.2,927.4,1294.5,1245,972.7
"112","致伸科技","TWI796150B","2022-03-01","2023-03-11",97,"發光滾輪結構","本發明提供一種發光滾輪結構，包括滾輪、支撐架以及光源模組。支撐架用以支撐滾輪並包括彼此相對的第一支撐部與第二支撐部，滾輪位於第一支撐部與第二支撐部之間。第一支撐部具有至少一貫穿開孔。貫穿開孔包括第一側壁段與第二側壁段，第二側壁段位於第一側壁段與滾輪之間，第一側壁段定義出第一開口，第二側壁段朝靠近滾輪的方向逐漸傾斜而定義出與第一開口相對的第二開口，第二開口的口徑大於第一開口的口徑。光源模組包括一電路板以及配置於電路板上的至少一發光元件。電路板配置於第一支撐部，使得發光元件對應於貫穿開孔。","Y2024","main","Yes","其他","4915","電子零組件","2024-07-26",0.72,-4.71,1,-7.01,-0.72,2.74,83.7,74.9,91.2,91,81.7
"113","英業達","TWI772189B","2021-09-24","2022-07-21",97,"硬碟模擬裝置及應用該裝置的測試系統及其測試方法","一種硬碟模擬裝置及應用該裝置的測試系統及其測試方法，透過提供具有檢測電路的硬碟模擬裝置以連接待測裝置，並且串接硬碟模擬裝置及待測裝置的測試連接埠，以便在待測裝置執行測試程序時，讀取待測裝置的插槽的信號連接狀態，以及通過測試連接埠傳送檢測指令驅動硬碟模擬裝置的檢測電路檢測電源腳位、時脈腳位及系統管理匯流排的信號以產生檢測結果，進而根據信號連接狀態及檢測結果驗證待測裝置的正確性，用以達到降低待測裝置的測試成本之技術功效。","Y2024","main","Yes","其他","2356","電腦及週邊","2024-07-26",0.46,6.73,1,8.59,16.19,66.35,54.3,32.9,55.4,49.5,45.9
"114","中興保全科技","TWI805334B","2022-04-22","2023-06-11",96,"網路監控錄像的異常偵測系統、方法與雲端伺服器","一種網路監控錄像的異常偵測系統、方法與雲端伺服器，其係包括本地端伺服器、雲端伺服器與監控錄像設備。本地端伺服器提供遠端儲存路徑資訊；監控錄像設備網路連接於本地端伺服器與雲端伺服器；監控錄像設備根據遠端儲存路徑資訊將串流影像資訊發送至雲端伺服器；雲端伺服器將串流影像資訊錄製為錄影檔案；雲端伺服器根據檔案錄製選項計數監控錄像設備的錄影檔案的錄影檔案數量；當錄影檔案數量大於警戒上限門檻值，雲端伺服器輸出警示訊息。","Y2024","main","Yes","其他","9917","其他","2024-07-26",0.48,-0.25,7,5.29,3.91,2.85,74.3,114.5,126.5,134,100.8
"115","中華電信","TWI805438B","2022-07-08","2023-06-11",96,"電子文件的存取權限的管理系統和管理方法","提出一種電子文件的存取權限的管理系統和管理方法。方法包含：由雲端伺服器儲存第一刪減文件的雜湊值、機密資料的密文、對應於機密資料的權限等級以及對應於機密資料的索引，第一刪減文件包含對應於索引的刪減區域；由第一終端裝置儲存第一刪減文件，並且自雲端伺服器接收雜湊值、密文、權限等級以及索引；由第一終端裝置響應於雜湊值與第一刪減文件匹配而根據索引、權限等級和密文還原第一刪減文件的刪減區域，從而產生第二刪減文件；以及由第一終端裝置傳送第二刪減文件至雲端伺服器。","Y2024","main","Yes","其他","2412","通信網路業","2024-07-26",0.62,-2.93,8,1.35,-0.45,-2.05,109.5,117.1,119.1,122.5,114.5
"116","力晶積成電子製造","TWI812356B","2022-07-18","2023-08-11",96,"半導體加工的方法及製具","半導體加工的方法包括以下步驟：提供半導體基板；形成膠層於半導體基板的表面上，其中膠層包括第一區及第二區，且第二區較第一區接近半導體基板的邊緣；以及使光束藉由製具以於對位於半導體基板的表面上的膠層的第二區進行半固化，其中從製具射向膠層的光束的主射線方向基本上平行於半導體基板的表面。","Y2024","main","Yes","半導體結構","6770","半導體","2024-07-26",0.9,8.49,5,-5.5,-22.26,-420.62,25.8,30.5,26.1,23.15,27.7
"117","力晶積成電子製造","TWI822621B","2023-03-30","2023-11-11",96,"檢測裝置","一種檢測裝置，包括：一基底、一感測裝置、以及一處理裝置。感測裝置，位於所述基底上方，用以產生多個狀態訊號，所述多個狀態訊號包括第一狀態訊號及第二狀態訊號。所述感測裝置包括：一感測器層、以及一導電膜。感測器層，位於所述基底上方，包括一第一感測器與一第二感測器。所述第一感測器用以產生所述第一狀態訊號，所述第二感測器用以產生所述第二狀態訊號。導電膜，具有一底面，位於所述感測器層上方。所述導電膜的所述底面與所述第一感測器的頂面與所述第二感測器的頂面具有一第一距離。所述導電膜具有一第一電位。處理裝置，位於所述感測裝置上方，與所述感測裝置電性耦合，用以接收並處理所述多個狀態訊號。當所述導電膜未接觸所述第一感測器時，所述第一狀態訊號為零電位，當所述導電膜接觸所述第一感測器時，所述第一狀態訊號為所述第一電位，當所述導電膜未接觸所述第二感測器時，所述第二狀態訊號為零電位，當所述導電膜接觸所述第二感測器時，所述第二狀態訊號為所述第一電位。","Y2024","main","Yes","半導體結構","6770","半導體","2024-07-26",0.9,8.49,5,-5.5,-22.26,-420.62,25.8,30.5,26.1,23.15,27.7
"118","南亞科技","TWI803013B","2021-10-07","2023-05-21",96,"製造半導體裝置的方法","一種製造半導體裝置的方法包括：在第一晶圓上形成第一接合層，並在第一接合層上形成蝕刻遮罩；使用蝕刻遮罩蝕刻第一接合層的邊緣部，並暴露出第一晶圓的一部分；移除蝕刻遮罩；以及將第二晶圓固定於第一接合層。","Y2024","main","Yes","半導體結構","2408","半導體","2024-07-26",0.82,36.83,9,47.91,50.08,-1.14,68,66.4,66.8,58.1,67.1
"119","南亞科技","TWI803312B","2022-05-09","2023-05-21",96,"具有多堆疊載體結構之半導體元件","本揭露提供一種半導體元件。該半導體元件包括位於一基板上的一中間介電層；位於該中間介電層中的一導電襯墊；以及一多堆疊載體結構，其包括位於該中間介電層上的一第一層、位於該第一層上的一第二層、以及位於該第二層上的一第三層。","Y2024","main","Yes","半導體結構","2408","半導體","2024-07-26",0.82,36.83,9,47.91,50.08,-1.14,68,66.4,66.8,58.1,67.1
"120","南亞科技","TWI809671B","2022-01-20","2023-07-21",96,"製造半導體結構的方法","提供一種製造半導體結構的方法，包含根據硬遮罩蝕刻基板，以在基板中形成多個主動區域以及多個溝槽；將第一氧化物以原子層沉積方式設於這些主動區域上與這些溝槽內，形成第一氧化物層；將第二氧化物以臨場蒸氣產生方式設於第一氧化物層上，形成第二氧化物層；將第三氧化物以高品質氧化方式設於第二氧化物層上，形成第三氧化物層，以防止主動區域被侵蝕與面積減少。","Y2024","main","Yes","半導體結構","2408","半導體","2024-07-26",0.82,36.83,9,47.91,50.08,-1.14,68,66.4,66.8,58.1,67.1
"121","南亞科技","TWI817629B","2022-07-27","2023-10-01",96,"半導體裝置與其製造方法","一種製造半導體裝置的方法包含形成包含第一氧化層與在第一氧化層上的第二氧化層的介電層堆疊。形成開口於介電層堆疊中，開口包含第一部分與第二部分，第一部分暴露第一氧化層的側壁，且第二部分暴露第二氧化層的側壁。形成犧牲層於介電層堆疊的頂表面上並沿著開口中的第一氧化層的側壁與第二氧化層的側壁。執行第一蝕刻製程，以移除犧牲層沿著第一氧化層的側壁的第一部分。執行第二蝕刻製程，以加寬開口的第一部分。移除犧牲層沿著第二氧化層的側壁與在介電層堆疊的頂表面上的第二部分。形成電容於介電層堆疊的開口中。","Y2024","main","Yes","半導體結構","2408","半導體","2024-07-26",0.82,36.83,9,47.91,50.08,-1.14,68,66.4,66.8,58.1,67.1
"122","南亞科技","TWI825516B","2021-11-30","2023-12-11",96,"製造半導體裝置的方法","一種製造半導體裝置的方法包含在介電結構上形成第一光阻層，且介電結構中具有開口。移除第一光阻層的第一部分，並留下在開口中的第一光阻層。在介電結構與開口中的第一光阻層上形成第二光阻層。在第二光阻層中形成第一溝槽以暴露第一光阻層與一部分的介電結構。藉由第二光阻層蝕刻介電結構的部分與第一光阻層的第二部分以形成第二溝槽。移除第一光阻層。以及，形成導電結構在第二溝槽與開口中形成導電結構。","Y2024","main","Yes","半導體結構","2408","半導體","2024-07-26",0.82,36.83,9,47.91,50.08,-1.14,68,66.4,66.8,58.1,67.1
"123","南亞科技","TWI825642B","2022-03-29","2023-12-11",96,"具有複合式下內連接件的半導體元件","本揭露提供一種半導體元件。該半導體元件包括一封裝結構，包括一第一側以及一第二側，該第二側相對該第一側設置；一中介結構，設置在該封裝結構的該第一側上；一第一晶粒，設置在該中介結構上；一第二晶粒，設置在該中介結構上；以及複數個下內連接件，設置在該封裝結構的該第二側上，且分別包括：一下外部層，設置在該封裝結構的該第二側上；一下內部層，被該下外部層所包圍；以及一腔室，被該下內部層所包圍。。","Y2024","main","Yes","半導體結構","2408","半導體","2024-07-26",0.82,36.83,9,47.91,50.08,-1.14,68,66.4,66.8,58.1,67.1
"124","南亞科技","TWI833582B","2023-02-14","2024-02-21",96,"具有單側電容器的半導體結構的製備方法","本揭露提供一種半導體結構的製備方法。該製備方法包括：提供一基底；依序形成一第一氮化物層、一第一犧牲層、一第二氮化物層、一第二犧牲層以及一第三氮化物層在該基底上；形成一第一開口以及一第二開口，其中該第一開口暴露在該基底中的一第一著陸墊，而該第二開口暴露在該基底中的一第二著陸墊；形成一第一電極在該第一開口中以及形成一第二電極在該第二開口中；同時移除該第一犧牲層與該第二犧牲層；以及形成一導電層以共形於該第一電極、該第二電極、該第一氮化物層、該第二氮化物層以及該第三氮化物層。","Y2024","main","Yes","半導體結構","2408","半導體","2024-07-26",0.82,36.83,9,47.91,50.08,-1.14,68,66.4,66.8,58.1,67.1
"125","南亞科技","TWI841466B","2023-08-04","2024-05-01",96,"互連結構及其製備方法","本申請提供一種互連結構及其製備方法。該互連結構包括一第一介電層、設置於該第一介電層上的一第二介電層，以及設置於該第一介電層中的一第一導電層。該互連結構還包括一導電通孔，與該第一導電層電性連接並延伸穿過該第一介電層及該第二介電層。該導電通孔有一第一側向表面被該第一介電層包圍以及一第二側向表面被該第二介電層包圍。該第一側向表面與該第二側向表面具有不同的斜度。","Y2024","main","Yes","半導體結構","2408","半導體","2024-07-26",0.82,36.83,9,47.91,50.08,-1.14,68,66.4,66.8,58.1,67.1
"126","南韓商三星電子","TWI818357B","2021-11-17","2023-10-11",96,"包含閘極結構的半導體裝置及其製造方法","本發明提供一種根據本揭露的例示性實施例的半導體裝置製造方法，包含：圖案化基底，由此形成主動圖案；形成穿透主動圖案的溝渠；形成覆蓋溝渠的支撐層；在支撐層處形成第一開口；形成經由第一開口填充溝渠的閘極電極層；以及形成電連接至主動圖案的位元線結構。支撐層包含覆蓋主動圖案的頂部表面的基座部分及安置於溝渠中的支撐件。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","南韓商三星電子","TWI830187B","2022-03-31","2024-01-21",96,"具有支撐件結構的半導體裝置","本發明提供一種半導體裝置，包含：下部電極；第一支撐件結構，包含與下部電極互連的第一支撐件圖案，其中第一支撐件圖案的側表面及下部電極的藉由第一支撐件圖案暴露的側表面至少部分地界定第一開放區，第一支撐件圖案彼此間隔開，第一開放區在水平方向上在第一支撐件圖案當中延伸；介電層，覆蓋第一支撐件結構及下部電極；以及上部電極，位於介電層上。第一支撐件圖案的鄰近者之間的距離小於或等於下部電極的間距。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","南韓商三星電子","TWI837698B","2022-06-10","2024-04-01",96,"真空隧道裝置及其製造方法","本發明提供一種製造真空隧道裝置的方法，方法包含：在基底上形成隧道裝置；在基底上形成絕緣夾層，使得絕緣夾層具有暴露隧道裝置的開口；以及在真空腔室中執行梯度沈積製程以在絕緣夾層上形成密封層，使得密封層填充開口的上部部分。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","南韓商樂金顯示科技","TWI814117B","2021-10-27","2023-09-01",96,"顯示裝置及其製造方法","顯示裝置包含陣列基板以及密封結構。陣列基板具有顯示區、位於顯示區之外的非顯示區以及發光陣列。密封結構設置於陣列基板上，其中密封結構密封發光陣列，並將面向密封結構且呈板狀的加強基板固定到陣列基板。就此而言，密封結構包含面向陣列基板的第一黏著層、面向加強基板的第二黏著層以及設置於第一黏著層與第二黏著層之間的障壁層。因此，密封結構具有較臨界厚度還大的厚度，以避免由黏著材料所製成的單層中的製程缺陷。由於這種密封結構，避免固定具有較大厚度的加強基板的可靠度降低。因此，由於加強基板，剛性和散熱效果為充足的。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","友達光電","TWI816413B","2022-05-31","2023-09-21",96,"半導體裝置及其製造方法","一種半導體裝置及其製造方法。半導體裝置包括基板、第一氧化物層、絕緣圖案、金屬氧化物層、閘介電層、閘極、源極以及汲極。第一氧化物層位於基板之上。絕緣圖案位於第一氧化物層上，且包括氮化矽層以及第二氧化物層。氮化矽層位於第一氧化物層與第二氧化物層之間。金屬氧化物層接觸第一氧化物層的上表面、絕緣圖案的側壁以及絕緣圖案的上表面。閘介電層位於金屬氧化物層上。閘極位於閘介電層上。部分絕緣圖案位於閘極與基板之間。源極以及汲極電性連接金屬氧化物層。","Y2024","main","Yes","半導體結構","2409","光電業","2024-07-26",0.73,9.86,1,16.19,140.39,55.64,18.2,17.4,18.6,18.05,17.9
"131","友達光電","TWI836927B","2023-03-03","2024-03-21",96,"發光裝置","一種發光裝置包括發光基板、畫素定義層、多個波長轉換層與多個填充材料。畫素定義層具有多個次畫素開口，並包括第一黑色遮光層、第二黑色遮光層以及主體層。第一黑色遮光層位於發光基板與第二黑色遮光層之間。主體層設置於第一黑色遮光層與第二黑色遮光層之間。各個次畫素開口從第二黑色遮光層經由主體層與第一黑色遮光層而延伸至發光基板。波長轉換層與填充材料設置於這些次畫素開口內，其中這些填充材料的最大厚度小於畫素定義層的厚度。","Y2024","main","Yes","半導體結構","2409","光電業","2024-07-26",0.73,9.86,1,16.19,140.39,55.64,18.2,17.4,18.6,18.05,17.9
"132","台灣積體電路製造","TWI773495B","2021-08-23","2022-08-01",96,"晶片封裝結構及其形成方法","提供晶片封裝結構的形成方法。所述方法包括設置晶片封裝於配線基板上。所述方法包括形成第一導熱結構及第二導熱結構於晶片封裝上。第一導熱結構及第二導熱結構被第一間隙分開。所述方法包括透過第一導熱結構及第二導熱結構接合散熱蓋至晶片封裝。在接合散熱蓋至晶片封裝期間，第一導熱結構及第二導熱結構朝向彼此延伸，直到第一導熱結構接觸第二導熱結構。","Y2024","main","Yes","散熱管理技術","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"133","台灣積體電路製造","TWI805170B","2022-01-05","2023-06-11",96,"包含散熱塊的積體扇出型封裝與其製造方法","一種方法包含形成封裝，該方法包含在載體上方形成複數個重分佈線以及在載體上方形成散熱塊。複數個重分佈線及散熱塊藉由共同製程形成。散熱塊具有第一金屬密度，且複數個重分佈線具有小於第一金屬密度的第二金屬密度。方法進一步包含：在載體上方形成金屬柱；將裝置晶粒直接置放在散熱塊上方；以及將裝置晶粒及金屬柱包裝在包裝劑中。隨後使封裝與載體脫離。","Y2024","main","Yes","散熱管理技術","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"134","台灣積體電路製造","TWI809822B","2022-04-15","2023-07-21",96,"半導體裝置及其形成方法","一種裝置包含閘極結構、n型源極/汲極特徵、p型源極/汲極特徵、NFET通道及PFET通道。閘極結構位於基板上方。n型源極/汲極特徵分別位於閘極結構的相對的第一側及第二側。p型源極/汲極特徵分別位於閘極結構的相對的第三側及第四側。NFET通道在閘極結構內延伸且連接n型源極/汲極特徵。PFET通道在閘極結構內延伸且連接p型源極/汲極特徵。NFET通道及PFET通道由閘極結構垂直隔開。","Y2024","main","Yes","功率元件","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"135","台灣積體電路製造","TWI815174B","2021-09-01","2023-09-11",96,"脫層感測器及使用脫層感測器的測試方法","本發明實施例係關於半導體結構及其等測試方法。根據本揭露之一半導體結構包含一基板，在該基板上方之一半導體裝置，其中該半導體裝置包含一互連結構，且該互連結構包含設置在一介電層中之複數個金屬化層；及一脫層感測器。該脫層感測器包含一連接結構，以及在該複數個金屬化層之至少一者中之複數個接點通路。該連接結構將該半導體裝置接合至該基板，且不在功能上將該半導體裝置耦合至該基板。該複數個接點通路落在該連接結構之一垂直投影區域之一第一區內，但不與該垂直投影區域之一第二區重疊。","Y2024","main","Yes","半導體結構","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"136","台灣積體電路製造","TWI824407B","2022-02-09","2023-12-01",96,"晶片封裝體結構及其形成方法","提供一種晶片封裝體結構及其形成方法。 晶片封裝體結構包括一中介基底，其包括由一間隙區所隔開的第一及第二晶粒區。晶片封裝體結構也包括分別排置於第一及第二晶粒區上的第一及第二半導體晶粒。另外，晶片封裝體結構包括第一及第二間隙填充層形成於間隙區上並彼此分開，以及一第三間隙填充層位於間隙區上及第一與第二間隙填充層之間。第三間隙填充層的楊氏模數小於第一間隙填充層的楊氏模數及第二間隙填充層的楊氏模數。","Y2024","main","Yes","半導體結構","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"137","台灣積體電路製造","TWI842199B","2022-11-15","2024-05-11",96,"半導體裝置及其製造方法","一種方法包含提供具有一基板、位於基板上方的半導體通道層、位於半導體通道層上方的界面氧化物層及位於界面氧化物層上方的高k閘極介電層的結構，其中半導體通道層包含鍺。此方法進一步包含在高k閘極介電層上方形成金屬氮化物層及使用含金屬氣體對結構進行第一處理。在進行第一處理之後，方法進一步包含將矽層沉積於金屬氮化物層上方；然後對結構進行退火，使得金屬混合層形成於高k閘極介電層上方。金屬混合層包含金屬氧化物，金屬氧化物具有來自高k閘極介電層的多種金屬種類及來自含金屬氣體的多種附加金屬種類。","Y2024","main","Yes","半導體結構","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"138","台灣積體電路製造","TWI842414B","2023-03-01","2024-05-11",96,"影像感測器及其形成方法","本揭露的各種實施例是有關於一種影像感測器。影像感測器包括結合至第二晶片的第一晶片。第一晶片包括半導體基底。第一晶片包括第一電晶體胞元及第二電晶體胞元。第二電晶體胞元與第一電晶體胞元在側向上間隔開。第一基底穿孔（TSV）垂直地延伸穿過半導體基底。第一電晶體胞元電性耦合至第一TSV。第二TSV垂直地延伸穿過第一半導體基底。第二電晶體胞元電性耦合至第二TSV。第二晶片包括電性耦合至第一TSV及第二TSV的第一讀出電路。第一讀出電路在側向上設置於第一TSV與第二TSV之間。第一讀出電路被配置成自第一電晶體胞元接收第一訊號。","Y2024","main","Yes","半導體結構","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"139","和碩聯合科技","TWI817874B","2022-12-23","2023-10-01",96,"滑軌集成","一種滑軌集成，適於設置於第一機殼之第一側面。滑軌集成包括外滑軌、內滑軌、第一卡合組件及第二卡合組件。外滑軌包括第一卡勾。內滑軌滑設於外滑軌且包括第一端、第二端及多個定位槽。第一機殼的多個第一固定部卡合至這些定位槽的其中數者，使第一機殼固定於內滑軌。第一卡合組件局部地重疊於這些定位槽中最靠近第二端的臨界定位槽且包括第二卡勾。第二卡合組件靠近第二端且包括第三卡勾。第一機殼組設於內滑軌時，第一固定部推抵第一卡合組件，第二卡勾離開與第一卡勾卡合的路徑，第一機殼與內滑軌滑動至第三卡勾卡合於第一卡勾的位置。","Y2024","main","Yes","其他","4938","電腦及週邊","2024-07-26",0.91,-14.21,1,-21.29,2.12,9.64,82.2,88.7,104.1,104.5,89.2
"140","和碩聯合科技","TWI818886B","2023-05-08","2023-10-11",96,"旋鈕裝置及手勢控制裝置","一種旋鈕裝置，包括底座、轉軸、環形殼體以及投射燈。轉軸連接底座。環形殼體連接轉軸，以使環形殼體可旋轉地設置於底座。環形殼體包括環形透光區，且環形透光區具有多個圖案。投射燈設置於環形殼體內，並用以通過環形透光區投影多個功能選單的其中之一。每一功能選單包括多個圖案中的一部分。","Y2024","main","Yes","其他","4938","電腦及週邊","2024-07-26",0.91,-14.21,1,-21.29,2.12,9.64,82.2,88.7,104.1,104.5,89.2
"141","國立臺灣大學","TWI809822B","2022-04-15","2023-07-21",96,"半導體裝置及其形成方法","一種裝置包含閘極結構、n型源極/汲極特徵、p型源極/汲極特徵、NFET通道及PFET通道。閘極結構位於基板上方。n型源極/汲極特徵分別位於閘極結構的相對的第一側及第二側。p型源極/汲極特徵分別位於閘極結構的相對的第三側及第四側。NFET通道在閘極結構內延伸且連接n型源極/汲極特徵。PFET通道在閘極結構內延伸且連接p型源極/汲極特徵。NFET通道及PFET通道由閘極結構垂直隔開。","Y2024","main","No","功率元件",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","國立陽明交通大學","TWI819717B","2022-07-25","2023-10-21",96,"半導體裝置及其製造方法","本案的一實施例提供了一種半導體裝置，包含基板、晶片、閂鎖效應保護電路、以及重佈線層。晶片是位於基板之上。閂鎖效應保護電路和晶片在一方向上分開。重佈線層傳輸閂鎖效應保護電路和晶片間的訊號。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","大邱慶北科學技術院","TWI837698B","2022-06-10","2024-04-01",96,"真空隧道裝置及其製造方法","本發明提供一種製造真空隧道裝置的方法，方法包含：在基底上形成隧道裝置；在基底上形成絕緣夾層，使得絕緣夾層具有暴露隧道裝置的開口；以及在真空腔室中執行梯度沈積製程以在絕緣夾層上形成密封層，使得密封層填充開口的上部部分。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","日商三菱電機","TWI829195B","2022-06-13","2024-01-11",96,"資訊處理裝置、程式產品及資訊處理方法","資訊處理裝置100具備：記憶部(102)，其記憶有將對數概度顯示為以升冪排列單位系列的長度及時間步長之行列的成分之對數概度行列；行列旋轉操作部(103)，其藉由使一單位一單位增加其長度及其時間步長情況下之對數概度在其長度的升冪中以一線排列方式進行對數概度的移動之移動處理，產生移動對數概度行列；連續產生機率並行計算部(104)，其在移動對數概度行列中，藉由對於每一線進行從一線的最開始到各成分之對數概度的加算，產生連續產生機率行列；行列旋轉操作部(103)，其在連續產生機率行列中，藉由將利用移動處理移動值之成分的移動目的地與移動來源相互對換方式移動連續產生機率，產生移動連續產生機率行列；及前向機率逐次並行計算部(105)，其使用移動連續產生機率行列計算前向機率。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","日商斯庫林集團","TWI823167B","2021-10-29","2023-11-21",96,"下表面刷、刷基座及基板洗淨裝置","本發明之下表面刷具備基台部、第1洗淨部及第2洗淨部。第1洗淨部自基台部之上表面朝上方突出，且以通過俯視時基台部之幾何中心向一方向延伸之方式，設置於基台部之上表面。第2洗淨部自基台部之上表面朝上方突出，且以沿基台部之外緣之方式，設置於基台部之上表面。或者，一對或複數對第2洗淨部亦可自基台部之上表面朝上方突出，且以隔著第1洗淨部對向之方式，設置於基台部之上表面。","Y2024","main","No","超音波清洗技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","日商斯庫林集團","TWI840956B","2022-09-20","2024-05-01",96,"基板處理方法及基板處理裝置","本發明提供一種基板處理方法及基板處理裝置。基板處理方法係藉由基板處理裝置(100)來執行。基板處理裝置(100)具備處理槽(110)、及配置於處理槽(110)之內部之氣泡供給管(21)。基板處理方法中，基板保持部(120)將基板(W)浸漬於處理槽(110)中所貯存之鹼性處理液(LQ)中。氣泡供給部(200)於基板(W)浸漬於鹼性處理液(LQ)中之狀態下，從基板(W)之下方對鹼性處理液(LQ)，從設置於氣泡供給管(21)之複數個氣泡孔(G)之各者供給氣泡(BB)。","Y2024","main","No","超音波清洗技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","日商新川","TWI827978B","2021-09-16","2024-01-01",96,"安裝裝置","安裝裝置(10)包括：接合載台(20)，保持配置有半導體晶片(100)的基板(104)；基台(21)；安裝頭(17)，安裝有將半導體晶片(100)按壓至基板(104)的按壓工具(16)；以及薄膜配置機構(30)，被設於基台(21)，使覆膜(110)沿著接合載台(20)移動，從而將覆膜(110)配置於被按壓至基板(104)的半導體晶片(100)與按壓工具(16)之間，薄膜配置機構(30)包含：薄膜引導件(40)，引導覆膜(110)，並且規定相對於接合載台(20)的高度；以及升降機構(50)，經由彈簧(56)而連接於薄膜引導件(40)，使薄膜引導件(40)相對於接合載台(20)而升降。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
