"","公司全名","更新日期","專利號","申請日","獲證日","PR","標題","專利摘要","預測年份","主分支","台灣公開發行","技術分類","股票代碼","產業別","資料時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本","市值權重%","趨勢機率%"
"105","佳凌科技","2025-01-03","TWI831381B","2022-09-20","2024-02-01",31,"車用除霧鏡頭","一種車用除霧鏡頭，包括有一鏡筒、一鏡片及一親水層，該鏡筒具有一開孔朝向物側；該鏡片設置於該鏡筒中並位於該開孔處；該親水層覆蓋該鏡片之表面，該親水層包含矽氧化合物，凝結於該鏡片上之水珠能形成片狀薄膜而貼附在該鏡片之表面，且不易形成球狀水滴，藉此，能改善鏡頭視野被球狀水滴遮蔽的問題，以有效提升該車用除霧鏡頭擷取影像的清晰度，進而使得該車用除霧鏡頭能應用於各種環境中。","Y2024","branch","Yes","光學元件","4976","光電業","2025-01-01",NA,NA,NA,47.18,199.29,84.32,NA,NA,NA,NA,NA,0.00645,94.8
"106","佳霖科技","2025-01-03","TWI835575B","2023-03-02","2024-03-11",43,"半導體晶圓的製造方法","本申請提供一種半導體晶圓的製造方法，包括：提供一晶圓和一支撐基板，其中該晶圓包含一第一部分和一第二部分；在該支撐基板的表面形成一分離層；鍵合該支撐基板與該晶圓，其中該分離層形成在該支撐基板與該晶圓之間；對鍵合的該支撐基板與該晶圓進行一智能切割處理以去除該晶圓的該第一部分；以及藉由該分離層將該支撐基板與該晶圓的該第二部分分離。","Y2024","branch","No","半導體技術",NA,NA,"2025-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","信昌宏工業","2025-01-03","TWI815566B","2022-07-20","2023-09-11",65,"電子設備雲端管理系統","一種電子設備雲端管理系統，包含有：一外部導入伺服器、一資訊分析模組、一動力資料庫管理模組、一周邊裝置資料庫管理模組以及一應用設備資料庫管理模組所構成；該外部導入伺服器係透過電信網路與至少一組以上的感應器資訊收集模組連線，前述的感應器資訊收集模組是將各廠商所運用在公共電動自行車以及相關設備的資訊數據彙整後傳送到該外部導入伺服器；該資訊分析模組根據導入的數據加以分析，再將資料分類分別存入動力資料庫管理模組、周邊裝置資料庫管理模組、應用設備資料庫管理模組，免除業者為了開發資料庫而延誤系統上線。","Y2024","branch","No","其他",NA,NA,"2025-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","信紘科技","2025-01-03","TWI820966B","2022-10-14","2023-11-01",55,"氣體檢測系統及其氣體檢測方法","一種氣體檢測系統包含一櫃體、一管路模組、一氣體分析儀、一閥件及一控制單元。管路模組具有一管線組、一注氣嘴及一排氣口，管線組位於櫃體內，分別連接注氣嘴及排氣口。注氣嘴以供自外部注入一受測氣體。排氣口以供排出受測氣體。氣體分析儀安裝於櫃體內，接通管線組，用以分析自管線組取得之受測氣體。此閥件安裝於管線組上，且介於注氣嘴與氣體分析儀之間，用以開啟或關閉注氣嘴與氣體分析儀的聯通。控制單元電連接所述閥件，用以控制閥件之開關。","Y2024","main","Yes","熱管理","6667","其他電子業","2025-01-01",NA,NA,NA,73.65,28.64,23.29,NA,NA,NA,NA,NA,0.01023,0
"109","信通交通器材","2025-01-03","TWI819920B","2022-12-08","2023-10-21",89,"具有分散交錯導電件及低寄生電感的功率模組","一種具有分散交錯導電件及低寄生電感的功率模組，包括至少一基座、第一單元及第二單元。基座設置至少一電流輸入匯流排及至少一電流輸出匯流排。第一及第二單元分別包括設置複數功率元件的電路基部，每一功率元件具有被導接至各自電路基部的並聯電流輸入端和並聯電流輸出端。第一及第二單元分別以複數串接導電件彼此串接，且分別藉由複數輸入和輸出導電件串接至電流輸入匯流排和電流輸出匯流排。串接導電件、輸入導電件和輸出導電件在長度方向投影重疊、在寬度方向的投影交錯分散排列和/或在高度方向的投影重疊。","Y2024","main","No","半導體技術",NA,NA,"2025-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","信通交通器材","2025-01-03","TWI819920B","2022-12-08","2023-10-21",89,"具有分散交錯導電件及低寄生電感的功率模組","一種具有分散交錯導電件及低寄生電感的功率模組，包括至少一基座、第一單元及第二單元。基座設置至少一電流輸入匯流排及至少一電流輸出匯流排。第一及第二單元分別包括設置複數功率元件的電路基部，每一功率元件具有被導接至各自電路基部的並聯電流輸入端和並聯電流輸出端。第一及第二單元分別以複數串接導電件彼此串接，且分別藉由複數輸入和輸出導電件串接至電流輸入匯流排和電流輸出匯流排。串接導電件、輸入導電件和輸出導電件在長度方向投影重疊、在寬度方向的投影交錯分散排列和/或在高度方向的投影重疊。","Y2024","main","No","電源管理技術",NA,NA,"2025-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","信通綠能科技","2025-01-03","TWI800381B","2022-05-19","2023-04-21",38,"內建閘極驅動晶片的覆晶封裝功率電晶體模組","一種內建閘極驅動晶片的覆晶封裝功率電晶體模組，供輸出至少數十安培的大功率訊號，上述模組包含：至少一個功率電晶體晶粒，具有一個暴露至少一源極接腳、汲極接腳以及閘極接腳；一陶瓷基板本體，具有一導接面和散熱面，其中導接面上成形有源極接墊、汲極接墊、閘極接墊以及驅動接墊；其中，前述閘極接墊相對於前述源極接墊或前述汲極接墊至少兩者之一的最近間距低於500μm，藉此降低寄生電感；至少一閘極驅動晶片，具有至少一個供焊接至上述閘極接墊的閘極接腳、以及至少一個對應前述閘極接腳並供焊接至上述驅動接墊的閘極驅動接腳。","Y2024","main","No","電源管理技術",NA,NA,"2025-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","健策精密工業","2025-01-03","TWI841359B","2023-04-24","2024-05-01",38,"封裝結構及其製造方法","一種封裝結構及其製造方法，其中封裝結構之製造方法包含數個步驟如下。提供一導線架。形成一第一罩幕層於導線架之上表面及一第二罩幕層於導線架之下表面，使得第一罩幕層、導線架與第二罩幕層共同成為一疊合結構。對疊合結構進行一圖案化製程，使得疊合結構上貫設有至少一通孔。對通孔內進行噴砂製程，並形成一粗糙結構表面於通孔內。在對疊合結構進行噴砂之後，移除第一罩幕層及第二罩幕層，以外露出導線架之上表面及下表面。","Y2024","main","Yes","半導體技術","3653","電子零組件","2025-01-01",NA,NA,NA,9.66,22.03,26.75,NA,NA,NA,NA,NA,0.25646,94.9
"113","健策精密工業","2025-01-03","TWI841359B","2023-04-24","2024-05-01",38,"封裝結構及其製造方法","一種封裝結構及其製造方法，其中封裝結構之製造方法包含數個步驟如下。提供一導線架。形成一第一罩幕層於導線架之上表面及一第二罩幕層於導線架之下表面，使得第一罩幕層、導線架與第二罩幕層共同成為一疊合結構。對疊合結構進行一圖案化製程，使得疊合結構上貫設有至少一通孔。對通孔內進行噴砂製程，並形成一粗糙結構表面於通孔內。在對疊合結構進行噴砂之後，移除第一罩幕層及第二罩幕層，以外露出導線架之上表面及下表面。","Y2024","main","Yes","其他","3653","電子零組件","2025-01-01",NA,NA,NA,9.66,22.03,26.75,NA,NA,NA,NA,NA,0.25646,94.9
"114","健鼎科技","2025-01-03","TWI838065B","2023-01-05","2024-04-01",29,"具有對稱壓合結構的印刷電路板及其製造方法","本發明公開一種具有對稱壓合結構的印刷電路板及其製造方法。印刷電路板包含一內層線路結構及兩個外層線路結構。內層線路結構經過一次壓合所形成，且具有貫穿其第一接合面及第二接合面的第一鑽孔。第一鑽孔具有第一孔徑，並且第一鑽孔的內側壁形成有第一電鍍導電層。兩個外層線路結構經過二次壓合分別壓合至內層線路結構的第一接合面及第二接合面。兩個外層線路結構的其中一個外層線路結構具有第二鑽孔。第二鑽孔在位置上對應於第一鑽孔。第二鑽孔具有大於第一孔徑的第二孔徑，並且第二鑽孔的內側壁形成有與第一電鍍導電層相連接的第二電鍍導電層。","Y2024","main","Yes","半導體技術","3044","電子零組件","2025-01-01",NA,NA,NA,8.84,15.55,16.52,NA,NA,NA,NA,NA,0.13323,0
"115","健鼎科技","2025-01-03","TWI829370B","2022-09-29","2024-01-11",50,"半彎折印刷電路板的製造方法","本發明公開一種半彎折印刷電路板的製造方法，包括：提供核心基板；於核心基板的一側表面形成凸出的兩個金屬阻擋結構及凹陷的兩個雷射切割凹槽；其中兩個金屬阻擋結構的內側於核心基板上形成印刷區域，兩個雷射切割凹槽的位置對應於印刷區域；將可剝離印刷油墨印刷於印刷區域，並且填入於兩個雷射切割凹槽中；於核心基板的所述側表面上壓合增層板材結構；並且於核心基板的另一側表面上形成兩個盲撈開口，其在位置上分別對應於兩個雷射切割凹槽；將核心基板的位於兩個盲撈開口間的揭蓋結構移除，以形成揭蓋開口。","Y2024","main","Yes","其他","3044","電子零組件","2025-01-01",NA,NA,NA,8.84,15.55,16.52,NA,NA,NA,NA,NA,0.13323,0
"116","健鼎科技","2025-01-03","TWI837936B","2022-11-10","2024-04-01",88,"導熱式電路載板","本發明公開一種導熱式電路載板，其包含一線路板、多個導熱墊、多個導熱柱、及一金屬層。所述線路板包含一絕緣層、及分別形成於所述絕緣層相反側的一頂導電層與一底導電層。所述線路板自所述頂導電層朝向所述絕緣層凹設形成有多個置件槽、及自所述底導電層凹設形成有連通至多個所述置件槽的多個穿孔。多個所述導熱墊分別形成於多個所述置件槽內。多個所述導熱柱分別填滿於多個所述穿孔並分別連接於多個所述導熱墊。所述金屬層形成於所述底導電層並連接於多個所述導熱柱。每個所述置件槽能用以供電子元件容置以抵接於相對應的所述導熱墊。","Y2024","branch","Yes","散熱管理技術","3044","電子零組件","2025-01-01",NA,NA,NA,8.84,15.55,16.52,NA,NA,NA,NA,NA,0.13323,0
"117","健鼎科技","2025-01-03","TWI833428B","2022-11-08","2024-02-21",56,"散熱電路板的製造方法","本發明公開一種散熱電路板的製造方法，包含實施前置步驟，其包含：提供內層電路板結構，所述內層電路板結構具有彼此相反的兩個寬側面，各個所述寬側面定義有中間區域及環繞所述中間區域的周圍區域；實施對位靶孔形成步驟，其包含：於所述內層電路板結構的所述周圍區域形成多個對位靶孔；實施通孔形成步驟，其包含：以機械鑽孔方式於所述內層電路板結構的所述中間區域形成多個通孔；實施電鍍步驟，其包含：以電鍍方式於多個所述通孔中形成多個銅柱；以及實施外層曝光步驟，其包含：對所內層電路板結構進行外層曝光以形成為散熱電路板。","Y2024","branch","Yes","散熱管理技術","3044","電子零組件","2025-01-01",NA,NA,NA,8.84,15.55,16.52,NA,NA,NA,NA,NA,0.13323,0
"118","健鼎科技","2025-01-03","TWI836637B","2022-09-29","2024-03-21",95,"具有揭蓋開口的半彎折印刷電路板","本發明公開一種具有揭蓋開口的半彎折印刷電路板，包含一核心基板、兩個金屬阻擋結構、一貼合膠片、及一核心板材。核心基板內側包圍一揭蓋開口。兩個金屬阻擋結構設置於核心基板的一側表面且與核心基板共同包圍揭蓋開口。貼合膠片貼合於核心基板的該側表面、且一部分暴露於揭蓋開口。核心板材設置於貼合膠片遠離核心基板的一側表面。核心基板包圍揭蓋開口的底部兩側分別具有兩個雷射切割側壁。兩個金屬阻擋結構包圍揭蓋開口的側壁分別與兩個雷射切割側壁相連，並且各自定義為一金屬阻擋側壁。金屬阻擋側壁及雷射切割側壁之間具有一鈍角。","Y2024","main","Yes","半導體技術","3044","電子零組件","2025-01-01",NA,NA,NA,8.84,15.55,16.52,NA,NA,NA,NA,NA,0.13323,0
"119","健鼎科技","2025-01-03","TWI836637B","2022-09-29","2024-03-21",95,"具有揭蓋開口的半彎折印刷電路板","本發明公開一種具有揭蓋開口的半彎折印刷電路板，包含一核心基板、兩個金屬阻擋結構、一貼合膠片、及一核心板材。核心基板內側包圍一揭蓋開口。兩個金屬阻擋結構設置於核心基板的一側表面且與核心基板共同包圍揭蓋開口。貼合膠片貼合於核心基板的該側表面、且一部分暴露於揭蓋開口。核心板材設置於貼合膠片遠離核心基板的一側表面。核心基板包圍揭蓋開口的底部兩側分別具有兩個雷射切割側壁。兩個金屬阻擋結構包圍揭蓋開口的側壁分別與兩個雷射切割側壁相連，並且各自定義為一金屬阻擋側壁。金屬阻擋側壁及雷射切割側壁之間具有一鈍角。","Y2024","main","Yes","其他","3044","電子零組件","2025-01-01",NA,NA,NA,8.84,15.55,16.52,NA,NA,NA,NA,NA,0.13323,0
"120","健鼎科技","2025-01-03","TWI829370B","2022-09-29","2024-01-11",50,"半彎折印刷電路板的製造方法","本發明公開一種半彎折印刷電路板的製造方法，包括：提供核心基板；於核心基板的一側表面形成凸出的兩個金屬阻擋結構及凹陷的兩個雷射切割凹槽；其中兩個金屬阻擋結構的內側於核心基板上形成印刷區域，兩個雷射切割凹槽的位置對應於印刷區域；將可剝離印刷油墨印刷於印刷區域，並且填入於兩個雷射切割凹槽中；於核心基板的所述側表面上壓合增層板材結構；並且於核心基板的另一側表面上形成兩個盲撈開口，其在位置上分別對應於兩個雷射切割凹槽；將核心基板的位於兩個盲撈開口間的揭蓋結構移除，以形成揭蓋開口。","Y2024","main","Yes","半導體技術","3044","電子零組件","2025-01-01",NA,NA,NA,8.84,15.55,16.52,NA,NA,NA,NA,NA,0.13323,0
"121","元太科技工業","2025-01-03","TWI825837B","2022-07-11","2023-12-11",83,"薄膜電晶體結構","薄膜電晶體結構包含閘極電極、閘極絕緣層、第一非晶矽層、源極/汲極電極以及第二非晶矽層。閘極絕緣層位在閘極電極上。第一非晶矽層位在閘極絕緣層上。一源極/汲極電極位在第一非晶矽層上。第二非晶矽層位在閘極絕緣層中。","Y2024","branch","Yes","半導體技術","8069","光電業","2025-01-01",NA,NA,NA,34.71,17.68,24.34,NA,NA,NA,NA,NA,0.38233,0
"122","元智大學","2025-01-03","TWI831640B","2023-03-10","2024-02-01",78,"具有除霧機制的影像處理系統","本發明公開一種具有除霧機制的影像處理系統。平均深度計算模組計算原始影像的各像素區塊內的多個像素點分別的多個初始深度的平均值作為平均深度。當深度校正計算模組判斷原始影像中的哪一像素區塊的平均深度與其理想深度之間的關係不符合預設關係時，深度校正計算模組對原始影像中的那一像素區塊的初始深度進行校正，最後依據校正後的原始影像產生清晰影像。","Y2024","main","No","光學元件",NA,NA,"2025-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","元智大學","2025-01-03","TWI831462B","2022-11-09","2024-02-01",42,"客戶消費行為預測系統及客戶消費行為預測方法","本發明公開一種客戶消費行為預測系統及客戶消費行為預測方法，而客戶消費行為預測系統儲存有第一統計程式、第二統計程式、初步分群程式、進階分群程式、監控程式以及機器學習程式。第一統計程式計算出客戶的留存機率以及交易量期望值。第二統計程式計算出消費金額期望值。初步分群程式將客戶分為多個客戶群。進階分群程式界定留存機率界線以及消費次數界線以及將客戶群分群為高價值客戶群以及流失客戶群。當高價值客戶轉移至流失客戶群時，監控程式對流動的高價值客戶做標記。機器學習程式至少根據被標記的高價值客戶、消費次數、消費間隔時間、平均消費金額、留存機率、交易量期望值、消費金額期望值建立消費行為預測模型。","Y2024","main","No","機器學習技術",NA,NA,"2025-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","兆豐國際商業銀行","2025-01-03","TWI841965B","2022-05-23","2024-05-11",87,"信用卡消費授權系統","信用卡消費授權系統包括分別訊號連接的訊號收發器、可攜式電子裝置、第一工作站以及第二工作站。可攜式電子裝置適於讀取以及儲存包括信用卡服務介面的行動銀行應用程式。信用卡服務介面包括身分驗證介面以及消費紀錄整合介面。身分驗證介面適於執行線上快速身份驗證程序。消費紀錄整合介面顯示當期帳單金額以及多筆消費紀錄。第一工作站包括用以執行刷卡交易的信用卡交易設備，以及用以輸出多個交易單據的單據輸出模組。第二工作站包括驗證資訊記憶設備、資訊處理設備以及信用卡授權設備。驗證資訊記憶設備儲存對應於信用卡的至少一客戶身分驗證資訊。資訊處理設備接收刷卡交易的交易卡片資訊，判斷驗證資訊記憶設備有無對應的信用卡，並將線上快速身份驗證訊息輸出至對應於信用卡的使用者的行動銀行應用程式。信用卡授權設備在使用者完成線上快速身份驗證程序後，授權刷卡交易。","Y2024","main","No","資訊處理系統",NA,NA,"2025-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","兆豐國際商業銀行","2025-01-03","TWI818550B","2022-05-24","2023-10-11",95,"基於人工智慧查詢交易的單據的伺服器","提供一種基於人工智慧查詢交易的單據的伺服器。所述伺服器包括儲存媒體、收發器以及處理器。儲存媒體儲存人工智慧模型。收發器通訊連接至收款方電子裝置。處理器耦接儲存媒體以及收發器，其中處理器從收款方電子裝置接收包括單據檔的查詢請求；處理器將單據檔輸入至人工智慧模型以獲得對應於單據檔的關鍵資訊，並且提供關鍵資訊至收款方電子裝置；響應於從收款方電子裝置接收對應於關鍵資訊的確認訊息，處理器判斷關鍵資訊以及轉帳交易資訊是否匹配。","Y2024","main","No","機器學習技術",NA,NA,"2025-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","兆豐國際商業銀行","2025-01-03","TWI835619B","2023-04-06","2024-03-11",52,"簽約服務系統及其方法","一種簽約服務系統及其方法，該系統包括點讀裝置、顯示裝置及印刷物，其中點讀裝置包括與顯示裝置通訊連接的收發器、儲存媒體以及處理器。資料庫儲存關聯於印刷物的區域的影像資訊。處理器存取並執行儲存媒體所儲存的模組以及資料庫。碼讀取模組藉由點讀裝置點擊印刷物上的區域以讀取依據區域的索引及位置資訊產生的圖形碼。播放模組於顯示裝置上播放對應於與圖形碼對應的區域的影像資訊。選擇與調整模組用以供使用者選擇播放的影像資訊並且調整顯示版面。影像獲取模組獲取播放的影像資訊以及使用者操作點讀裝置及顯示裝置的操作影像資訊。","Y2024","main","No","資訊處理系統",NA,NA,"2025-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","先豐通訊","2025-01-03","TWI823434B","2022-06-22","2023-11-21",97,"波導電路板及其製造方法","一種波導電路板之製造方法，包括步驟：於一內側基板之開槽內設置發泡材料填充體；以及於所述內側基板之相對兩側分別設置外側基板，所述外側基板覆蓋所述開槽，所述發泡材料填充體抵接所述外側基板，獲得所述波導電路板。本申請提供之波導電路板之製造方法藉由發泡材料填充體抵持於所述開槽內，從而避免壓合過程中，該開槽發生塌陷。另外，本申請還提供一種波導電路板。","Y2024","main","No","其他",NA,NA,"2025-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","先豐通訊","2025-01-03","TWI831247B","2022-06-16","2024-02-01",76,"功率模組及其製作方法","一種功率模組，包括第一基板、功率晶片、第二基板、複數第一導電結構和第二導電結構。第一基板包括第一基材、第一導電線路層和第二導電線路層。功率晶片包括相對設置的第一表面和第二表面，功率晶片的第二表面與第一導電線路層電連接。第二基板包括第二基材以及第三導電線路層，第二基材覆蓋第一導電線路層和功率晶片並與第一基材相連接。複數第一導電結構貫通第二基材並電連接功率晶片的第一表面和第三導電線路層。第二導電結構貫通第一基材和第二基材並電連接第一導電線路層和第三導電線路層。本申請還提供一種功率模組的製作方法。","Y2024","main","No","電源管理技術",NA,NA,"2025-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","先豐通訊","2025-01-03","TWI823520B","2022-08-15","2023-11-21",71,"線路板及其製備方法","一種線路板的製備方法，包括：提供第一線路基板，所述第一線路基板包括疊設的第一絕緣層和內側線路層，所述第一線路基板中開設有貫穿的通槽；提供矽橡膠材料，對所述矽橡膠材料進行烘烤以使所述矽橡膠材料硬度增大，得到矽橡膠塊；將所述矽橡膠塊置於所述第一線路基板的所述通槽內，並將第二線路基板、所述第一線路基板和第三線路基板依次層疊，得到第一中間體；壓合所述第一中間體。本申請還提供一種線路板。本申請的矽橡膠塊可吸收電磁波，降低電磁干擾。所述矽橡膠塊經過烘烤具有較大的硬度，便於將其內埋並減小變形。","Y2024","branch","No","半導體技術",NA,NA,"2025-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","先豐通訊","2025-01-03","TWI833405B","2022-10-27","2024-02-21",55,"具有差厚線路層之電路板及其製造方法","一種具有差厚線路層之電路板，包括內側基材層與差厚線路層，所述差厚線路層設置於所述內側基材層之一側，所述差厚線路層包括第一部分與第二部分，所述第一部分之厚度小於所述第二部分之厚度。另外，本申請還提供一種具有差厚線路層之電路板之製造方法。","Y2024","main","No","其他",NA,NA,"2025-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","光寶科技","2025-01-03","TWI843466B","2023-03-07","2024-05-21",83,"散熱片黏貼機台","一種散熱片黏貼機台，適於將多個散熱片貼附在一電路板的多個熱源上。該些熱源位於電路板的一第一面與一第二面。散熱片黏貼機台包括一覆蓋組件、一散熱片儲存槽以及一運動機構。覆蓋組件包括一第一覆蓋件與一第二覆蓋件。第一覆蓋件與第二覆蓋件用以包覆電路板的第一面與第二面。第一覆蓋件與第二覆蓋件包括多個孔洞，多個孔洞適於對位至第一面與第二面上的多個熱源。散熱片儲存槽用以存放多個散熱片。運動機構在散熱片儲存槽與覆蓋組件之間運動，以將多個散熱片貼附於外露於多個孔洞的多個熱源。","Y2024","branch","Yes","散熱管理技術","2301","電腦及週邊","2025-01-01",NA,NA,NA,-7.97,-12.51,-15.05,NA,NA,NA,NA,NA,0.29749,94.8
"132","光林智能科技","2025-01-03","TWI832699B","2023-02-13","2024-02-11",95,"電路板模組及其製作方法","電路板模組包括第一電路板、第二電路板及一連接層。第一電路板包括二第一導電層、第一介電芯層及第一導電孔，第一介電芯層形成於二第一導電層之間，第一導電孔連接二第一導電層。第二電路板包括二第二導電層、第二介電芯層及第二導電孔，第二介電芯層形成於二第二導電層之間，第二導電孔連接二第二導電層。連接層形成於第一電路板與第二電路板之間且結合第一電路板與第二電路板。第二電路板配置於第一電路板之一面。","Y2024","main","No","其他",NA,NA,"2025-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","光林智能科技","2025-01-03","TWI832699B","2023-02-13","2024-02-11",95,"電路板模組及其製作方法","電路板模組包括第一電路板、第二電路板及一連接層。第一電路板包括二第一導電層、第一介電芯層及第一導電孔，第一介電芯層形成於二第一導電層之間，第一導電孔連接二第一導電層。第二電路板包括二第二導電層、第二介電芯層及第二導電孔，第二介電芯層形成於二第二導電層之間，第二導電孔連接二第二導電層。連接層形成於第一電路板與第二電路板之間且結合第一電路板與第二電路板。第二電路板配置於第一電路板之一面。","Y2024","main","No","半導體技術",NA,NA,"2025-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","光鋐科技","2025-01-03","TWI824777B","2022-10-17","2023-12-01",49,"發光二極體晶片及其元件","本發明提供一種具有金屬永久基板的發光二極體晶片，包含金屬基板，此金屬基板具有第一表面與第二表面;發光結構，設置於金屬基板第二表面；至少一個凹槽，鄰接金屬基板的第一表面，並且位於金屬基板的周邊上；以及至少一生成物，形成於凹槽中，並且不凸出於金屬基板的第一表面。","Y2024","branch","Yes","半導體技術","4956","光電業","2025-01-01",NA,NA,NA,28,1613.47,104.98,NA,NA,NA,NA,NA,0.00417,94.8
"135","光陣三維科技","2025-01-03","TWI822157B","2022-06-30","2023-11-11",41,"透過影像串流匹配偏光視角之立體顯示裝置及立體顯示方法","一種透過影像串流匹配偏光視角之立體顯示裝置及立體顯示方法，其透過由包含多個時間同步之影像串流的多源串流中取出影像串流，並依據所取出之各影像串流的擷取角度將第n個影像串流的影像畫面輸出到顯示模組之第n、M+n、2M+n、…行的顯示像素，使得顯示模組之第n、M+n、2M+n、…行的顯示像素所顯示的第n個影像串流的影像畫面可以透過顯示模組所控制之視差障壁以不同的可視角被觀看之技術手段，可以達成以既有立體數位相框顯示三維影像串流的技術功效。","Y2024","main","No","近眼顯示技術",NA,NA,"2025-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","全家便利商店","2025-01-03","TWI836642B","2022-09-30","2024-03-21",98,"包裹資訊處理系統及裝置","一種包裹資訊處理裝置，包含一儲存器以及一處理器。該包裹資訊處理裝置用以接收一包裹資料，其中該包裹資料包含一去識別化收件人資料以及一貨態資料，該去識別化收件人資料包含對應一收件人之複數個去識別化識別資料。該包裹資訊處理裝置還用以比對複數個會員資料的複數個識別資料和該去識別化收件人資料，以判斷該些會員資料是否具有符合該去識別化收件人資料的一第一會員資料。響應於該些會員資料中具有該第一會員資料，該包裹資訊處理裝置還用以將該包裹資料儲存至該儲存器以關聯該第一會員資料。","Y2024","main","Yes","資訊處理系統","5903","居家生活","2025-01-01",NA,NA,NA,4.36,4.43,-18.14,NA,NA,NA,NA,NA,0.05182,0
"137","全新光電科技","2025-01-03","TWI834540B","2023-04-14","2024-03-01",61,"半導體雷射磊晶結構","一種半導體雷射磊晶結構，包含水平共振腔、光柵層、第一光放大區與第一穿隧接面層。水平共振腔用於產生光場分布；光柵層是位於光場分布之中，以將水平方向雷射光改變成垂直方向雷射光；第一光放大區是設置於半導體雷射磊晶結構之出光面與水平共振腔之間；第一穿隧接面層是設置於水平共振腔跟第一光放大區之間。","Y2024","main","Yes","光學元件","2455","通信網路業","2025-01-01",NA,NA,NA,4.86,7.62,26.64,NA,NA,NA,NA,NA,0.03678,94.8
"138","全穎科技","2025-01-03","TWI832625B","2022-12-21","2024-02-11",71,"數位訊號編解碼方法、數位廣播系統、數位電話交換機系統","本發明公開一種數位訊號編解碼方法、數位廣播系統、數位電話交換機系統。數位訊號編解碼方法包括：提供一直流訊號；以及根據每一數位訊號提供一第一方向指示訊號以及一第二方向指示訊號在所述直流訊號上，以產生多個編碼後訊號；其中，所述數位訊號包括多個低位準數位訊號以及多個高位準數位訊號；其中，所述第一方向指示訊號與所述第二方向指示訊號是相對方向的訊號。","Y2024","main","No","數據傳輸技術",NA,NA,"2025-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","凌巨科技","2025-01-03","TWI843118B","2022-06-02","2024-05-21",40,"具有光電轉換層的電子裝置","一種具有光電轉換層的電子裝置包括基板、有機絕緣層、第一金屬層以及軟性電路板。基板設有操作區及位在操作區一側的接合區。有機絕緣層設置在基板上，且重疊於接合區。第一金屬層設置在有機絕緣層上，並且接觸有機絕緣層。第一金屬層在接合區與操作區之間設有鏤空圖案。軟性電路板電性接合至第一金屬層位在接合區的一部分。","Y2024","main","Yes","光學元件","8105","光電業","2025-01-01",NA,NA,NA,13.9,-2.92,735.77,NA,NA,NA,NA,NA,0.00806,0
"140","凌巨科技","2025-01-03","TWI843118B","2022-06-02","2024-05-21",40,"具有光電轉換層的電子裝置","一種具有光電轉換層的電子裝置包括基板、有機絕緣層、第一金屬層以及軟性電路板。基板設有操作區及位在操作區一側的接合區。有機絕緣層設置在基板上，且重疊於接合區。第一金屬層設置在有機絕緣層上，並且接觸有機絕緣層。第一金屬層在接合區與操作區之間設有鏤空圖案。軟性電路板電性接合至第一金屬層位在接合區的一部分。","Y2024","main","Yes","半導體技術","8105","光電業","2025-01-01",NA,NA,NA,13.9,-2.92,735.77,NA,NA,NA,NA,NA,0.00806,0
