資料截止日,演化階段,AI分類,申請人,公開公告號,申請日,標題,PR,股票代碼,收盤日,氣動值,單月營收成長,熱度值,季營收年增率%,季毛利年增率%,季營益年增率%,收盤價,法人平均成本,
2026-01-15,main,半導體設備,荷蘭商ASML荷蘭公司,TW202526497A,2024-07-02,用於判定圖案化基板之關鍵區域之設備及方法,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,鈺創科技,TW202526932A,2024-07-02,記憶體系統和記憶體晶片,,5351,2026-02-04,0.11,170.11,8,15.15,-18.34,-48.18,57.3,53.9,
2026-01-15,main,記憶體與儲存裝置,鈺創科技,TW202548750A,2024-07-02,記憶體系統和記憶體晶片,,5351,2026-02-04,0.11,170.11,8,15.15,-18.34,-48.18,57.3,53.9,
2026-01-15,main,半導體結構與製程,力晶積成電子製造,TW202604293A,2024-07-01,半導體結構及其製造方法,,6770,2026-02-04,0.19,21.92,9,1.63,-58.12,0.3,65.6,53.4,
2026-01-15,main,半導體結構與製程,力晶積成電子製造,TWI897506B,2024-07-01,半導體結構及其製造方法,29,6770,2026-02-04,0.19,21.92,9,1.63,-58.12,0.3,65.6,53.4,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TW202523096A,2024-07-01,半導體裝置及其製造方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TWI897505B,2024-07-01,半導體裝置及其製造方法,25,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,decline,電腦視覺與影像處理,大陸商阿里巴巴(中國),TW202504324A,2024-07-01,用於機器視覺的輕量級空間升取樣方法,,,,,,,,,,,,
2026-01-15,main,虛擬實境與數位模擬,英業達,TW202601558A,2024-06-28,元宇宙用戶選擇性媒合時尚展秀虛擬系統及其方法,,2356,2026-02-04,0.78,-10.95,1,7.61,2.8,-2.97,44.8,41.1,
2026-01-15,decline,光學投影,荷蘭商戴蒙科控股,TW202505900A,2024-06-28,用於裸視立體顯示裝置之圖形指針,,,,,,,,,,,,
2026-01-15,main,發光半導體,友達光電,TWI900092B,2024-06-27,顯示裝置,82,2409,2026-02-04,1.19,2.42,1,-10.08,-20.87,-482.9,15.15,14.2,
2026-01-15,main,發光半導體,友達光電,TW202602321A,2024-06-27,顯示裝置,,2409,2026-02-04,1.19,2.42,1,-10.08,-20.87,-482.9,15.15,14.2,
2026-01-15,main,半導體結構與製程,台灣積體電路製造 | 國立陽明交通大學,TW202549537A,2024-06-27,半導體裝置及其形成與操作方法,,,,,,,,,,,,
2026-01-15,decline,生物辨識與數位身份,關貿網路,TW202601567A,2024-06-27,印鑑辨識系統、方法及電腦可讀媒介,,6183,2026-02-04,0.42,5.28,9,10.75,12.02,13.31,94.7,76.6,
2026-01-15,decline,生物辨識與數位身份,關貿網路,TWI888200B,2024-06-27,印鑑辨識系統、方法及電腦可讀媒介,15,6183,2026-02-04,0.42,5.28,9,10.75,12.02,13.31,94.7,76.6,
2026-01-15,main,半導體結構與製程,南韓商三星電子,TW202523095A,2024-06-26,製造半導體裝置之方法,,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TW202539449A,2024-06-26,半導體裝置、半導體結構及其製造方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TWI905817B,2024-06-26,鐵電場效電晶體及其製造方法及電晶體的製造方法,69,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TWI903597B,2024-06-26,半導體結構及其形成方法,12,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TW202545309A,2024-06-26,鐵電場效電晶體及其製造方法及電晶體的製造方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TW202545310A,2024-06-26,半導體結構及其形成方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,記憶體與儲存裝置,日商鎧俠,TW202505529A,2024-06-26,半導體記憶裝置,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,日商鎧俠,TWI903591B,2024-06-26,半導體記憶裝置,3,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,南韓商三星電子,TW202515338A,2024-06-25,半導體裝置,,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,國立中山大學,TWI897495B,2024-06-25,半導體元件的烘烤方法,86,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,國立陽明交通大學,TW202602246A,2024-06-25,形成平台閘極氧化層的製程方法及其所形成之閘極氧化層結構,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,大陸商深圳比特微電子科技,TW202514603A,2024-06-25,儲存設備、包含該儲存設備的系統單晶片和計算裝置,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,大陸商深圳比特微電子科技,TWI903589B,2024-06-25,儲存設備、包含該儲存設備的系統單晶片和計算裝置,9,,,,,,,,,,,
2026-01-15,decline,電腦視覺與影像處理,南韓商三星電子,TW202526830A,2024-06-24,具物件檢測之方法及設備,,,,,,,,,,,,
2026-01-15,main,半導體設備,日商佳能,TW202501174A,2024-06-24,曝光設備、控制方法及物品製造方法,,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,南亞科技,TW202540778A,2024-06-21,製造半導體結構的方法,,2408,2026-02-04,0.19,444.87,10,130.91,1213.94,144.67,295,218.2,
2026-01-15,decline,數據分析與軟體工具,睿控網安,TW202601468A,2024-06-21,利用資料擴增的異常檢測裝置以及方法,,,,,,,,,,,,
2026-01-15,main,半導體設備,荷蘭商ASML荷蘭公司,TW202507407A,2024-06-21,基於圖案化裝置之熱機械性質的空間變化來增強圖案化程序,,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,南韓商三星電子,TW202520887A,2024-06-20,半導體裝置,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,南韓商三星電子,TW202526961A,2024-06-20,半導體記憶體裝置之錯誤更正碼引擎以及半導體記憶體裝置,,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TWI905807B,2024-06-20,用於堆疊電晶體結構的介電材料及相關方法,10,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TW202523125A,2024-06-20,用於堆疊電晶體結構的介電材料及相關方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TWI912800B,2024-06-20,半導體結構及其形成方法,59,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TW202543404A,2024-06-20,半導體結構及其形成方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,瀚宇彩晶,TWI911770B,2024-06-20,半導體裝置及其製造方法,25,6116,2026-02-04,1.49,-4.09,5,15.75,46.03,31.18,8.85,10.1,
2026-01-15,main,半導體結構與製程,瀚宇彩晶,TW202602255A,2024-06-20,半導體裝置及其製造方法,,6116,2026-02-04,1.49,-4.09,5,15.75,46.03,31.18,8.85,10.1,
2026-01-15,decline,平面顯示器,聯詠科技,TW202601596A,2024-06-20,電子裝置,,3034,2026-02-04,0.57,-14.16,5,-11.82,-19.46,-38.2,367.5,435.6,
2026-01-15,decline,平面顯示器,聯詠科技,TWI905806B,2024-06-20,電子裝置,26,3034,2026-02-04,0.57,-14.16,5,-11.82,-19.46,-38.2,367.5,435.6,
2026-01-15,main,半導體結構與製程,力晶積成電子製造,TWI903577B,2024-06-19,半導體結構及其製造方法,80,6770,2026-02-04,0.19,21.92,9,1.63,-58.12,0.3,65.6,53.4,
2026-01-15,main,半導體結構與製程,力晶積成電子製造,TW202602254A,2024-06-19,半導體結構及其製造方法,,6770,2026-02-04,0.19,21.92,9,1.63,-58.12,0.3,65.6,53.4,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TW202531882A,2024-06-18,半導體結構及其形成方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,散熱管理,台灣積體電路製造,TW202527751A,2024-06-18,積體電路結構及其製造方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,AI晶片與硬體加速器,大陸商星宸科技,TWI889394B,2024-06-18,影像處理裝置及影像處理方法,10,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,大陸商長鑫科技集團,TW202524478A,2024-06-18,記憶晶片、邏輯晶片、晶片堆疊結構和記憶體,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,大陸商長鑫科技集團,TWI890490B,2024-06-18,記憶晶片、邏輯晶片、晶片堆疊結構和記憶體,29,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,慧榮科技,TW202601664A,2024-06-18,快閃記憶體控制器、使用於快閃記憶體控制器的方法以及快閃記憶體裝置,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,慧榮科技,TWI893849B,2024-06-18,快閃記憶體控制器、使用於快閃記憶體控制器的方法以及快閃記憶體裝置,30,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,大陸商合肥奎芯集成電路設計 | 大陸商上海奎芯集成電路設計,TWI874247B,2024-06-17,記憶體晶片自測試電路和記憶體晶片自測試方法,43,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,大陸商合肥奎芯集成電路設計 | 大陸商上海奎芯集成電路設計,TW202529120A,2024-06-17,記憶體晶片自測試電路和記憶體晶片自測試方法,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,群聯電子,TW202601663A,2024-06-17,電性參數調整方法、記憶體儲存裝置及記憶體控制電路單元,,8299,2026-02-04,0.2,92.68,10,30.08,44.88,16.56,2055,1275.6,
2026-01-15,main,記憶體與儲存裝置,群聯電子,TWI901196B,2024-06-17,電性參數調整方法、記憶體儲存裝置及記憶體控制電路單元,17,8299,2026-02-04,0.2,92.68,10,30.08,44.88,16.56,2055,1275.6,
2026-01-15,main,半導體結構與製程,美商半導體元件工業有限責任公司,TW202541618A,2024-06-14,具有階梯式屏蔽電極的分離閘極溝槽半導體裝置及其製造方法,,,,,,,,,,,,
2026-01-15,main,平面顯示器,南韓商三星電子,TW202520942A,2024-06-13,發光裝置、其製造方法及包含其之顯示器,,,,,,,,,,,,
2026-01-15,decline,平面顯示器,友達光電,TWI893847B,2024-06-13,顯示面板,3,2409,2026-02-04,1.19,2.42,1,-10.08,-20.87,-482.9,15.15,14.2,
2026-01-15,decline,平面顯示器,友達光電,TW202548709A,2024-06-13,顯示面板,,2409,2026-02-04,1.19,2.42,1,-10.08,-20.87,-482.9,15.15,14.2,
2026-01-15,decline,平面顯示器,友達光電,TW202548711A,2024-06-13,顯示面板,,2409,2026-02-04,1.19,2.42,1,-10.08,-20.87,-482.9,15.15,14.2,
2026-01-15,decline,平面顯示器,友達光電,TW202548708A,2024-06-13,顯示面板,,2409,2026-02-04,1.19,2.42,1,-10.08,-20.87,-482.9,15.15,14.2,
2026-01-15,decline,平面顯示器,友達光電,TWI885947B,2024-06-13,顯示面板,98,2409,2026-02-04,1.19,2.42,1,-10.08,-20.87,-482.9,15.15,14.2,
2026-01-15,decline,平面顯示器,友達光電,TWI899040B,2024-06-13,顯示面板,18,2409,2026-02-04,1.19,2.42,1,-10.08,-20.87,-482.9,15.15,14.2,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TWI908125B,2024-06-13,半導體結構以及半導體裝置及其製造方法,79,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TW202517043A,2024-06-13,半導體結構以及半導體裝置及其製造方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,光學元件與光通訊,國立臺灣科技大學 | 榮眾科技,TW202548414A,2024-06-13,光罩保護膜之拆卸裝置,,,,,,,,,,,,
2026-01-15,decline,自動控制與機器人,國立臺灣科技大學,TWI885943B,2024-06-12,動作參數量測方法及系統,2,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,新加坡商艾沛芯科技,TW202548755A,2024-06-12,記憶體裝置及其操作方法,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,新加坡商艾沛芯科技,TWI898651B,2024-06-12,記憶體裝置及其操作方法,60,,,,,,,,,,,
2026-01-15,decline,電腦視覺與影像處理,日商日立全球先端科技,TW202501324A,2024-06-12,資料處置裝置、及資料處置方法,,,,,,,,,,,,
2026-01-15,decline,光學元件與光通訊,美商豪威科技,TW202505909A,2024-06-12,圖像感測器及用於指示正在從相機系統輸出視訊流的方法,,,,,,,,,,,,
2026-01-15,decline,光學元件與光通訊,美商豪威科技,TWI886998B,2024-06-12,圖像感測器及用於指示正在從相機系統輸出視訊流的方法,70,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,美商達爾科技,TWI891398B,2024-06-11,溝槽式半導體結構及其製造方法,72,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TW202533690A,2024-06-07,半導體元件及其形成方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TWI892687B,2024-06-07,半導體元件及其形成方法,92,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,日商TDK,TW202515324A,2024-06-07,半導體裝置,,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,日商TDK,TWI905790B,2024-06-07,半導體裝置,99,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TWI883987B,2024-06-06,半導體裝置結構及其形成方法,19,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TW202541611A,2024-06-06,半導體裝置結構及其形成方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,decline,電腦視覺與影像處理,經濟部水利署,TWM660143U,2024-06-06,人工智慧影像辨識輔助施工抽查系統,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,韓商愛思開海力士,TW202501483A,2024-06-06,儲存裝置及操作儲存裝置的方法,,,,,,,,,,,,
2026-01-15,main,光學投影,日商斯庫林集團,TW202509685A,2024-06-05,描繪裝置,,,,,,,,,,,,
2026-01-15,main,光學投影,日商斯庫林集團,TWI905785B,2024-06-05,描繪裝置,39,,,,,,,,,,,
2026-01-15,main,半導體設備,荷蘭商ASML荷蘭公司,TW202519996A,2024-06-05,基板支撐件,,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,台灣積體電路製造 | 國立臺灣大學,TW202531913A,2024-06-04,積體電路裝置及其製作方法,,,,,,,,,,,,
2026-01-15,decline,平面顯示器,宏達國際電子,TWI883984B,2024-06-04,用於對顯示器進行手勢操縱的方法及主機,2,2498,2026-02-04,2.91,-26.22,10,-7.43,-20.17,24.5,45.8,47,
2026-01-15,decline,平面顯示器,宏達國際電子,TW202548686A,2024-06-04,用於對顯示器進行手勢操縱的方法及主機,,2498,2026-02-04,2.91,-26.22,10,-7.43,-20.17,24.5,45.8,47,
2026-01-15,main,觸控面板,日商信越化學工業,TW202503416A,2024-06-04,阻劑下層膜形成用組成物及圖案形成方法,,,,,,,,,,,,
2026-01-15,main,觸控面板,日商信越化學工業,TWI905784B,2024-06-04,阻劑下層膜形成用組成物及圖案形成方法,83,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,晶元光電,TW202520960A,2024-06-04,半導體元件排列結構及其製作方法,,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,南韓商三星電子,TWI909473B,2024-05-31,半導體元件及其製造方法,24,,,,,,,,,,,
2026-01-15,main,發光半導體,南韓商三星顯示器,TW202520959A,2024-05-31,發光元件以及包含其之顯示裝置,,,,,,,,,,,,
2026-01-15,main,光學元件與光通訊,微程式資訊,TWM660120U,2024-05-31,光罩感測總成之控制介面,,7721,2026-02-04,0.52,-15.99,8,-34.22,-27.61,-89.5,47.6,50.5,
2026-01-15,main,記憶體與儲存裝置,慧榮科技,TW202512174A,2024-05-31,記憶裝置的控制方法及相關的快閃記憶體控制器與記憶裝置,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,慧榮科技,TWI906888B,2024-05-31,記憶裝置的控制方法及相關的快閃記憶體控制器與記憶裝置,89,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,愛普科技,TWI888157B,2024-05-28,高效能運算裝置及其製造方法,93,6531,2026-02-04,0.34,76.75,10,17.3,3.65,0.01,426.5,432.8,
2026-01-15,main,半導體結構與製程,南韓商三星電子,TW202519044A,2024-05-27,包括在源極/汲極區域上的雙接觸結構的半導體裝置,,,,,,,,,,,,
2026-01-15,decline,AI與自然語言處理,台塑網科技,TW202546698A,2024-05-23,基於網路的自動化機器學習方法與系統,,,,,,,,,,,,
2026-01-15,decline,AI與自然語言處理,台塑網科技,TWI897439B,2024-05-23,基於網路的自動化機器學習方法與系統,27,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TW202517027A,2024-05-23,深溝槽電阻器結構及其形成方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,記憶體與儲存裝置,大陸商摩爾線程智能科技(北京),TW202447535A,2024-05-23,GPU的數據訪問處理方法、裝置及存儲介質,,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,尼克森微電子 | 帥群微電子,TW202547293A,2024-05-23,半導體裝置及其製造方法,,,,,,,,,,,,
2026-01-15,main,半導體設備,日商佳能,TW202530875A,2024-05-22,載台裝置、基板處理裝置及物品之製造方法,,,,,,,,,,,,
2026-01-15,decline,電機機械,國立體育大學,TWM664983U,2024-05-21,利用拍攝畫面與AI模組判斷射箭技術即時回饋系統,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,瑞昱半導體,TW202546835A,2024-05-21,非揮發性記憶裝置以及其控制方法,,2379,2026-02-04,0.46,-3.95,4,-4.1,-7.24,-20.29,476,486.2,
2026-01-15,decline,記憶體與儲存裝置,美商豪威科技,TW202520726A,2024-05-21,適應性相關多重採樣,,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,群創光電,TW202547330A,2024-05-21,半導體晶片,,3481,2026-02-04,1.2,19.22,2,4.23,-8.84,-23.3,23,21.5,
2026-01-15,main,半導體設備,日商鎧俠,TWI905766B,2024-05-20,曝光裝置、曝光方法及半導體裝置的製造方法,40,,,,,,,,,,,
2026-01-15,decline,平面顯示器,南韓商樂金顯示科技,TW202536836A,2024-05-17,顯示設備,,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TW202527733A,2024-05-17,奈米結構場效應電晶體元件及其形成方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TW202539403A,2024-05-17,半導體裝置及其形成方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TWI908078B,2024-05-17,半導體裝置及其形成方法,33,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TWI911736B,2024-05-16,形成半導體裝置的方法,80,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TW202527698A,2024-05-16,形成半導體裝置的方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,記憶體與儲存裝置,宏達國際電子,TW202516462A,2024-05-16,用於視覺化渲染性能的方法、伺服器以及電腦可讀儲存媒體,,2498,2026-02-04,2.91,-26.22,10,-7.43,-20.17,24.5,45.8,47,
2026-01-15,main,記憶體與儲存裝置,晶豪科技,TWI900008B,2024-05-16,訊號恢復系統以及儲存裝置,66,3006,2026-02-04,0.2,107.86,7,4.82,-16.57,-301.38,173,160.3,
2026-01-15,main,記憶體與儲存裝置,晶豪科技,TW202546825A,2024-05-16,訊號恢復系統以及儲存裝置,,3006,2026-02-04,0.2,107.86,7,4.82,-16.57,-301.38,173,160.3,
2026-01-15,main,半導體結構與製程,聯華電子,TW202547292A,2024-05-16,包含有矽覆絕緣層基底的半導體結構以及其製作方法,,2303,2026-02-04,0.77,1.66,7,-2.25,-13.73,-21.15,61.8,52.3,
2026-01-15,main,AI晶片與硬體加速器,創鑫智慧,TW202546824A,2024-05-15,改善記憶體頻寬的人工智慧晶片,,,,,,,,,,,,
2026-01-15,main,AI晶片與硬體加速器,創鑫智慧,TW202546828A,2024-05-15,改善記憶體頻寬的人工智慧晶片,,,,,,,,,,,,
2026-01-15,main,AI晶片與硬體加速器,創鑫智慧,TWI891368B,2024-05-15,改善記憶體頻寬的人工智慧晶片,32,,,,,,,,,,,
2026-01-15,main,AI晶片與硬體加速器,創鑫智慧,TWI895235B,2024-05-15,改善記憶體頻寬的人工智慧晶片,87,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,台亞半導體,TW202547291A,2024-05-15,垂直擴散金氧半導體電晶體結構及其製造方法,,2340,2026-02-04,0.38,-12.12,6,-0.64,-127.27,-113.89,25.6,32.1,
2026-01-15,main,半導體結構與製程,台亞半導體,TWI910635B,2024-05-15,垂直擴散金氧半導體電晶體結構及其製造方法,44,2340,2026-02-04,0.38,-12.12,6,-0.64,-127.27,-113.89,25.6,32.1,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TW202527728A,2024-05-15,半導體裝置及其形成方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TWI898598B,2024-05-15,具有通道特徵的半導體裝置及其形成方法,17,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TWI886955B,2024-05-15,半導體裝置及其形成方法,51,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TW202527697A,2024-05-15,具有通道特徵的半導體裝置及其形成方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,記憶體與儲存裝置,大陸商北京集創北方科技,TW202546837A,2024-05-15,電子電路、電子晶片及資訊處理裝置,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,大陸商北京集創北方科技,TWI876999B,2024-05-15,電子電路、電子晶片及資訊處理裝置,69,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,穩懋半導體,TW202525033A,2024-05-15,半導體結構,,3105,2026-02-04,0.46,31.26,10,3.22,28.47,207.27,251.5,213.3,
2026-01-15,main,半導體結構與製程,穩懋半導體,TWI898599B,2024-05-15,半導體結構,92,3105,2026-02-04,0.46,31.26,10,3.22,28.47,207.27,251.5,213.3,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TW202537422A,2024-05-14,電晶體結構、半導體裝置及形成方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,記憶體與儲存裝置,慧榮科技,TW202447633A,2024-05-14,使用於儲存裝置中的快閃記憶體裝置、快閃記憶體裝置的方法及快閃記憶體控制器,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,慧榮科技,TWI897411B,2024-05-14,使用於儲存裝置中的快閃記憶體裝置、快閃記憶體裝置的方法及快閃記憶體控制器,62,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,晶豪科技,TWI883951B,2024-05-14,寫入均衡系統以及儲存裝置,82,3006,2026-02-04,0.2,107.86,7,4.82,-16.57,-301.38,173,160.3,
2026-01-15,main,記憶體與儲存裝置,晶豪科技,TW202544806A,2024-05-14,寫入均衡系統以及儲存裝置,,3006,2026-02-04,0.2,107.86,7,4.82,-16.57,-301.38,173,160.3,
2026-01-15,decline,電子產品檢測,高雄榮民總醫院,TW202544748A,2024-05-13,以人工智慧辨識黴菌之菌屬及菌種的方法、電腦程式、電腦可讀取媒體,,,,,,,,,,,,
2026-01-15,decline,電子產品檢測,高雄榮民總醫院,TWI882800B,2024-05-13,以人工智慧辨識黴菌之菌屬及菌種的方法、電腦程式、電腦可讀取媒體,30,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,台亞半導體,TW202545323A,2024-05-10,垂直擴散金氧半導體電晶體結構及其製造方法,,2340,2026-02-04,0.38,-12.12,6,-0.64,-127.27,-113.89,25.6,32.1,
2026-01-15,main,記憶體與儲存裝置,宜鼎國際,TW202544812A,2024-05-10,固態硬碟裝置之資料存取方法及固態硬碟裝置,,5289,2026-02-04,0.28,151.56,9,64.01,89.67,192.73,778,641.4,
2026-01-15,main,記憶體與儲存裝置,宜鼎國際,TWI898586B,2024-05-10,固態硬碟裝置之資料存取方法及固態硬碟裝置,17,5289,2026-02-04,0.28,151.56,9,64.01,89.67,192.73,778,641.4,
2026-01-15,main,記憶體與儲存裝置,慧榮科技,TW202447632A,2024-05-10,快閃記憶體裝置及使用於快閃記憶體裝置的方法,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,慧榮科技,TWI894956B,2024-05-10,快閃記憶體裝置及使用於快閃記憶體裝置的方法,58,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,法商梭意泰科公司,TW202515363A,2024-05-10,製造複數個多晶碳化矽基板之方法,,,,,,,,,,,,
2026-01-15,decline,AI晶片與硬體加速器,美商安納富來希,TW202501317A,2024-05-10,以快閃記憶體為基礎之人工智慧加速器計算設備及計算方法,,,,,,,,,,,,
2026-01-15,decline,AI晶片與硬體加速器,美商安納富來希,TWI893804B,2024-05-10,以快閃記憶體為基礎之人工智慧加速器計算設備及計算方法,77,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TWI891360B,2024-05-09,半導體結構及其形成方法,35,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,記憶體與儲存裝置,慧榮科技,TW202447631A,2024-05-09,快閃記憶體控制器及快閃記憶體控制器的方法,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,慧榮科技,TWI894953B,2024-05-09,快閃記憶體控制器及快閃記憶體控制器的方法,15,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,南亞科技,TWI898583B,2024-05-08,半導體記憶體裝置製造方法,55,2408,2026-02-04,0.19,444.87,10,130.91,1213.94,144.67,295,218.2,
2026-01-15,main,先進材料與奈米科技,南韓商三星SDI,TW202447357A,2024-05-08,含金屬的光阻顯影劑組成物以及形成圖案的方法,,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TWI896119B,2024-05-08,半導體結構及其形成方法,71,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TW202523094A,2024-05-08,半導體裝置結構及其製造方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TW202529551A,2024-05-08,半導體結構及其形成方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
