"","公司全名","更新日期","專利號","申請日","獲證日","PR","標題","專利摘要","預測年份","主分支","台灣公開發行","技術分類","股票代碼","產業別","資料時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本","市值權重%","趨勢機率%"
"148","尹鑽科技","2024-11-18","TWI817919B","2023-05-15","2023-10-01",58,"微調整高頻檢測模組","本發明提供一種檢測模組，其包含有一個載體、一個微調整組件以及一個高頻電性檢測組件，倘若欲讓檢測機構與待測機構二者構件之間順利機構接設或電性連通時，係得藉由該檢測模組之微調整組件可微滑運動的技術特徵，如此一來，將能讓檢測機構與待測機構二者構件之間有效地達到微調整運動之功效。","Y2024","main","No","自動化控制系統",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","尹鑽科技","2024-11-18","TWI817919B","2023-05-15","2023-10-01",58,"微調整高頻檢測模組","本發明提供一種檢測模組，其包含有一個載體、一個微調整組件以及一個高頻電性檢測組件，倘若欲讓檢測機構與待測機構二者構件之間順利機構接設或電性連通時，係得藉由該檢測模組之微調整組件可微滑運動的技術特徵，如此一來，將能讓檢測機構與待測機構二者構件之間有效地達到微調整運動之功效。","Y2024","main","No","半導體檢測技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","乾瞻科技","2024-11-18","TWI820963B","2022-10-12","2023-11-01",20,"資料輸入裝置及輸入資料的處理方法","一種資料輸入裝置包含第一延遲線、第二延遲線、偵測電路與處理電路。第一延遲線用以根據第一可調延遲量延遲輸入資料成第一延遲資料。第二延遲線用以根據第二可調延遲量延遲輸入資料成第二延遲資料。偵測電路用以偵測輸出給系統電路的第一輸出資料是否偏移出第一偵測範圍，並於偵測到第一輸出資料偏移出第一偵測範圍時產生第一偏移訊號。處理電路用以常態地以第一延遲資料作為第一輸出資料。於收到表示第一延遲資料偏移出第一偵測範圍的第一偏移訊號時，處理電路在調整第二可調延遲量後改以第二延遲資料作為第一輸出資料。","Y2024","main","No","資料傳遞技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","乾瞻科技","2024-11-18","TWI841454B","2023-07-21","2024-05-01",16,"適用於裸片對裸片的連接介面及其線道連接方法","一種適用於裸片對裸片的連接介面包含複數第一使用線道、複數第一備用線道、複數接收線道與控制器。控制器用以將各接收線道連接到複數第一使用線道中之一，並且分別監測各第一使用線道。於監測到第一使用線道為不健康線道時，控制器將連接到不健康線道的接收線道改連接到複數第一備用線道中之一。","Y2024","main","No","半導體結構",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","乾瞻科技","2024-11-18","TWI820963B","2022-10-12","2023-11-01",20,"資料輸入裝置及輸入資料的處理方法","一種資料輸入裝置包含第一延遲線、第二延遲線、偵測電路與處理電路。第一延遲線用以根據第一可調延遲量延遲輸入資料成第一延遲資料。第二延遲線用以根據第二可調延遲量延遲輸入資料成第二延遲資料。偵測電路用以偵測輸出給系統電路的第一輸出資料是否偏移出第一偵測範圍，並於偵測到第一輸出資料偏移出第一偵測範圍時產生第一偏移訊號。處理電路用以常態地以第一延遲資料作為第一輸出資料。於收到表示第一延遲資料偏移出第一偵測範圍的第一偏移訊號時，處理電路在調整第二可調延遲量後改以第二延遲資料作為第一輸出資料。","Y2024","main","No","其他",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","乾瞻科技","2024-11-18","TWI841454B","2023-07-21","2024-05-01",16,"適用於裸片對裸片的連接介面及其線道連接方法","一種適用於裸片對裸片的連接介面包含複數第一使用線道、複數第一備用線道、複數接收線道與控制器。控制器用以將各接收線道連接到複數第一使用線道中之一，並且分別監測各第一使用線道。於監測到第一使用線道為不健康線道時，控制器將連接到不健康線道的接收線道改連接到複數第一備用線道中之一。","Y2024","main","No","半導體結構製備",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","亞太優勢微系統","2024-11-18","TWI842411B","2023-02-24","2024-05-11",99,"具有內嵌磁性材料的載板","一種具有內嵌磁性材料的載板，包含一基板、一磁性材料、二介電隔絕層，及一導電金屬層。該基板包括二相對的基板表面，及一貫穿該等基板表面的基板通孔。該磁性材料覆蓋於該基板通孔的一內緣，包括二相對而分別與該等基板表面實質平行的磁性材料表面，及與該基板通孔的內緣實質平行的磁性材料內緣。該介電隔絕層分別設置在該等基板表面與該等磁性材料表面上。該導電金屬層分布於該磁性材料內緣，並延伸至該等介電隔絕層的表面。","Y2024","main","No","半導體結構",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","亞太優勢微系統","2024-11-18","TWI842411B","2023-02-24","2024-05-11",99,"具有內嵌磁性材料的載板","一種具有內嵌磁性材料的載板，包含一基板、一磁性材料、二介電隔絕層，及一導電金屬層。該基板包括二相對的基板表面，及一貫穿該等基板表面的基板通孔。該磁性材料覆蓋於該基板通孔的一內緣，包括二相對而分別與該等基板表面實質平行的磁性材料表面，及與該基板通孔的內緣實質平行的磁性材料內緣。該介電隔絕層分別設置在該等基板表面與該等磁性材料表面上。該導電金屬層分布於該磁性材料內緣，並延伸至該等介電隔絕層的表面。","Y2024","main","No","半導體結構製備",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","亞東學校財團法人亞東科技大學","2024-11-18","TWI822543B","2023-01-03","2023-11-11",54,"機場智慧自動化之數位管理系統","本發明揭露一種機場智慧自動化之數位管理系統包含機場中控系統及多個載具。各載具的行李掃描裝置及掃描裝置能對行李及機票進行掃描，以產生行李掃描資訊及機票資訊。各載具的處理裝置判定行李內包含違禁品時，將通知機場中控系統。各載具的處理裝置能依據機票資訊，控制承載有機票持有者及行李的載具，前往相對應的登機口。本發明將顛覆過去登機前大排長龍的聚眾報到之登機程序，尤其在疫情或病毒傳染之際可應用機場載具系統有效避免感染的發生，進而可以讓機票持有者快速完成登機報到，特別對高齡族或行動不便者可以搭乘載具前往登機口。","Y2024","main","No","其他",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","亞東學校財團法人亞東科技大學","2024-11-18","TWI822543B","2023-01-03","2023-11-11",54,"機場智慧自動化之數位管理系統","本發明揭露一種機場智慧自動化之數位管理系統包含機場中控系統及多個載具。各載具的行李掃描裝置及掃描裝置能對行李及機票進行掃描，以產生行李掃描資訊及機票資訊。各載具的處理裝置判定行李內包含違禁品時，將通知機場中控系統。各載具的處理裝置能依據機票資訊，控制承載有機票持有者及行李的載具，前往相對應的登機口。本發明將顛覆過去登機前大排長龍的聚眾報到之登機程序，尤其在疫情或病毒傳染之際可應用機場載具系統有效避免感染的發生，進而可以讓機票持有者快速完成登機報到，特別對高齡族或行動不便者可以搭乘載具前往登機口。","Y2024","main","No","自動化控制系統",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","亞洲光學","2024-11-18","TWI815459B","2022-05-19","2023-09-11",63,"成像鏡頭（六十八）","一種成像鏡頭包括一第一透鏡群、一第二透鏡群以及一第三透鏡群。該第一透鏡群具有正屈光力且包括至少四枚透鏡，其中該等透鏡沿著一光軸從一物側至一像側依序排列，其中該等透鏡中最靠近該物側的透鏡包括一凸面朝向該物側，最靠近該像側的透鏡包括一凸面朝向該像側。該第二透鏡群具有負屈光力且包括一2-1透鏡以及一2-2透鏡，其中該2-2透鏡包括一凸面朝向該像側。該第三透鏡群具有負屈光力，該第三透鏡群包括一3-1透鏡，該3-1透鏡為彎月型透鏡具有負屈光力。該第一透鏡群、該第二透鏡群以及該第三透鏡群沿著該光軸從該物側至該像側依序排列。","Y2024","main","Yes","影像處理技術","3019","光電業","2024-11-15",0.93,32.78,3,44.81,67.04,128.78,109.2,96.1,107,107,103.5,0.038,0
"159","亞洲光學","2024-11-18","TWI815459B","2022-05-19","2023-09-11",63,"成像鏡頭（六十八）","一種成像鏡頭包括一第一透鏡群、一第二透鏡群以及一第三透鏡群。該第一透鏡群具有正屈光力且包括至少四枚透鏡，其中該等透鏡沿著一光軸從一物側至一像側依序排列，其中該等透鏡中最靠近該物側的透鏡包括一凸面朝向該物側，最靠近該像側的透鏡包括一凸面朝向該像側。該第二透鏡群具有負屈光力且包括一2-1透鏡以及一2-2透鏡，其中該2-2透鏡包括一凸面朝向該像側。該第三透鏡群具有負屈光力，該第三透鏡群包括一3-1透鏡，該3-1透鏡為彎月型透鏡具有負屈光力。該第一透鏡群、該第二透鏡群以及該第三透鏡群沿著該光軸從該物側至該像側依序排列。","Y2024","main","Yes","其他","3019","光電業","2024-11-15",0.93,32.78,3,44.81,67.04,128.78,109.2,96.1,107,107,103.5,0.038,0
"160","亞洲光學","2024-11-18","TWI832263B","2022-05-26","2024-02-11",60,"廣角鏡頭（四十一）","一種廣角鏡頭包括一第一透鏡、一第二透鏡、一第三透鏡、一第四透鏡、一第五透鏡以及一第六透鏡。該第一透鏡具有屈光力，該第二透鏡為彎月型透鏡具有正屈光力，該第三透鏡為彎月型透鏡具有負屈光力，該第四透鏡具有屈光力，該第五透鏡具有正屈光力且包括一凸面朝向一像側，該第六透鏡具有負屈光力且包括一凹面朝向一物側。該第一透鏡、該第二透鏡、該第三透鏡、該第四透鏡、該第五透鏡以及該第六透鏡沿著一光軸從該物側至該像側依序排列。","Y2024","main","Yes","影像處理技術","3019","光電業","2024-11-15",0.93,32.78,3,44.81,67.04,128.78,109.2,96.1,107,107,103.5,0.038,0
"161","亞洲光學","2024-11-18","TWI832263B","2022-05-26","2024-02-11",60,"廣角鏡頭（四十一）","一種廣角鏡頭包括一第一透鏡、一第二透鏡、一第三透鏡、一第四透鏡、一第五透鏡以及一第六透鏡。該第一透鏡具有屈光力，該第二透鏡為彎月型透鏡具有正屈光力，該第三透鏡為彎月型透鏡具有負屈光力，該第四透鏡具有屈光力，該第五透鏡具有正屈光力且包括一凸面朝向一像側，該第六透鏡具有負屈光力且包括一凹面朝向一物側。該第一透鏡、該第二透鏡、該第三透鏡、該第四透鏡、該第五透鏡以及該第六透鏡沿著一光軸從該物側至該像側依序排列。","Y2024","main","Yes","其他","3019","光電業","2024-11-15",0.93,32.78,3,44.81,67.04,128.78,109.2,96.1,107,107,103.5,0.038,0
"162","亞洲光學","2024-11-18","TWI838886B","2022-09-28","2024-04-11",30,"廣角鏡頭（四十四）","一種廣角鏡頭包括一第一透鏡以及一第二透鏡。第一透鏡具有負屈光力，該第一透鏡包括一凹面朝向一物側。第二透鏡具有正屈光力，該第二透鏡包括一凸面朝向該物側。該第一透鏡以及該第二透鏡沿著一光軸從該物側至一像側依序排列。其中該廣角鏡頭滿足以下其中至少一條件：-0.69≦(R21+R22)/(R21-R22)≦-0.32；1.13≦｜f/R21｜+｜f/R22｜≦1.44；0.97≦f/IH≦1.01；其中，f為該廣角鏡頭之一有效焦距，R21為該第二透鏡之一物側面之一曲率半徑，R22為該第二透鏡之一像側面之一曲率半徑，IH為該廣角鏡頭之一像高。","Y2024","main","Yes","影像處理技術","3019","光電業","2024-11-15",0.93,32.78,3,44.81,67.04,128.78,109.2,96.1,107,107,103.5,0.038,0
"163","亞洲光學","2024-11-18","TWI835185B","2022-07-01","2024-03-11",1,"廣角鏡頭（四十）","一種廣角鏡頭包括一第一透鏡、一第二透鏡、一第三透鏡、一第四透鏡、一第五透鏡、一第六透鏡以及一第七透鏡。此第一透鏡具有負屈光力且包括一凹面朝向一物側，此第二透鏡具有屈光力，為彎月型透鏡，此第三透鏡具有正屈光力，為彎月型透鏡，此第四透鏡具有屈光力，此第五透鏡具有屈光力，此第六透鏡具有屈光力，此第七透鏡具有正屈光力。第一透鏡、第二透鏡、第三透鏡、第四透鏡、第五透鏡、第六透鏡以及第七透鏡沿著一光軸從物側至一像側依序排列。","Y2024","main","Yes","其他","3019","光電業","2024-11-15",0.93,32.78,3,44.81,67.04,128.78,109.2,96.1,107,107,103.5,0.038,0
"164","亞洲光學","2024-11-18","TWI838886B","2022-09-28","2024-04-11",30,"廣角鏡頭（四十四）","一種廣角鏡頭包括一第一透鏡以及一第二透鏡。第一透鏡具有負屈光力，該第一透鏡包括一凹面朝向一物側。第二透鏡具有正屈光力，該第二透鏡包括一凸面朝向該物側。該第一透鏡以及該第二透鏡沿著一光軸從該物側至一像側依序排列。其中該廣角鏡頭滿足以下其中至少一條件：-0.69≦(R21+R22)/(R21-R22)≦-0.32；1.13≦｜f/R21｜+｜f/R22｜≦1.44；0.97≦f/IH≦1.01；其中，f為該廣角鏡頭之一有效焦距，R21為該第二透鏡之一物側面之一曲率半徑，R22為該第二透鏡之一像側面之一曲率半徑，IH為該廣角鏡頭之一像高。","Y2024","main","Yes","其他","3019","光電業","2024-11-15",0.93,32.78,3,44.81,67.04,128.78,109.2,96.1,107,107,103.5,0.038,0
"165","京元電子","2024-11-18","TWI804412B","2022-08-09","2023-06-01",55,"機台對接調整裝置","一種機台對接調整裝置包含有一第一對接模組以及一第二對接模組。第一對接模組包含有一第一基座、一第一定位板安裝於第一基座之上、以及一定位套環組可拆卸地安裝於第一定位板。第二對接模組用以對接該第一對接模組，且包含有一第二基座、一第二定位板安裝於第二基座之上、以及一定位凸柱安裝於第二定位板。第二對接模組的定位凸柱係用來對準第一對接模組的定位套環組。","Y2024","main","Yes","其他","2449","半導體","2024-11-15",0.45,10.18,9,-18.09,-17.47,-13.67,121.8,95.1,124.7,124,111.7,0.19285,89.4
"166","京元電子","2024-11-18","TWI835675B","2023-06-20","2024-03-11",46,"自動化探針卡取放裝置及其控制方法","一種自動化探針卡取放裝置包含運輸載具、至少一容置層架配置以容置探針卡、搭接位置調整模組、取放組件配置以取放探針卡、複數個伸縮件以及控制元件。控制元件電性或通訊連接運輸載具、搭接位置調整模組、伸縮件以及取放組件。控制元件配置以：控制運輸載具移動至毗鄰針測機之目標位置；驅動搭接位置調整模組校準至少一容置層架以及取放組件相對於針測機之相對位置；致動伸縮件以將至少一容置層架以及取放組件朝向以及遠離針測機移動；以及致動取放組件以取放容置於至少一容置層架或針測機之載臺中之探針卡。","Y2024","main","Yes","半導體檢測技術","2449","半導體","2024-11-15",0.45,10.18,9,-18.09,-17.47,-13.67,121.8,95.1,124.7,124,111.7,0.19285,89.4
"167","京元電子","2024-11-18","TWI804412B","2022-08-09","2023-06-01",55,"機台對接調整裝置","一種機台對接調整裝置包含有一第一對接模組以及一第二對接模組。第一對接模組包含有一第一基座、一第一定位板安裝於第一基座之上、以及一定位套環組可拆卸地安裝於第一定位板。第二對接模組用以對接該第一對接模組，且包含有一第二基座、一第二定位板安裝於第二基座之上、以及一定位凸柱安裝於第二定位板。第二對接模組的定位凸柱係用來對準第一對接模組的定位套環組。","Y2024","main","Yes","自動化控制系統","2449","半導體","2024-11-15",0.45,10.18,9,-18.09,-17.47,-13.67,121.8,95.1,124.7,124,111.7,0.19285,89.4
"168","京元電子","2024-11-18","TWI835675B","2023-06-20","2024-03-11",46,"自動化探針卡取放裝置及其控制方法","一種自動化探針卡取放裝置包含運輸載具、至少一容置層架配置以容置探針卡、搭接位置調整模組、取放組件配置以取放探針卡、複數個伸縮件以及控制元件。控制元件電性或通訊連接運輸載具、搭接位置調整模組、伸縮件以及取放組件。控制元件配置以：控制運輸載具移動至毗鄰針測機之目標位置；驅動搭接位置調整模組校準至少一容置層架以及取放組件相對於針測機之相對位置；致動伸縮件以將至少一容置層架以及取放組件朝向以及遠離針測機移動；以及致動取放組件以取放容置於至少一容置層架或針測機之載臺中之探針卡。","Y2024","main","Yes","自動化控制系統","2449","半導體","2024-11-15",0.45,10.18,9,-18.09,-17.47,-13.67,121.8,95.1,124.7,124,111.7,0.19285,89.4
"169","仁寶電腦工業","2024-11-18","TWI841297B","2023-03-15","2024-05-01",43,"多功能電子裝置","一種多功能電子裝置，適於切換至一閉闔模式、一觀看模式或一繪圖模式，且多功能電子裝置包括一邏輯機體、一支撐機體以及一螢幕機體。邏輯機體具有相對的一第一端與一第二端。支撐機體具有相對的一第三端與一第四端，第三端樞接邏輯機體的第二端。螢幕機體具有相對的一第一表面與一第二表面，第二表面樞接支撐機體的第四端。隨著觀看模式與繪圖模式之間的切換，當螢幕機體相對支撐機體展開大於等於一預定角度時，一磁性件於螢幕機體中移動。","Y2024","main","Yes","其他","2324","電腦及週邊","2024-11-15",1.16,-2.33,1,-2.94,8.97,28.2,33.6,27.9,35.1,37.5,31.6,0.21021,89.4
"170","仁寶電腦工業","2024-11-18","TWI824683B","2022-08-26","2023-12-01",41,"螢幕單元管理方法、電子裝置及非暫態電腦可讀取儲存媒體","本發明提供螢幕單元管理方法、電子裝置及非暫態電腦可讀取儲存媒體。在方法中，顯示原始畫面；辨識偵測資料中的第一圖像；判斷第一圖像，是否符合註冊圖像。依據第一圖像的判斷結果，遮蔽原始畫面。藉此，可主動地管制螢幕單元的使用。","Y2024","main","Yes","其他","2324","電腦及週邊","2024-11-15",1.16,-2.33,1,-2.94,8.97,28.2,33.6,27.9,35.1,37.5,31.6,0.21021,89.4
"171","仁寶電腦工業","2024-11-18","TWI826189B","2022-12-16","2023-12-11",25,"具六自由度之控制器追蹤系統及方法","本案提供一種具六自由度之控制器追蹤系統及方法，控制器追蹤系統包含控制器、影像感測器、管理單元及處理單元。控制器之測量單元架構於測量控制器之三自由度的旋轉量。影像感測器持續擷取包含控制器在內的影像。管理單元電連接於控制器及影像感測器，以接收旋轉量及影像。處理單元電連接於管理單元以接收影像，並基於機器學習推得控制器於影像中的三維座標，進而通過複數個影像中的複數個三維座標獲取控制器之三自由度的移動量。管理單元接收處理單元所獲取的移動量，並根據旋轉量及移動量獲得控制器之六自由度的位置變化資訊。","Y2024","main","Yes","其他","2324","電腦及週邊","2024-11-15",1.16,-2.33,1,-2.94,8.97,28.2,33.6,27.9,35.1,37.5,31.6,0.21021,89.4
"172","仁寶電腦工業","2024-11-18","TWI828446B","2022-11-29","2024-01-01",0,"電子裝置及具備用於連接影像擷取裝置的多個連接埠的控制方法","一種電子裝置及具備用於連接影像擷取裝置的多個連接埠的控制方法。電子裝置包括多個連接埠、處理器、匯流排控制器以及至少一個影像擷取裝置。多個連接埠設置於電子裝置的外殼。匯流排控制器耦接處理器以及連接埠。影像擷取裝置選擇性地耦接至連接埠的其中之一或多個。匯流排控制器判斷影像擷取裝置是否透過連接埠連接至匯流排控制器，並將影像擷取裝置所提供的視訊資料提供至處理器，以使處理器驅動影像擷取裝置。","Y2024","main","Yes","影像處理技術","2324","電腦及週邊","2024-11-15",1.16,-2.33,1,-2.94,8.97,28.2,33.6,27.9,35.1,37.5,31.6,0.21021,89.4
"173","仁寶電腦工業","2024-11-18","TWI831521B","2022-12-14","2024-02-01",57,"可攜式電子裝置及其控制方法","一種可攜式電子裝置，包括一第一機體、一第二機體、支撐架體以及一控制單元。第一機體具有一第一鏡頭及一第一感測器。第二機體樞接於第一機體且具有一第二鏡頭及一第二感測器。支撐架體樞接於第一機體。控制單元配置於第一機體且耦接第一鏡頭、第一感測器、第二鏡頭及第二感測器。在直立狀態下，支撐架體相對展開於第一機體並抵靠於一支撐平面，當第一感測器偵測第一機體相對支撐平面存在一第一角度時，控制單元啟動第一鏡頭。","Y2024","main","Yes","影像處理技術","2324","電腦及週邊","2024-11-15",1.16,-2.33,1,-2.94,8.97,28.2,33.6,27.9,35.1,37.5,31.6,0.21021,89.4
"174","仁寶電腦工業","2024-11-18","TWI828446B","2022-11-29","2024-01-01",0,"電子裝置及具備用於連接影像擷取裝置的多個連接埠的控制方法","一種電子裝置及具備用於連接影像擷取裝置的多個連接埠的控制方法。電子裝置包括多個連接埠、處理器、匯流排控制器以及至少一個影像擷取裝置。多個連接埠設置於電子裝置的外殼。匯流排控制器耦接處理器以及連接埠。影像擷取裝置選擇性地耦接至連接埠的其中之一或多個。匯流排控制器判斷影像擷取裝置是否透過連接埠連接至匯流排控制器，並將影像擷取裝置所提供的視訊資料提供至處理器，以使處理器驅動影像擷取裝置。","Y2024","main","Yes","其他","2324","電腦及週邊","2024-11-15",1.16,-2.33,1,-2.94,8.97,28.2,33.6,27.9,35.1,37.5,31.6,0.21021,89.4
"175","仁寶電腦工業","2024-11-18","TWI817717B","2022-09-13","2023-10-01",48,"折疊式電子裝置","一種折疊式電子裝置，包括第一機體、第二機體、轉軸模組、第一發光模組與第二發光模組。第一機體具有側面。轉軸模組連接第一機體與第二機體，以使第一機體與第二機體通過轉軸模組而彼此相對旋轉開闔。在第一機體相對於第二機體旋轉並展開至展開模式時，側面遠離並面對第二機體。第一發光模組設置於第一機體內並產生光線從側面投射出第一機體。第二發光模組設置於第二機體內並產生光線投射出第二機體。","Y2024","main","Yes","其他","2324","電腦及週邊","2024-11-15",1.16,-2.33,1,-2.94,8.97,28.2,33.6,27.9,35.1,37.5,31.6,0.21021,89.4
"176","仁寶電腦工業","2024-11-18","TWI822245B","2022-08-12","2023-11-11",50,"可攜式電子裝置","一種可攜式電子裝置，其包括第一機體、第二機體及旋轉機構。第二機體透過旋轉機構樞接於第一機體。第一機體具有操作面。第二機體具有顯示面及相對於顯示面的背面，且背面面對於操作面。旋轉機構包括固設於第一傘齒輪及第二傘齒輪。第一傘齒輪固設於第一機體。第二傘齒輪耦接於第二機體，且嚙接於第一傘齒輪。當第二機體繞第一軸向相對於第一機體旋轉時，第二傘齒輪繞第一軸向旋轉並被第一傘齒輪帶動。被第一傘齒輪帶動的第二傘齒輪繞垂直於第一軸向的第二軸向旋轉，並帶動第二機體繞第二軸向相對於第一機體旋轉，使得背面遠離於操作面。","Y2024","main","Yes","自動化控制系統","2324","電腦及週邊","2024-11-15",1.16,-2.33,1,-2.94,8.97,28.2,33.6,27.9,35.1,37.5,31.6,0.21021,89.4
"177","仁寶電腦工業","2024-11-18","TWI841297B","2023-03-15","2024-05-01",43,"多功能電子裝置","一種多功能電子裝置，適於切換至一閉闔模式、一觀看模式或一繪圖模式，且多功能電子裝置包括一邏輯機體、一支撐機體以及一螢幕機體。邏輯機體具有相對的一第一端與一第二端。支撐機體具有相對的一第三端與一第四端，第三端樞接邏輯機體的第二端。螢幕機體具有相對的一第一表面與一第二表面，第二表面樞接支撐機體的第四端。隨著觀看模式與繪圖模式之間的切換，當螢幕機體相對支撐機體展開大於等於一預定角度時，一磁性件於螢幕機體中移動。","Y2024","main","Yes","智能家居系統","2324","電腦及週邊","2024-11-15",1.16,-2.33,1,-2.94,8.97,28.2,33.6,27.9,35.1,37.5,31.6,0.21021,89.4
"178","仁寶電腦工業","2024-11-18","TWI831642B","2023-03-13","2024-02-01",56,"支撐結構及折疊式電子裝置","一種支撐結構，包括轉軸模組、第一基座、第一活動件、連桿機構、第二基座、第二活動件及滑動機構。轉軸模組可動地連接第一基座及第二基座。第一活動件樞設於第一基座。連桿機構可動地連接轉軸模組、第一基座及第一活動件。第二活動件樞設於第二基座。滑動機構可動地連接轉軸模組、第二基座及第二活動件。在一閉合狀態下，第一基座相對於第二基座閉合，第一活動件傾斜於第一基座而具有一第一夾角，第二活動件傾斜於第二基座而具有一第二夾角，且該第一夾角相異於該第二夾角。一種折疊式電子裝置更被提及。","Y2024","main","Yes","其他","2324","電腦及週邊","2024-11-15",1.16,-2.33,1,-2.94,8.97,28.2,33.6,27.9,35.1,37.5,31.6,0.21021,89.4
"179","仁寶電腦工業","2024-11-18","TWI835634B","2023-04-20","2024-03-11",28,"一種具有活動腳墊的電子裝置","一種具有活動腳墊的電子裝置，包括機體與腳墊模組。機體具有底面。腳墊模組包括第一腳墊、至少一第二腳墊以及至少一轉軸。第一腳墊固定於機體。轉軸連接第一腳墊與第二腳墊。第二腳墊藉由轉軸而相對於第一腳墊旋轉，以使腳墊模組在第一狀態與第二狀態之間轉換。轉軸的軸向相對於底面呈傾斜。在第一狀態時，機體藉由第一腳墊與第二腳墊支撐於平台上。在第二狀態時，第二腳墊以軸向相對於第一腳墊旋轉180度並突出於第一腳墊，以使機體藉由第二腳墊支撐於平台上。","Y2024","main","Yes","其他","2324","電腦及週邊","2024-11-15",1.16,-2.33,1,-2.94,8.97,28.2,33.6,27.9,35.1,37.5,31.6,0.21021,89.4
"180","仁寶電腦工業","2024-11-18","TWI835585B","2023-03-13","2024-03-11",69,"顯示裝置與抵接切面的計算方法","一種顯示裝置，包括支架模組、顯示模組以及第一轉軸。支架模組的一端包括固定部。支架模組座落於固定座標系X1-Y1-Z1。顯示模組的相對兩側分別具有顯示面板與旋轉部。顯示模組座落於旋轉座標系X2-Y2-Z2，顯示面板平行旋轉座標系X2-Y2-Z2的X2-Y2平面。第一轉軸連接固定部與旋轉部，並具有第一軸向。顯示模組通過第一轉軸而相對於該支架模組旋轉，以在多個使用狀態之間切換，這些使用狀態包括橫向狀態與直向狀態。在橫向狀態時，顯示面板正交於Y1-Z1平面，正交於Z1-X1平面，且平行於X1-Y1平面。在直向狀態時，顯示面板是正交於Y1-Z1平面，傾斜於Z1-X1平面，且傾斜於X1-Y1平面。","Y2024","main","Yes","其他","2324","電腦及週邊","2024-11-15",1.16,-2.33,1,-2.94,8.97,28.2,33.6,27.9,35.1,37.5,31.6,0.21021,89.4
"181","仁寶電腦工業","2024-11-18","TWI831377B","2022-09-16","2024-02-01",9,"折疊式電子裝置","一種折疊式電子裝置，包括第一機體、第一顯示模組、第二機體、第二顯示模組、第三機體、第一轉軸模組以及第二轉軸模組。第一機體具有彼此相對的第一側與第二側、彼此相對且位於第一側與第二側之間的的第一面與第二面。第二機體具有彼此相對的第三側與第四側、彼此相對且位於第三側與第四側之間的第三面與第四面。第三機體具有彼此相對的第五側與第六側、彼此相對且位於第五側與第六側之間的第五面與第六面。第一顯示模組設置於第一機體，第二顯示模組設置於第二機體。第一轉軸模組連接第二面與第五側，第二轉軸模組連接第四側與第六側。","Y2024","main","Yes","其他","2324","電腦及週邊","2024-11-15",1.16,-2.33,1,-2.94,8.97,28.2,33.6,27.9,35.1,37.5,31.6,0.21021,89.4
"182","仁寶電腦工業","2024-11-18","TWI837866B","2022-10-06","2024-04-01",79,"電子裝置","一種電子裝置，包括第一機體、第二機體、連接機體及腳架。第二機體具有相對的第一面及第二面。連接機體具有第一端及第二端，且具有相對的第三面及第四面。第一端透過第一鉸鏈與第一機體樞接。第二端透過第二鉸鏈與第二機體樞接。第三面朝向第一面並背對第二面。腳架透過第三鉸鏈樞接於第二機體的第二面。在第一模式下，連接機體與第一機體一同相對於第二機體展開至特定角度，第一機體貼合於第三面，且腳架相對於第二機體展開。在自第一模式轉換為第二模式下，第一機體相對於連接機體翻轉並貼合於第四面。","Y2024","main","Yes","其他","2324","電腦及週邊","2024-11-15",1.16,-2.33,1,-2.94,8.97,28.2,33.6,27.9,35.1,37.5,31.6,0.21021,89.4
