資料截止日,演化階段,AI分類,申請人,公開公告號,申請日,標題,PR,股票代碼,收盤日,氣動值,單月營收成長,熱度值,季營收年增率%,季毛利年增率%,季營益年增率%,收盤價,法人平均成本,
2026-02-01,main,記憶體與儲存裝置,信驊科技,TW202540957A,2024-04-10,繪圖處理系統中的紋理預取裝置及其方法,,5274,2026-02-11,0.14,28.46,10,17.3,26.39,29.43,9725,6613.6,
2026-02-01,main,電子產品檢測,王維謙,TW202445523A,2024-04-10,手勢檢測裝置及方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,鴻海精密工業,TW202541635A,2024-04-10,半導體結構及其形成方法,,2317,2026-02-11,0.81,35.53,1,11.02,13.97,28.78,227,183.6,
2026-02-01,main,半導體結構與製程,鴻海精密工業,TW202541629A,2024-04-10,半導體結構及其形成方法,,2317,2026-02-11,0.81,35.53,1,11.02,13.97,28.78,227,183.6,
2026-02-01,main,半導體結構與製程,鴻海精密工業,TWI875564B,2024-04-10,半導體結構及其形成方法,2,2317,2026-02-11,0.81,35.53,1,11.02,13.97,28.78,227,183.6,
2026-02-01,main,半導體結構與製程,鴻海精密工業,TWI902213B,2024-04-10,半導體結構及其形成方法,29,2317,2026-02-11,0.81,35.53,1,11.02,13.97,28.78,227,183.6,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202535169A,2024-04-09,半導體裝置與其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TWI892570B,2024-04-09,半導體裝置及其形成方法,15,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202515329A,2024-04-09,半導體裝置及其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,國立陽明交通大學,TWI894905B,2024-04-09,P型氮化鎵半導體裝置及其製作方法,13,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,國立陽明交通大學,TW202541634A,2024-04-09,P型氮化鎵半導體裝置及其製作方法,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,美商高通公司,TW202449777A,2024-04-09,動態隨機存取記憶體（ＤＲＡＭ）記憶體裝置中系統後設模式操作的秩交錯,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TWI906817B,2024-04-08,半導體裝置結構及其形成方法,50,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202525044A,2024-04-08,半導體裝置結構及其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,記憶體與儲存裝置,韓商愛思開海力士,TW202516528A,2024-04-02,包括錯誤校正電路的記憶體,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,大陸商摩爾線程智能科技(北京),TW202439235A,2024-04-01,基於光線追蹤的資料調度方法、裝置、系統、電腦設備和電腦可讀取儲存媒體,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,大陸商摩爾線程智能科技(北京),TWI880699B,2024-04-01,基於光線追蹤的資料調度方法、裝置、系統、電腦設備和電腦可讀取儲存媒體,94,,,,,,,,,,,
2026-02-01,main,電源管理,華邦電子,TW202541034A,2024-04-01,程式化電壓供應器以及程式化電壓的產生方法,,2344,2026-02-11,0.28,94.16,8,2.15,62.74,1259.78,105.5,85.3,
2026-02-01,main,電源管理,華邦電子,TWI882752B,2024-04-01,程式化電壓供應器以及程式化電壓的產生方法,4,2344,2026-02-11,0.28,94.16,8,2.15,62.74,1259.78,105.5,85.3,
2026-02-01,main,半導體結構與製程,鴻海精密工業,TW202541628A,2024-04-01,碳化矽功率元件及其製造方法,,2317,2026-02-11,0.81,35.53,1,11.02,13.97,28.78,227,183.6,
2026-02-01,main,半導體結構與製程,鴻海精密工業,TWI885831B,2024-04-01,碳化矽功率元件及其製造方法,8,2317,2026-02-11,0.81,35.53,1,11.02,13.97,28.78,227,183.6,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TWI892542B,2024-03-27,半導體裝置結構和其形成方法,45,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202515353A,2024-03-27,半導體裝置結構和其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,虛擬實境與數位模擬,宏碁,TW202538691A,2024-03-27,生成3D互動場景的電腦系統及方法,,2353,2026-02-11,1.2,39.83,1,0.97,6.69,-6.13,27.1,29.7,
2026-02-01,main,虛擬實境與數位模擬,宏碁,TWI865370B,2024-03-27,生成3D互動場景的電腦系統及方法,93,2353,2026-02-11,1.2,39.83,1,0.97,6.69,-6.13,27.1,29.7,
2026-02-01,main,半導體結構與製程,美商力特福斯,TWI902188B,2024-03-27,半導體裝置及其製造方法,14,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,力晶積成電子製造,TWI876940B,2024-03-26,形成半導體裝置的方法,54,6770,2026-02-11,0.2,26.27,9,1.63,-58.12,0.3,63.1,54.9,
2026-02-01,main,半導體結構與製程,力晶積成電子製造,TW202539457A,2024-03-26,形成半導體裝置的方法,,6770,2026-02-11,0.2,26.27,9,1.63,-58.12,0.3,63.1,54.9,
2026-02-01,main,記憶體與儲存裝置,南亞科技,TW202531212A,2024-03-26,記憶體系統和記憶體晶片,,2408,2026-02-11,0.21,608.02,10,130.91,1213.94,144.67,278,219.2,
2026-02-01,main,記憶體與儲存裝置,南亞科技,TWI898500B,2024-03-26,記憶體系統和記憶體晶片,2,2408,2026-02-11,0.21,608.02,10,130.91,1213.94,144.67,278,219.2,
2026-02-01,main,記憶體與儲存裝置,南亞科技,TW202533226A,2024-03-26,記憶體系統和記憶體晶片,,2408,2026-02-11,0.21,608.02,10,130.91,1213.94,144.67,278,219.2,
2026-02-01,main,記憶體與儲存裝置,南亞科技,TWI898499B,2024-03-26,記憶體系統和記憶體晶片,4,2408,2026-02-11,0.21,608.02,10,130.91,1213.94,144.67,278,219.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202529561A,2024-03-26,半導體結構及其製造方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TWI901052B,2024-03-26,半導體結構及其製造方法,74,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,晶圓封裝與測試,大陸商環旭(深圳)電子科創,TW202537458A,2024-03-26,系統級封裝模組及其製造方法,,,,,,,,,,,,
2026-02-01,main,晶圓封裝與測試,大陸商環旭(深圳)電子科創,TWI894881B,2024-03-26,系統級封裝模組及其製造方法,24,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,南韓商三星電子,TW202518451A,2024-03-25,具有糾錯功能的記憶體系統和半導體記憶體裝置,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TWI889259B,2024-03-25,半導體裝置及其製造方法,23,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,羅鴻,TW202539399A,2024-03-22,具有隔絕區域的電子元件部份結構及其製造方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,羅鴻,TW202539398A,2024-03-22,具有埋入式絕緣層與圖案化閘極區的電子元件及其製造方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,鴻揚半導體,TW202539416A,2024-03-22,半導體裝置與其形成方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,鴻揚半導體,TWI885815B,2024-03-22,半導體裝置與其形成方法,86,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,鴻海精密工業,TWI885816B,2024-03-22,半導體元件與其製造方法,72,2317,2026-02-11,0.81,35.53,1,11.02,13.97,28.78,227,183.6,
2026-02-01,main,半導體結構與製程,鴻海精密工業,TW202539433A,2024-03-22,半導體元件與其製造方法,,2317,2026-02-11,0.81,35.53,1,11.02,13.97,28.78,227,183.6,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202517033A,2024-03-21,半導體裝置及其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202515328A,2024-03-21,多閘極元件的磊晶特徵及其製造方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TWI888062B,2024-03-21,製造半導體裝置的方法和半導體裝置,26,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,鴻海精密工業,TW202539397A,2024-03-21,半導體裝置和其製造方法,,2317,2026-02-11,0.81,35.53,1,11.02,13.97,28.78,227,183.6,
2026-02-01,main,半導體結構與製程,鴻海精密工業,TWI872995B,2024-03-21,半導體裝置和其製造方法,84,2317,2026-02-11,0.81,35.53,1,11.02,13.97,28.78,227,183.6,
2026-02-01,main,電腦視覺與影像處理,遊戲橘子數位科技,TWI891289B,2024-03-20,快速生成多組客製化用戶頭像方法,62,6180,2026-02-11,0.5,20.7,2,-28.89,-40.29,-122.45,51.6,63.8,
2026-02-01,main,電腦視覺與影像處理,遊戲橘子數位科技,TW202538687A,2024-03-20,快速生成多組客製化用戶頭像方法,,6180,2026-02-11,0.5,20.7,2,-28.89,-40.29,-122.45,51.6,63.8,
2026-02-01,main,半導體結構與製程,鴻揚半導體,TWI897304B,2024-03-20,半導體元件及其製造方法,16,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,鴻揚半導體,TW202539432A,2024-03-20,半導體元件及其製造方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,鴻海精密工業,TW202539396A,2024-03-20,半導體裝置及其製作方法,,2317,2026-02-11,0.81,35.53,1,11.02,13.97,28.78,227,183.6,
2026-02-01,main,半導體結構與製程,鴻海精密工業,TWI872993B,2024-03-20,半導體裝置及其製作方法,90,2317,2026-02-11,0.81,35.53,1,11.02,13.97,28.78,227,183.6,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TWI886854B,2024-03-19,半導體元件及其製造方法,83,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,鴻海精密工業,TWI908002B,2024-03-19,半導體結構及其形成方法,5,2317,2026-02-11,0.81,35.53,1,11.02,13.97,28.78,227,183.6,
2026-02-01,main,半導體結構與製程,鴻海精密工業,TW202539430A,2024-03-19,半導體結構及其形成方法,,2317,2026-02-11,0.81,35.53,1,11.02,13.97,28.78,227,183.6,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202531889A,2024-03-18,隔離結構及其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,日商日本顯示器 | 日商出光興產,TWI898488B,2024-03-18,半導體裝置、顯示裝置及半導體裝置之製造方法,56,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,鴻海精密工業,TW202539442A,2024-03-18,半導體結構及其製造方法,,2317,2026-02-11,0.81,35.53,1,11.02,13.97,28.78,227,183.6,
2026-02-01,main,半導體結構與製程,鴻海精密工業,TW202539441A,2024-03-18,半導體結構及其製造方法,,2317,2026-02-11,0.81,35.53,1,11.02,13.97,28.78,227,183.6,
2026-02-01,main,半導體結構與製程,鴻海精密工業,TWI884732B,2024-03-18,半導體結構及其製造方法,29,2317,2026-02-11,0.81,35.53,1,11.02,13.97,28.78,227,183.6,
2026-02-01,main,半導體結構與製程,鴻海精密工業,TWI888055B,2024-03-18,半導體結構及其製造方法,8,2317,2026-02-11,0.81,35.53,1,11.02,13.97,28.78,227,183.6,
2026-02-01,main,虛擬實境與數位模擬,法商內數位CE專利控股公司,TW202439246A,2024-03-16,場景描述中之虛擬化身傳訊,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,南亞科技,TWI892514B,2024-03-15,包括多晶矽作為位元線結構的底層的半導體結構及其製備方法,2,2408,2026-02-11,0.21,608.02,10,130.91,1213.94,144.67,278,219.2,
2026-02-01,main,半導體結構與製程,南亞科技,TWI906002B,2024-03-15,包括多晶矽作為位元線結構的底層的半導體結構及其製備方法,69,2408,2026-02-11,0.21,608.02,10,130.91,1213.94,144.67,278,219.2,
2026-02-01,main,半導體結構與製程,南亞科技,TW202531930A,2024-03-15,包括多晶矽作為位元線結構的底層的半導體結構及其製備方法,,2408,2026-02-11,0.21,608.02,10,130.91,1213.94,144.67,278,219.2,
2026-02-01,main,半導體結構與製程,南亞科技,TW202531929A,2024-03-15,包括多晶矽作為位元線結構的底層的半導體結構及其製備方法,,2408,2026-02-11,0.21,608.02,10,130.91,1213.94,144.67,278,219.2,
2026-02-01,main,半導體結構與製程,鴻揚半導體,TW202539414A,2024-03-15,半導體元件及其製造方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,大陸商昂寶電子(上海),TW202531902A,2024-03-14,低壓增強型矽基電晶體器件和共柵共源結構功率器件,,,,,,,,,,,,
2026-02-01,main,電動車與新能源車,大陸商昂寶電子(上海),TWI899891B,2024-03-14,低壓增強型矽基電晶體器件和共柵共源結構功率器件,69,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,華邦電子,TW202443580A,2024-03-14,半導體記憶裝置,,2344,2026-02-11,0.28,94.16,8,2.15,62.74,1259.78,105.5,85.3,
2026-02-01,main,記憶體與儲存裝置,華邦電子,TWI902169B,2024-03-14,半導體記憶裝置,38,2344,2026-02-11,0.28,94.16,8,2.15,62.74,1259.78,105.5,85.3,
2026-02-01,main,半導體結構與製程,友達光電,TW202537452A,2024-03-13,半導體裝置及其製造方法,,2409,2026-02-11,1.1,3.98,1,-10.08,-20.87,-482.9,16.15,14.6,
2026-02-01,main,半導體結構與製程,友達光電,TWI880669B,2024-03-13,半導體裝置及其製造方法,58,2409,2026-02-11,1.1,3.98,1,-10.08,-20.87,-482.9,16.15,14.6,
2026-02-01,main,電腦視覺與影像處理,國立雲林科技大學,TWI863841B,2024-03-13,圖面之文字及圖元辨識系統及方法,32,,,,,,,,,,,
2026-02-01,main,電腦視覺與影像處理,國立雲林科技大學,TW202536812A,2024-03-13,圖面之文字及圖元辨識系統及方法,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,群聯電子,TW202536867A,2024-03-13,記憶體管理方法、記憶體儲存裝置及記憶體控制電路單元,,8299,2026-02-11,0.22,189.25,9,30.08,44.88,16.56,1855,1329.8,
2026-02-01,main,記憶體與儲存裝置,群聯電子,TWI905685B,2024-03-13,記憶體管理方法、記憶體儲存裝置及記憶體控制電路單元,34,8299,2026-02-11,0.22,189.25,9,30.08,44.88,16.56,1855,1329.8,
2026-02-01,main,半導體結構與製程,鴻揚半導體,TWI884728B,2024-03-13,半導體結構及其製造方法,96,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,鴻揚半導體,TW202537440A,2024-03-13,半導體結構及其製造方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,鴻海精密工業,TW202537439A,2024-03-13,製造半導體裝置的方法及半導體裝置,,2317,2026-02-11,0.81,35.53,1,11.02,13.97,28.78,227,183.6,
2026-02-01,main,半導體結構與製程,鴻海精密工業,TW202537438A,2024-03-13,半導體元件及其形成方法,,2317,2026-02-11,0.81,35.53,1,11.02,13.97,28.78,227,183.6,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202531921A,2024-03-11,半導體結構及其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TWI910569B,2024-03-11,半導體結構及其形成方法,42,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,日商日本顯示器,TWI902160B,2024-03-11,半導體裝置及顯示裝置,34,,,,,,,,,,,
2026-02-01,main,光學投影,瑞昱半導體,TW202536794A,2024-03-11,具有儲存資源節省機制的影像處理裝置及方法,,2379,2026-02-11,0.46,14.4,4,-4.1,-7.24,-20.29,476,483.7,
2026-02-01,main,光學投影,瑞昱半導體,TWI869228B,2024-03-11,具有儲存資源節省機制的影像處理裝置及方法,61,2379,2026-02-11,0.46,14.4,4,-4.1,-7.24,-20.29,476,483.7,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TWI878050B,2024-03-08,半導體裝置及其製造方法,4,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,日商美蓓亞功率半導體,TWI897282B,2024-03-08,半導體裝置,0,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,日商美蓓亞功率半導體,TWI889230B,2024-03-08,半導體裝置,49,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,立錡科技,TWI880665B,2024-03-08,具有雙多晶矽閘極的功率元件之製造方法,0,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,立錡科技,TW202537412A,2024-03-08,具有雙多晶矽閘極的功率元件之製造方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202519058A,2024-03-07,半導體結構及其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TWI910566B,2024-03-07,半導體裝置與其形成方法,8,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TWI909358B,2024-03-07,半導體結構及其形成方法,74,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造 | 大陸商台積電(中國),TW202519022A,2024-03-07,橫向擴散金屬氧化物半導體電晶體及其製造方法,,,,,,,,,,,,
2026-02-01,main,資訊安全與加密技術,國立臺灣科技大學,TW202537259A,2024-03-07,多對多加解密系統及其方法,,,,,,,,,,,,
2026-02-01,main,資訊安全與加密技術,國立臺灣科技大學,TWI875508B,2024-03-07,多對多加解密系統及其方法,28,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,慧榮科技,TW202536866A,2024-03-07,解碼器電路及使用於解碼器電路的解碼方法,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,慧榮科技,TWI867978B,2024-03-07,解碼器電路及使用於解碼器電路的解碼方法,3,,,,,,,,,,,
2026-02-01,main,資訊安全與加密技術,英利科技控股,TW202537257A,2024-03-07,基於主副系統同源糾纏態傳輸之遠距多批次加密安全系統,,,,,,,,,,,,
2026-02-01,main,資訊安全與加密技術,英利科技控股,TWI897279B,2024-03-07,基於主副系統同源糾纏態傳輸之遠距多批次加密安全系統,80,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,世界先進積體電路,TWI894845B,2024-03-06,半導體裝置及其形成方法,12,5347,2026-02-11,0.35,18.37,8,4.61,-3.35,-17.83,126,113.8,
2026-02-01,main,半導體結構與製程,世界先進積體電路,TW202537436A,2024-03-06,半導體裝置及其形成方法,,5347,2026-02-11,0.35,18.37,8,4.61,-3.35,-17.83,126,113.8,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202529547A,2024-03-06,具有更高接面崩潰電壓的電晶體結構及其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,平面顯示器,宏碁,TW202536806A,2024-03-06,電子裝置與其桌布生成方法,,2353,2026-02-11,1.2,39.83,1,0.97,6.69,-6.13,27.1,29.7,
2026-02-01,main,記憶體與儲存裝置,英商ARM,TW202512207A,2024-03-06,列修復電路系統,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,大陸商合肥兆芯電子,TW202531239A,2024-03-05,資料寫入方法、記憶體儲存裝置以及記憶體控制電路單元,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,大陸商合肥兆芯電子,TWI893686B,2024-03-05,資料寫入方法、記憶體儲存裝置以及記憶體控制電路單元,95,,,,,,,,,,,
2026-02-01,main,電子產品檢測,宏達國際電子,TW202516458A,2024-03-05,資料處理方法、電子裝置及非暫態電腦可讀取儲存媒體,,2498,2026-02-11,3.02,0.04,10,-7.43,-20.17,24.5,44.25,46.7,
2026-02-01,main,電腦視覺與影像處理,宏達國際電子,TWI896023B,2024-03-05,資料處理方法、電子裝置及非暫態電腦可讀取儲存媒體,0,2498,2026-02-11,3.02,0.04,10,-7.43,-20.17,24.5,44.25,46.7,
2026-02-01,main,記憶體與儲存裝置,美商泰瑞達公司,TW202439324A,2024-03-05,基於先前測試程式執行來控制測試資料之儲存,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,美商高通公司,TW202446028A,2024-03-05,防止靜止資料攻擊同時高效保護受硬體管理的整合密碼學引擎密鑰的新穎方式,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,力晶積成電子製造,TW202537421A,2024-03-04,半導體裝置,,6770,2026-02-11,0.2,26.27,9,1.63,-58.12,0.3,63.1,54.9,
2026-02-01,main,半導體結構與製程,力晶積成電子製造,TWI886824B,2024-03-04,半導體裝置,65,6770,2026-02-11,0.2,26.27,9,1.63,-58.12,0.3,63.1,54.9,
2026-02-01,main,記憶體與儲存裝置,慧榮科技,TWI892488B,2024-03-04,使用於快閃記憶體控制器之解碼器內的解碼方法、快閃記憶體控制器、對於快閃記憶體進行測試的主機裝置、快閃記憶體的測試方法,37,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,慧榮科技,TW202536870A,2024-03-04,使用於快閃記憶體控制器之解碼器內的解碼方法、快閃記憶體控制器、對於快閃記憶體進行測試的主機裝置、快閃記憶體的測試方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,聯華電子,TW202537434A,2024-03-04,嵌入式高壓半導體元件及其製造方法,,2303,2026-02-11,0.76,5.33,7,-2.25,-13.73,-21.15,62.8,52.3,
2026-02-01,main,語音辨識與自動生成,兆豐國際商業銀行,TWM656077U,2024-03-01,智能客服裝置,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TWI885768B,2024-03-01,積體電路裝置及其製造方法,46,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TWI889224B,2024-03-01,互補式電晶體及其形成方法,92,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202527692A,2024-03-01,積體電路裝置及其製造方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TWI912713B,2024-03-01,半導體元件結構及其形成方法,44,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,羅鴻,TW202537411A,2024-03-01,具有插入層的電晶體元件及其製造方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,羅鴻,TW202537455A,2024-03-01,具有圖案化埋入式導電層之電晶體元件及元件連接之方法,,,,,,,,,,,,
2026-02-01,main,電腦視覺與影像處理,美商高通公司,TW202445513A,2024-03-01,使用神經輻射場的ＬＩＤＡＲ（光檢測及測距）－相機時空對齊,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,聯華電子,TW202537433A,2024-03-01,半導體結構以及其製作方法,,2303,2026-02-11,0.76,5.33,7,-2.25,-13.73,-21.15,62.8,52.3,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TWI906784B,2024-02-29,半導體結構與其形成方法,68,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202517063A,2024-02-29,半導體結構與其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,語音辨識與自動生成,日商索尼互動娛樂,TW202439244A,2024-02-29,根據文字之迭代影像產生,,,,,,,,,,,,
2026-02-01,main,語音辨識與自動生成,日商索尼互動娛樂,TWI893679B,2024-02-29,根據文字之迭代的影像產生方法、系統及非暫時性電腦可讀儲存媒體,14,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202529579A,2024-02-27,半導體結構及其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TWI897260B,2024-02-27,半導體結構及其形成方法,65,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,記憶體與儲存裝置,華邦電子,TW202534672A,2024-02-26,記憶體陣列及記憶胞單元,,2344,2026-02-11,0.28,94.16,8,2.15,62.74,1259.78,105.5,85.3,
2026-02-01,main,記憶體與儲存裝置,華邦電子,TWI879451B,2024-02-26,記憶體陣列及記憶胞單元,30,2344,2026-02-11,0.28,94.16,8,2.15,62.74,1259.78,105.5,85.3,
2026-02-01,main,半導體結構與製程,世界先進積體電路,TWI882698B,2024-02-23,半導體裝置及其形成方法,5,5347,2026-02-11,0.35,18.37,8,4.61,-3.35,-17.83,126,113.8,
2026-02-01,main,半導體結構與製程,世界先進積體電路,TW202535185A,2024-02-23,半導體裝置及其形成方法,,5347,2026-02-11,0.35,18.37,8,4.61,-3.35,-17.83,126,113.8,
2026-02-01,main,半導體結構與製程,世界先進積體電路,TW202535186A,2024-02-23,半導體裝置及其形成方法,,5347,2026-02-11,0.35,18.37,8,4.61,-3.35,-17.83,126,113.8,
2026-02-01,main,半導體結構與製程,南韓商三星電子,TW202527736A,2024-02-23,三維半導體裝置,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,慧榮科技,TW202534694A,2024-02-23,解碼器電路、解碼方法以及快閃記憶體控制器,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,慧榮科技,TWI889212B,2024-02-23,解碼器電路、解碼方法及快閃記憶體控制器,43,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,慧榮科技,TWI893672B,2024-02-23,解碼器電路、解碼方法以及快閃記憶體控制器,17,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,慧榮科技,TW202534693A,2024-02-23,解碼器電路、解碼方法及快閃記憶體控制器,,,,,,,,,,,,
2026-02-01,main,虛擬實境與數位模擬,法商內數位CE專利控股公司,TW202437206A,2024-02-23,在擴展實境場景描述中用於近接觸發器的物體區域,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,聯發科技,TWI881725B,2024-02-23,半導體結構,15,2454,2026-02-11,0.29,-8.15,9,7.8,2.74,-7.03,1855,1325.6,
2026-02-01,main,生物辨識與數位身份,中華電信,TWI850187B,2024-02-22,可信任行動裝置專屬憑證產製系統、方法及電腦可讀媒介,10,2412,2026-02-11,0.5,12.21,8,4.16,5.42,6.36,133,121.4,
2026-02-01,main,電子產品檢測,中華電信,TW202535039A,2024-02-22,可信任行動裝置專屬憑證產製系統、方法及電腦可讀媒介,,2412,2026-02-11,0.5,12.21,8,4.16,5.42,6.36,133,121.4,
2026-02-01,main,記憶體與儲存裝置,群聯電子,TW202534684A,2024-02-22,記憶體管理方法、記憶體儲存裝置及記憶體控制電路單元,,8299,2026-02-11,0.22,189.25,9,30.08,44.88,16.56,1855,1329.8,
2026-02-01,main,記憶體與儲存裝置,群聯電子,TWI880640B,2024-02-22,記憶體管理方法、記憶體儲存裝置及記憶體控制電路單元,22,8299,2026-02-11,0.22,189.25,9,30.08,44.88,16.56,1855,1329.8,
