"","公司全名","專利號","申請日","獲證日","PR","標題","專利摘要","預測年份","主分支","台灣上市櫃","技術分類","股票代碼","產業別","資料時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本"
"151","致伸科技","TWI800427B","2022-07-14","2023-04-21",97,"滾輪模組","提供一種滾輪模組。滾輪模組具有一段落操作模式以及一無段落操作模式。滾輪模組包括一支撐座、一滾輪、一連桿、一扭簧、一第一磁鐵、一第二磁鐵以及一線圈。滾輪安裝於支撐座上。滾輪具有一齒槽區。連桿具有一支點段、一抗力段以及一施力段。扭簧連接抗力段。第一磁鐵設置於第二磁鐵以及施力段之間。線圈圍繞於第二磁鐵之外。當滾輪模組處於段落操作模式時，第一磁鐵靠近第二磁鐵，扭簧施加一拉力於抗力段，使得抗力段沿一第一旋轉方向接觸齒槽區。當滾輪模組處於無段落操作模式時，線圈通電而改變第二磁鐵的極性，第一磁鐵遠離第二磁鐵並施加一推力於施力段，使得抗力段沿一第二旋轉方向離開齒槽區。第一旋轉方向相反於第二旋轉方向。","Y2024","main","Yes","其他","4915","電子零組件","2024-10-30",0.81,-2.61,1,-4.34,3.94,-0.92,85.2,78.5,90.2,81,83.5
"152","英業達","TWI842628B","2023-09-18","2024-05-11",97,"電池結構","本發明揭露一種電池結構，包括一電池本體，其一長軸方向上的一第一側設置有相互間隔設置的複數個卡扣；複數個卡勾，相互間隔地設置在一機殼上，且各該卡勾對應各該卡扣設置且相互可拆卸地卡固；以及一限位結構，設置在鄰近該電池本體的該長軸的一第二側處，用以可拆卸地將該電池本體朝向該複數個卡勾方向推移並限位。藉此，能輕鬆完成電池本體的拆裝，增加在拆卸組裝的方便性，同時也減少生產螺絲的碳排放，達到減碳的功效。","Y2024","main","Yes","其他","2356","電腦及週邊","2024-10-30",0.58,18.36,1,17.99,28.72,76.03,48.5,34.4,45.6,45.4,42.2
"153","鴻海精密工業","TWI844030B","2022-06-07","2024-06-01",97,"瑕疵檢測裝置及方法","一種瑕疵檢測裝置及方法。該瑕疵檢測裝置接收一待測影像。該瑕疵檢測裝置透過一瑕疵檢測模型檢測該待測影像，以產生對應該待測影像之一異常分數，其中該瑕疵檢測模型係基於一生成對抗網路及歸一化後的複數個損失函數訓練產生。該瑕疵檢測裝置比對該異常分數及一異常分數門檻值，以判斷該待測影像是否為一瑕疵影像。","Y2024","main","Yes","其他","2317","其他電子業","2024-10-30",0.73,10.94,1,18.86,19.06,44.23,150,134.6,197.8,211.5,153.4
"154","鵬鼎科技","TWI830436B","2022-10-14","2024-01-21",97,"具有電磁遮罩結構的封裝模組及其製作方法","本發明提出一種具有電磁遮罩結構的封裝模組，包括線路基板、膠粘層、絕緣層、連接線路層、電子元件、外側線路層以及電磁遮罩殼。膠粘層設於線路基板，絕緣層設於膠粘層，連接線路層埋設於絕緣層，外側線路層設於絕緣層，電子元件連接於連接線路層，電磁遮罩殼蓋設於電子元件。外側線路層包括信號線路，電磁遮罩殼電連接於信號線路，連接線路層包括間隔設置的接地墊，接地墊電性連接信號線路，電磁遮罩殼、信號線路和連接線路層依次連接以形成包圍電子元件的電磁遮罩結構。本申請還提供一種具有電磁遮罩結構的封裝模組的製作方法。","Y2024","main","No","半導體封裝技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","世界先進積體電路","TWI805135B","2021-12-17","2023-06-11",96,"轉移晶片的結構和方法以及晶片接合結構","本揭露提供一種轉移晶片的結構，包含氧化層支撐部件、複數個晶片、接合部件、支撐晶圓及間隔部件。氧化層支撐部件具有複數個重複單元，其中各重複單元具有晶片設置區和週邊區，且一個重複單元的晶片設置區分離於相鄰的另一個重複單元的週邊區。複數個晶片設置於氧化層支撐部件的晶片設置區上，接合部件設置於氧化層支撐部件的週邊區上。支撐晶圓設置於氧化層支撐部件下方，且與晶片和接合部件相隔一空隙。間隔部件設置於接合部件和支撐晶圓之間，且間隔部件與接合部件接合。此外，還提供轉移晶片的方法及晶片接合結構。","Y2024","main","Yes","半導體封裝技術","5347","半導體","2024-10-30",0.47,33.99,8,12.29,-2.74,-4.54,107.1,100.8,104.1,96.5,104
"156","仁寶電腦工業","TWI817690B","2022-09-01","2023-10-01",96,"電子裝置","一種電子裝置，包括一第一機體、一第二機體、一樞軸模組、兩連動組件、一第一滑片以及一第二滑片。樞軸模組樞接第一機體及第二機體。兩連動組件分別位於第一機體及第二機體中。各連動組件具有一連桿、一滑塊以及滑片座。連桿可轉動地連接樞軸模組。滑塊可移動地連接連桿。滑片座可移動地連接滑塊。第一滑片固設於其中一滑片座。第二滑片固設於其中另一滑片座。當第一機體與第二機體相對閉闔時，第一滑片與第二滑片定位於一第一位置，且第一滑片與第二滑片分別進入第一機體與第二機體而形成一容納空間。","Y2024","main","Yes","其他","2324","電腦及週邊","2024-10-30",1.15,-1.6,1,-2.73,11.19,47.12,33.2,27.6,34.1,35.85,31.1
"157","力晶積成電子製造","TWI812356B","2022-07-18","2023-08-11",96,"半導體加工的方法及製具","半導體加工的方法包括以下步驟：提供半導體基板；形成膠層於半導體基板的表面上，其中膠層包括第一區及第二區，且第二區較第一區接近半導體基板的邊緣；以及使光束藉由製具以於對位於半導體基板的表面上的膠層的第二區進行半固化，其中從製具射向膠層的光束的主射線方向基本上平行於半導體基板的表面。","Y2024","main","Yes","半導體封裝技術","6770","半導體","2024-10-30",0.89,11.42,4,1.04,-68.33,-3261.64,22.9,28.7,19.7,18,24.6
"158","南亞科技","TWI779778B","2021-08-18","2022-10-01",96,"記憶體元件及其形成方法","一種記憶體元件包括基板、導線、電容器、電晶體與接觸結構。導線位於基板的周邊區域上。電容器位於基板的記憶體區域上。電晶體位於電容器上且連接至電容器，且包括第一及第二源極/汲極區域、通道與閘極結構。第一源極/汲極區域連接至電容器。閘極結構側向圍繞通道。接觸結構位於基板的周邊區域上，且包括底部分、頂部分與中間部分。底部分連接至導線。頂部分連接至電晶體的第二源極/汲極區域。中間部分寬於頂部分與底部分，其中接觸結構的中間部分的高度與電晶體的閘極結構的高度實質相同。","Y2024","main","Yes","記憶體裝置","2408","半導體","2024-10-30",1.19,-5.12,7,41.18,136.4,27.17,55.2,60.1,44.3,42.3,55
"159","南亞科技","TWI793928B","2021-12-16","2023-02-21",96,"噪聲模擬系統","本揭示文件提供一種系統以在基板的電源區塊上模擬一模擬噪聲。所述的系統包含訊號線以及訊號產生電路。訊號線經配置鄰近於電源區塊。訊號產生電路電性耦接訊號線。訊號產生電路用以透過訊號線傳送交流訊號。透過訊號線傳送的交流訊號用以在電源區塊上感應模擬噪聲，並且躁聲的波形是由交流訊號的頻率決定。","Y2024","main","Yes","其他","2408","半導體","2024-10-30",1.19,-5.12,7,41.18,136.4,27.17,55.2,60.1,44.3,42.3,55
"160","南亞科技","TWI802998B","2021-09-23","2023-05-21",96,"具有阻障層的半導體元件及其製備方法","本揭露提供一種具有氟化鋁阻障層的半導體元件以及該半導體元件的製備方法。該半導體元件具有一基底；一電路層，設置在該基底上；一墊層，設置在該電路層中且包含鋁及銅；一第一阻障層，設置在該電層上並包含氟化鋁；以及一第一連接件，設置在該第一阻障層上。","Y2024","main","Yes","半導體封裝技術","2408","半導體","2024-10-30",1.19,-5.12,7,41.18,136.4,27.17,55.2,60.1,44.3,42.3,55
"161","南亞科技","TWI817694B","2022-09-01","2023-10-01",96,"具有接觸栓塞的半導體結構及其製備方法","本揭露提供一種半導體結構及其製備方法。該製備方法包括形成一隔離結構在一半導體基底上，該隔離結構界定具有一溝槽寬度的一溝槽。該製備方法亦包括形成一第一導電材料層在該溝槽中以及在該隔離結構的一上表面上，其中該第一導電材料層在該隔離結構之該上表面上的一部分具有大於該溝槽寬度之一半的一厚度。該製備方法還包括在該第一導電材料層上執行一平坦化製程，以形成一接觸栓塞，該接觸栓塞具有一凹形上表面，該凹形上表面從該隔離結構的該上表面凹陷。","Y2024","main","Yes","半導體結構","2408","半導體","2024-10-30",1.19,-5.12,7,41.18,136.4,27.17,55.2,60.1,44.3,42.3,55
"162","南亞科技","TWI841224B","2023-02-07","2024-05-01",96,"具有複合互連結構的半導體元件結構及其製備方法","本揭露提供一種半導體元件結構，包含一第一下半導體結構，設置在一半導體基底上。該第一下半導體結構具有一第一側壁以及一第二側壁，該第二側壁相對該第一側壁設置。該半導體元件結構亦具有一第一上半導體結構，覆蓋該第一下半導體結構的一上表面以及該第一側壁。該第一下半導體結構與該第一上半導體結構具有不同材料。該半導體元件結構還具有一第一氧化物部，設置在該半導體基底上並沿著該第一下半導體結構的該第二側壁延伸。該第一氧化物部具有一L形狀。","Y2024","main","Yes","半導體結構","2408","半導體","2024-10-30",1.19,-5.12,7,41.18,136.4,27.17,55.2,60.1,44.3,42.3,55
"163","南韓商三星電子","TWI777749B","2021-08-26","2022-09-11",96,"用於疊對量測的矽通孔鍵以及包含矽通孔鍵的半導體裝置和半導體封裝","本揭露提供一種用於疊對量測的矽通孔（TSV）鍵，以及一種包含TSV鍵的半導體裝置及半導體封裝。用於疊對量測的矽通孔（TSV）鍵包含：第一TSV，在垂直於基底的頂部表面的第一方向上延伸穿過基底的至少一部分；以及至少一個環圖案，在平行於基底的頂部表面的第二方向上與第一TSV間隔開且環繞第一TSV，至少一個環圖案在第一方向上配置於低於第一TSV的頂部表面的層中，其中內部量測點對應於第一TSV，外部量測點對應於至少一個環圖案，且內部量測點及外部量測點經配置以提供TSV的疊對量測。","Y2024","main","No","半導體封裝技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","台灣積體電路製造","TWI788219B","2022-02-08","2022-12-21",96,"半導體結構之形成方法","本揭露有關於一種半導體結構之形成方法。在一實施例中，本揭露之形成方法包含形成複數個半導體鰭片於基材上；在形成此些半導體鰭片後，移除此些半導體鰭片之外圍半導體鰭片；以及形成閘極結構於此些半導體鰭片上。此些半導體鰭片包含多於3個半導體鰭片，且前述移除之操作凹陷於外圍半導體鰭片之正下方的部分基材。","Y2024","main","Yes","半導體結構","2330","半導體","2024-10-30",0.35,39.6,10,40.07,37.63,41.89,469.6,509.8,1018.6,1030,595.5
"165","台灣積體電路製造","TWI800885B","2021-08-05","2023-05-01",96,"半導體結構的製作方法","本案提供一種半導體結構的製作方法，包括以下步驟：在介電層上方形成含金屬硬遮罩層，其中含金屬硬遮罩層具有大於約400MPa之楊氏模量及大於約600MPa之拉伸應力；圖案化含金屬硬遮罩層以在含金屬硬遮罩層中形成開口；以及使用含金屬硬遮罩層作為蝕刻遮罩來蝕刻介電層。開口延伸進介電層中。開口經填充有導電材料以形成導電特徵。隨後去除含金屬硬遮罩層。","Y2024","main","Yes","半導體結構","2330","半導體","2024-10-30",0.35,39.6,10,40.07,37.63,41.89,469.6,509.8,1018.6,1030,595.5
"166","台灣積體電路製造","TWI802402B","2022-05-11","2023-05-11",96,"半導體裝置的形成方法","一種方法包括形成從基底突出的第一和第二半導體鰭部。第一和第二半導體鰭部各包括交替的通道層和非通道層的一堆疊。方法還包括在第一和第二半導體鰭部之間形成一介電頭盔，在介電頭盔上形成一虛置閘極堆疊，圖案化虛置閘極堆疊以暴露出一部分的介電頭盔，去除介電頭盔的暴露部分，以及形成一金屬閘極結構使得介電頭盔的留下部分係分隔位於第一和第二半導體鰭部之間的金屬閘極結構。方法還包括在金屬閘極結構的一部分的上方形成一接觸部件。此接觸部件的一側壁位於第一半導體鰭部或第二半導體鰭部之一者與介電頭盔的留下部分之間。","Y2024","main","Yes","半導體結構","2330","半導體","2024-10-30",0.35,39.6,10,40.07,37.63,41.89,469.6,509.8,1018.6,1030,595.5
"167","台灣積體電路製造","TWI807638B","2022-02-15","2023-07-01",96,"封裝及其形成方法","一種方法，包含使第一封裝組件與第二封裝組件接觸。第一封裝組件包括第一介電層，該第一介電層包含第一介電材料，該第一介電材料是氧化矽基底的介電材料。第二封裝組件包括第二介電層，第二介電層包括與第一介電材料不同的第二介電材料。第二介電材料包括矽和選自由碳、氮及其組合所組成的群組的元素。執行退火製程以將第一介電層接合到第二介電層。","Y2024","main","Yes","半導體封裝技術","2330","半導體","2024-10-30",0.35,39.6,10,40.07,37.63,41.89,469.6,509.8,1018.6,1030,595.5
"168","台灣積體電路製造","TWI807705B","2022-03-21","2023-07-01",96,"半導體元件結構及其封裝結構與形成方法","提供了一種半導體元件的結構及形成方法。半導體元件結構包括半導體基板和在半導體基板上的內連線結構。半導體元件結構還包括在內連線結構上的第一導電柱。第一導電柱具有自第一導電柱的較低表面朝向半導體基板延伸的第一凸出部分。半導體元件結構更包括在內連線結構上的第二導電柱。第二導電柱具有自第二導電柱的較低表面上朝向半導體基板延伸的第二凸出部分。第一導電柱相比第二導電柱更靠近半導體基板的中心點。第二凸出部分的底部比第一凸出部分的底部還寬。","Y2024","main","Yes","半導體封裝技術","2330","半導體","2024-10-30",0.35,39.6,10,40.07,37.63,41.89,469.6,509.8,1018.6,1030,595.5
"169","台灣積體電路製造","TWI807817B","2022-05-10","2023-07-01",96,"半導體裝置及其形成方法","提供了一種半導體裝置和其製造方法。此方法包括形成半導體鰭片其從基板延伸。虛擬閘極堆疊形成在半導體鰭片上方。虛擬閘極堆疊沿著半導體鰭片的側壁和頂表面而延伸。將半導體鰭片圖案化，以形成在半導體鰭片中的凹陷處。半導體材料沉積在凹陷處中。對半導體材料執行佈植製程。佈植製程包括將第一佈植物佈植到半導體材料內、和將第二佈植物佈植到半導體材料內。第一佈植物具有第一佈植能量。第二佈植物具有第二佈植能量其不同於第一佈植能量。","Y2024","main","Yes","半導體結構","2330","半導體","2024-10-30",0.35,39.6,10,40.07,37.63,41.89,469.6,509.8,1018.6,1030,595.5
"170","台灣積體電路製造","TWI811783B","2021-09-07","2023-08-11",96,"半導體結構的形成方法","提供半導體結構的形成方法，包括形成第一與第二鰭狀結構，其中第一與第二鰭狀結構的每一者包括交錯堆疊的第一半導體層與第二半導體層；以及形成第一遮罩結構以覆蓋第二鰭狀結構。第一遮罩結構包括第一介電層與第二介電層位於第一介電層上，且第一介電層與第二介電層的材料不同。形成第一源極/汲極結構於第一鰭狀結構中；移除第一遮罩結構；形成第二源極/汲極結構於第二鰭狀結構中；移除第一鰭狀結構與第二鰭狀結構的第一半導體層，以形成第一奈米結構與第二奈米結構；以及形成閘極堆疊於第一奈米結構與第二奈米結構周圍。","Y2024","main","Yes","半導體結構","2330","半導體","2024-10-30",0.35,39.6,10,40.07,37.63,41.89,469.6,509.8,1018.6,1030,595.5
"171","台灣積體電路製造","TWI837689B","2022-06-02","2024-04-01",96,"積體電路及其形成方法","本揭示文件揭露一種積體電路，包含第一、第二以及第三電源軌，與耦接至閘控電路的首部開關電路。閘控電路用於操作第一或第二電壓。第一、第二電源軌位於晶圓的背面，且沿著第一方向延伸。首部開關電路用於透過第一電源軌提供第一電壓至閘控電路。第二電源軌在第二方向上與第一電源軌分開。第二電源軌用於提供第二電壓至閘控電路。第三電源軌位於晶圓的正面，且包含在第二方向延伸並在第一方向上分開的第一導體組。每個第一導體組用於提供第三電壓至首部開關電路。","Y2024","main","Yes","半導體封裝技術","2330","半導體","2024-10-30",0.35,39.6,10,40.07,37.63,41.89,469.6,509.8,1018.6,1030,595.5
"172","台灣積體電路製造","TWI843961B","2021-08-31","2024-06-01",96,"影像感測器積體晶片及其形成方法","在一些實施例中，本揭露是關於一種影像感測器積體晶片。影像感測器積體晶片包含具有第一側及與第一側相對的第二側的基底。基底具有界定沿具有第一寬度的畫素區的相對側延伸的溝渠的一或多個側壁。包含一或多個介電材料的隔離結構設置於溝渠內。隔離結構具有第二寬度。影像感測元件及焦點區設置於畫素區內。焦點區配置成沿基底的第二側接收入射輻射。第二寬度與第一寬度的比率在大致0.1與大致0.2之間的範圍內，使得焦點區完全限制在隔離結構的面向影像感測元件的內部側壁之間。","Y2024","main","Yes","其他","2330","半導體","2024-10-30",0.35,39.6,10,40.07,37.63,41.89,469.6,509.8,1018.6,1030,595.5
"173","國立陽明交通大學","TWI825878B","2022-07-28","2023-12-11",96,"金屬鐵電金屬場效應電晶體、金屬鐵電金屬場效應電晶體陣列及其操作方法","一種金屬鐵電金屬(MFM)場效應電晶體(FET)，該MFMFET包含一MFM、一第一FET、以及一第二FET。該MFM具有一第一電極。該第一FET電連接該第一電極，且具有一第一閘極，其中該第一閘極具有一第一面積。該第二FET電連接該第一電極，且具有一第二閘極，其中該第二閘極具有一第二面積，該第一面積與該第二面積具有一比值，且該比值的一比值範圍為1：50至1：2。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","新唐科技","TWI778899B","2021-12-28","2022-09-21",96,"封裝結構以及半導體製造方法","一種封裝結構包括第一導線架、第二導線架、第三導線架、第一載板、增強型電晶體、空乏型III-V族電晶體以及二極體。第一載板放置於第一導線架上，且與第一導線架電性隔離。增強型電晶體放置於第一載板上，包括耦接至第二導線架之第一閘極端、耦接至第一導線架之第一源極端以及耦接至第一載板之第一汲極端。空乏型III-V族電晶體放置於第一導線架，包括耦接至第一導線架之第二閘極端、耦接至第一載板之第二源極端以及耦接至第三導線架之第二汲極端。二極體包括耦接至第一導線架之陽極端以及耦接至第二源極端之陰極端。","Y2024","main","Yes","半導體封裝技術","4919","半導體","2024-10-30",0.36,-12.71,3,-8.1,-22.09,-141.71,97.8,111.7,96.4,101,103.1
"175","新唐科技","TWI812561B","2022-12-19","2023-08-11",96,"半導體元件","提供一種半導體元件。一隔離區設置在具有第一導電類型的第一高壓井區與第二高壓井區之間，並具有第二導電類型。具有第二導電類型的一本體區形成在隔離區之上且設置在第一和第二高壓井區之間。具有第一導電類型的一摻雜區形成在本體區之中。具有第一導電類型的第一和第二汲極/源極區分別形成於第一和第二高壓井區之中。一第一閘極結構覆蓋本體區的一第一通道區與一第一漂移氧化區。一第二閘極結構覆蓋本體區的一第二通道區與一第二漂移氧化區。第一閘極結構電性連接於第二閘極結構。第一和第二漂移氧化區是分離於本體區。","Y2024","main","Yes","半導體結構","4919","半導體","2024-10-30",0.36,-12.71,3,-8.1,-22.09,-141.71,97.8,111.7,96.4,101,103.1
"176","日商斯庫林集團","TWI837781B","2022-08-23","2024-04-01",96,"學習裝置、資訊處理裝置、基板處理裝置、基板處理系統、學習方法、配方決定方法及學習程式","本發明之學習裝置具備：實驗資料獲取部，其獲取基板上形成之固體之膜厚或液體之膜厚，該固體之膜厚或液體之膜厚係於第1條件下驅動基板處理裝置而獲得，該基板處理裝置於執行對基板供給液體，於基板上形成固體膜或液體膜之一系列處理之後，從基板去除固體膜或液體膜而使基板乾燥；及第1學習部，其使學習模型學習第1教學資料，該第1教學資料包含表示由實驗資料獲取部獲取之固體之膜厚或液體之膜厚之特性的膜厚特性、及第1條件。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","日商新唐科技日本","TWI802262B","2022-02-10","2023-05-11",96,"半導體裝置及半導體模組","半導體裝置1具備：半導體層40；電晶體10及電晶體20，形成於半導體層40內；1個以上之第1源極墊111及第1閘極墊119，形成於半導體層40之上面之區域S1，前述1個以上之第1源極墊111連接於電晶體10之源極，前述第1閘極墊119連接於電晶體10之閘極；和1個以上之第2源極墊121及第2閘極墊129，形成於半導體層40之上面之區域S2，前述1個以上之第2源極墊121連接於電晶體20之源極，前述第2閘極墊129連接於電晶體20之閘極，前述區域S2在半導體層40的平面視角下鄰接於區域S1，在半導體層40的平面視角下，連結第1閘極墊119的中心與第2閘極墊129的中心之假想直線91通過半導體層40的中心，與半導體層40之各邊所形成之角為45度，區域S1與區域S2之上面邊界線600在半導體層40的長邊延伸之長邊方向及短邊延伸之短邊方向上單調變化。","Y2024","branch","No","半導體封裝技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","日商村田製作所","TWI843257B","2022-10-26","2024-05-21",96,"雙極性電晶體及半導體裝置","本發明提供可提高最大振盪頻率fmax之雙極性電晶體。形成有包含積層於基板上之集極層、基極層及射極層之台面構造。於台面構造上配置有與射極層電氣連接之射極電極。進而，於台面構造上配置有與基極層電氣連接之基極電極。以俯視時包圍台面構造之方式配置集極電極，集極電極與集極層電氣連接。射極電極包含第1部分及第2部分。於俯視時，基極電極包圍射極電極之第1部分，射極電極之第2部分包圍基極電極。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","日商鎧俠","TWI820732B","2022-05-31","2023-11-01",96,"半導體記憶裝置","實施方式抑制半導體記憶裝置的可靠性的降低。實施方式的半導體記憶裝置包括：半導體基板，包含元件區域、以及於元件區域中沿第一方向依次相互分開地排列且分別為源極/汲極區域的第一區域、第二區域及第三區域；第一導電體層，設置於元件區域的上方，具有第一開口部；第二導電體層，設置於元件區域的上方，具有第二開口部，且於第一方向上與第一導電體層分開地排列；第一接頭，與第一區域連接，並通過第一開口部；第二接頭，與第三區域連接，並通過第二開口部；第一記憶體胞元，與第一接頭連接；以及第二記憶體胞元，與第二接頭連接。","Y2024","main","No","記憶體裝置",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","旺宏電子","TWI844013B","2022-04-27","2024-06-01",96,"內容定址記憶體裝置、內容定址記憶體晶胞及其資料搜尋比對方法","本案提供內容定址記憶體(CAM)記憶體裝置、內容定址記憶體晶胞及其資料搜尋比對方法。內容定址記憶體裝置包括：複數個內容定址記憶體串；以及一電性特徵偵測電路，耦接至該些內容定址記憶體串；其中，於進行資料搜尋時，將一搜尋資料比對於該些內容定址記憶體串所儲存之一儲存資料，該些內容定址記憶體串產生複數個記憶體串電流，該電性特徵偵測電路偵測該些記憶體串電流或偵測耦接至該些內容定址記憶體串之複數條匹配線之複數個匹配線電壓，以產生複數個搜尋結果，其中，該儲存資料與該搜尋資料為一範圍儲存資料與單一位元搜尋資料，或者，該儲存資料與該搜尋資料為一單一位元儲存資料與一範圍搜尋資料。","Y2024","main","Yes","記憶體裝置","2337","半導體","2024-10-30",0.94,6.08,4,-13.1,-7.94,-207.44,27.3,27.6,26.4,24.15,27.3
"181","瑞昱半導體","TWI813004B","2021-08-23","2023-08-21",96,"緊湊的電容結構","一種電容結構，其包含電晶體結構、第一金屬導電結構與第二金屬導電結構。電晶體結構包含以多晶矽層製作的第一階梯形框架以及以第一金屬層製作的多個第一金屬條。第一階梯形框架絕緣於多個第一金屬條且環繞多個第一金屬條的一部分。第一階梯形框架用於形成電晶體結構的閘極。多個第一金屬條用於形成電晶體結構的源極和汲極。第一金屬導電結構實質上重疊且電性連接於第一階梯形框架。第二金屬導電結構電性連接於多個第一金屬條，且第二金屬導電結構跨越且絕緣於第一階梯形框架與第一金屬導電結構。","Y2024","main","Yes","半導體結構","2379","半導體","2024-10-30",0.64,10.96,5,16.67,42.28,89.74,478.8,446.2,490.3,478.5,468.1
"182","瑞昱半導體","TWI835671B","2023-06-17","2024-03-11",96,"記憶體時脈控制電路和控制記憶體時脈的方法","本發明公開一種記憶體時脈控制電路和控制記憶體時脈的方法。記憶體時脈控制電路包括電壓偵測電路以及第一邏輯電路。電壓偵測電路接收至少一記憶體的供應電壓，並且根據供應電壓與至少一門檻值的比較結果輸出控制信號。至少一門檻值包括第一門檻值，第一門檻值大於系統重置電壓並小於至少一記憶體的最低工作電壓。第一邏輯電路用於接收控制信號和至少一記憶體控制器提供的第一時脈信號，並且根據控制信號輸出第一記憶體時脈信號給至少一記憶體。根據控制信號，第一邏輯電路以在供應電壓小於第一門檻值時輸出時脈中止信號給至少一記憶體。","Y2024","main","Yes","記憶體裝置","2379","半導體","2024-10-30",0.64,10.96,5,16.67,42.28,89.74,478.8,446.2,490.3,478.5,468.1
"183","神雲科技","TWI795919B","2021-09-24","2023-03-11",96,"省電模式的控制方法","一種省電模式的控制方法，包含：當一儲存系統要由操作在一正常模式改為一省電模式時，一伺服主機輸出一睡眠指令至一硬碟擴展器；當該硬碟擴展器接收到該睡眠指令時，該硬碟擴展器分別在一正常狀態及一省電狀態輸出一暫存器數值及一中斷信號；藉由一控制單元根據該暫存器數值及該中斷信號，控制一硬碟進入該省電狀態且控制一電源單元不輸出一主電源，使得該硬碟擴展器及該控制單元以該電源單元所輸出的一備用電源作為運作的電源；而實現一種更為省電的省電模式的控制方法。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","美商應用材料","TWI840814B","2022-05-25","2024-05-01",96,"金屬摻雜的碳硬遮罩","範例沉積方法可包括將含釕前驅物和含氫前驅物輸送到半導體處理腔室的處理區域。含釕前驅物或含氫前驅物中的至少一種可包括碳。方法可包括在半導體處理腔室的處理區域內形成所有前驅物的電漿。方法可包括在設置在半導體處理腔室的處理區域內的基板上沉積釕和碳材料。","Y2024","main","No","蝕刻技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","群創光電","TWI831217B","2022-05-23","2024-02-01",96,"電子裝置","一種電子裝置，包括第一基板、第二基板、不透光層、發光單元以及光感測器。第二基板與第一基板相對。不透光層設置在第一基板與第二基板之間且包括第一開口以及第二開口。發光單元設置在第一基板與第二基板之間且與第一開口重疊。光感測器設置在第一基板上且與第二開口重疊。","Y2024","main","Yes","顯示技術","3481","光電業","2024-10-30",1.77,-3.98,1,3.22,1519.65,106.82,15.7,0.1,4.5,15.6,7.2
"186","群創光電","TWI836539B","2022-08-04","2024-03-21",96,"電子裝置","本揭露提供一種電子裝置，包括基板、驅動元件、導電層以及電子元件。驅動元件設置在基板上。導電層設置在基板上，其中驅動元件與導電層的邊緣之間具有第一距離(B)。電子元件設置在導電層上且電性連接驅動元件，其中電子元件與導電層的邊緣之間具有第二距離(A)，且第一距離(B)大於第二距離(A)。","Y2024","main","Yes","半導體封裝技術","3481","光電業","2024-10-30",1.77,-3.98,1,3.22,1519.65,106.82,15.7,0.1,4.5,15.6,7.2
"187","聯發科技","TWI840935B","2022-09-01","2024-05-01",96,"半導體裝置結構及其形成方法","本發明公開一種半導體裝置結構，包括：半導體基板；第一裝置，該第一裝置包括在該半導體基板上的第一閘極結構，其中該第一閘極結構包括：在該半導體基板上的第一閘極介電層；以及位於該第一閘極介電層上的第一閘極層；以及第二裝置，該第二裝置包括在該半導體基板上的第二閘極結構，其中第二閘極結構包括：在該半導體基板上的第二閘極介電層；以及在該第二閘極介電層上的第二閘極層；其中，該第一裝置的該第一閘極介電層和該第二裝置的該第二閘極介電層具有不同的介電材料成分。","Y2024","main","Yes","半導體結構","2454","半導體","2024-10-30",0.47,23.83,7,29.69,33.21,69.19,930.6,983.9,1276,1290,1021
"188","華邦電子","TWI774510B","2021-08-10","2022-08-11",96,"靜電放電防護電路","靜電放電防護電路包括第一電阻、第一電晶體、第二電阻以及第二電晶體。第一電阻具有第一端耦接至第一電源軌線。第一電晶體具有第一端耦接至第一電源軌線，第一電晶體的控制端耦接至第一電阻的第二端。第二電阻耦接在第一電晶體的第二端與第二電源軌線間。第二電晶體具有第一端耦接至第一電源軌線，第二電晶體的控制端耦接至第一電晶體的第二端，第二電晶體的第二端耦接至第二電源軌線。","Y2024","main","Yes","靜電放電保護","2344","半導體","2024-10-30",1.46,6.87,3,14.21,20.67,475.14,23.3,24.9,19.6,19.25,23.2
